precise	payloadSHA256	graphPath	ownershipTier	occurrenceCount	canonicalSelection	kind	title	symbolPath	declaration
c:objc(cs)MKDirections(im)calculateDirectionsWithCompletionHandler:	fb061949b110f7714b35cc49c678cf909c1725971e76fd8c5e8346ec1d8a47e1	reference/symbol-graphs/MapKit.symbols.json	0	1	1	swift.method	calculate(completionHandler:)	MKDirections.calculate(completionHandler:)	func calculate(completionHandler: @escaping (MKDirections.Response?, (any Error)?) -> Void)
c:objc(cs)MKDirections(im)calculateDirectionsWithCompletionHandler:	3aac9d068362c7e903c239c20b2da8eb26553e85cc63fa175358e5191954ddc3	reference/symbol-graphs/MapKit.symbols.json	0	1	0	swift.method	calculate()	MKDirections.calculate()	func calculate() async throws -> MKDirections.Response
c:objc(cs)MKDirections(im)calculateETAWithCompletionHandler:	8a725900a9551ffa89a50ce6fe575bedbb52ae74f7a10a9dbc70127640522b1c	reference/symbol-graphs/MapKit.symbols.json	0	1	1	swift.method	calculateETA(completionHandler:)	MKDirections.calculateETA(completionHandler:)	func calculateETA(completionHandler: @escaping (MKDirections.ETAResponse?, (any Error)?) -> Void)
c:objc(cs)MKDirections(im)calculateETAWithCompletionHandler:	4437d3fb84574cfaa283db2f7c9ce15b1c58e496716be49e4c6016fb3c4263bf	reference/symbol-graphs/MapKit.symbols.json	0	1	0	swift.method	calculateETA()	MKDirections.calculateETA()	func calculateETA() async throws -> MKDirections.ETAResponse
c:objc(cs)MKDirectionsRequest(im)initWithContentsOfURL:	07d6adb502875441ce757c808503a3bc6bf3d53f1a03b35ad33aa510ecde18bf	reference/symbol-graphs/MapKit.symbols.json	0	1	1	swift.init	init(contentsOfURL:)	MKDirections.Request.init(contentsOfURL:)	init(contentsOfURL url: URL)
c:objc(cs)MKDirectionsRequest(im)initWithContentsOfURL:	2c274ec0712a44b0ebc61129aa373e934cf766455dce40586e8486aa82467af0	reference/symbol-graphs/MapKit.symbols.json	0	1	0	swift.init	init(contentsOf:)	MKDirections.Request.init(contentsOf:)	init(contentsOf url: URL)
c:objc(cs)MKGeocodingRequest(im)getMapItemsWithCompletionHandler:	1d85d7b836f04a5574afca088accc6daab0c2c03177c604a1b59c8cb1d441d64	reference/symbol-graphs/MapKit.symbols.json	0	1	1	swift.method	getMapItems(completionHandler:)	MKGeocodingRequest.getMapItems(completionHandler:)	func getMapItems(completionHandler: @escaping @MainActor ([MKMapItem]?, (any Error)?) -> Void)
c:objc(cs)MKGeocodingRequest(im)getMapItemsWithCompletionHandler:	6bbd9a7380955f951fbf5a0368359aa5af34302ef90f01f2a57e6b47ac69e2fa	reference/symbol-graphs/MapKit.symbols.json	0	1	0	swift.property	mapItems	MKGeocodingRequest.mapItems	var mapItems: [MKMapItem] { get async throws }
c:objc(cs)MKLocalSearch(im)startWithCompletionHandler:	19896d8a1369365209101225ea19eb80666f6ea932a0420d29b4e440bdc8e27c	reference/symbol-graphs/MapKit.symbols.json	0	1	1	swift.method	start(completionHandler:)	MKLocalSearch.start(completionHandler:)	func start(completionHandler: @escaping @MainActor (MKLocalSearch.Response?, (any Error)?) -> Void)
c:objc(cs)MKLocalSearch(im)startWithCompletionHandler:	ab67398d767a1daebdc67c9d98b8f118b251c978feccdaea4702810c23f960eb	reference/symbol-graphs/MapKit.symbols.json	0	1	0	swift.method	start()	MKLocalSearch.start()	func start() async throws -> MKLocalSearch.Response
c:objc(cs)MKLookAroundSceneRequest(im)getSceneWithCompletionHandler:	07a2cf8f8b081c5898843160bf9544a046350fda92f003fad6942b6eef813596	reference/symbol-graphs/MapKit.symbols.json	0	1	1	swift.method	getSceneWithCompletionHandler(_:)	MKLookAroundSceneRequest.getSceneWithCompletionHandler(_:)	func getSceneWithCompletionHandler(_ completionHandler: @escaping @MainActor (MKLookAroundScene?, (any Error)?) -> Void)
c:objc(cs)MKLookAroundSceneRequest(im)getSceneWithCompletionHandler:	af0edc873d9e10bdea3334b15f8c1d5c047c7b84c1c87d7ac563e07d7cf9abad	reference/symbol-graphs/MapKit.symbols.json	0	1	0	swift.property	scene	MKLookAroundSceneRequest.scene	var scene: MKLookAroundScene? { get async throws }
c:objc(cs)MKLookAroundSnapshotter(im)getSnapshotWithCompletionHandler:	c52007e0d95e0d333da0ecebe79e0084724925fb4f9187b141a454e9aa8a1a3b	reference/symbol-graphs/MapKit.symbols.json	0	1	1	swift.method	getSnapshotWithCompletionHandler(_:)	MKLookAroundSnapshotter.getSnapshotWithCompletionHandler(_:)	func getSnapshotWithCompletionHandler(_ completionHandler: @escaping @MainActor (MKLookAroundSnapshotter.Snapshot?, (any Error)?) -> Void)
c:objc(cs)MKLookAroundSnapshotter(im)getSnapshotWithCompletionHandler:	b6aa638af34fb9375c333fb751c6417c0d34265d73e1d4144da058c2b414bcdb	reference/symbol-graphs/MapKit.symbols.json	0	1	0	swift.property	snapshot	MKLookAroundSnapshotter.snapshot	var snapshot: MKLookAroundSnapshotter.Snapshot { get async throws }
c:objc(cs)MKMapItem(cm)openMapsWithItems:launchOptions:fromScene:completionHandler:	a7c6066ea067eb1db219b0c50a4ee350e39fed48a9d1085174195705dec514f5	reference/symbol-graphs/MapKit.symbols.json	0	1	1	swift.type.method	openMaps(with:launchOptions:from:)	MKMapItem.openMaps(with:launchOptions:from:)	class func openMaps(with mapItems: [MKMapItem], launchOptions: [String : Any]? = nil, from scene: UIScene?) async -> Bool
c:objc(cs)MKMapItem(cm)openMapsWithItems:launchOptions:fromScene:completionHandler:	60185ba0ebc30bdceeac015dbab260115ac435ba875e6161df7ba2dca23db01f	reference/symbol-graphs/MapKit.symbols.json	0	1	0	swift.type.method	openMaps(with:launchOptions:from:completionHandler:)	MKMapItem.openMaps(with:launchOptions:from:completionHandler:)	class func openMaps(with mapItems: [MKMapItem], launchOptions: [String : Any]? = nil, from scene: UIScene?, completionHandler completion: ((Bool) -> Void)? = nil)
c:objc(cs)MKMapItem(im)openInMapsWithLaunchOptions:fromScene:completionHandler:	ebebf2b1d966e522bb2df7cf5c075d57e976aaf746ad5985528d7e55c085e5c2	reference/symbol-graphs/MapKit.symbols.json	0	1	1	swift.method	openInMaps(launchOptions:from:)	MKMapItem.openInMaps(launchOptions:from:)	func openInMaps(launchOptions: [String : Any]? = nil, from scene: UIScene?) async -> Bool
c:objc(cs)MKMapItem(im)openInMapsWithLaunchOptions:fromScene:completionHandler:	ccb282819bef378276f9587d9afd065bae3466ed324eeef34e314f2be462b879	reference/symbol-graphs/MapKit.symbols.json	0	1	0	swift.method	openInMaps(launchOptions:from:completionHandler:)	MKMapItem.openInMaps(launchOptions:from:completionHandler:)	func openInMaps(launchOptions: [String : Any]? = nil, from scene: UIScene?, completionHandler completion: ((Bool) -> Void)? = nil)
c:objc(cs)MKMapItemRequest(im)getMapItemWithCompletionHandler:	d8bd3815f62258c1649ce0e1bb3b290a704d2b0c06bb98e41b3cdc364284af02	reference/symbol-graphs/MapKit.symbols.json	0	1	1	swift.method	getMapItem(completionHandler:)	MKMapItemRequest.getMapItem(completionHandler:)	func getMapItem(completionHandler: @escaping @MainActor (MKMapItem?, (any Error)?) -> Void)
c:objc(cs)MKMapItemRequest(im)getMapItemWithCompletionHandler:	0a8db9ea60a72e115032a943f07793ef32980df3095b1009a8a5001c90643158	reference/symbol-graphs/MapKit.symbols.json	0	1	0	swift.property	mapItem	MKMapItemRequest.mapItem	var mapItem: MKMapItem { get async throws }
c:objc(cs)MKMapSnapshotter(im)startWithCompletionHandler:	3aa221e57ab7730be97f58b03ca9c781c033e3c45e88c447725f75431eb38193	reference/symbol-graphs/MapKit.symbols.json	0	1	1	swift.method	start(completionHandler:)	MKMapSnapshotter.start(completionHandler:)	func start(completionHandler: @escaping @MainActor (MKMapSnapshotter.Snapshot?, (any Error)?) -> Void)
