precise	payloadSHA256	graphPath	ownershipTier	occurrenceCount	canonicalSelection	kind	title	symbolPath	declaration
c:objc(cs)INImage(cm)imageWithCGImage:	80fd42895845259195d2fb16f34329ccba31ada5ff356f0459af44cfd21912ee	reference/symbol-graphs/IntentsUI@Intents.symbols.json	1	1	1	swift.init	init(CGImage:)	INImage.init(CGImage:)	convenience init(CGImage imageRef: CGImage)
c:objc(cs)INImage(cm)imageWithCGImage:	1f4b76d6198f91be0f04dbe7df599d5c80b09e9792ae2862f6e2ee33c0e221a0	reference/symbol-graphs/IntentsUI@Intents.symbols.json	1	1	0	swift.init	init(cgImage:)	INImage.init(cgImage:)	convenience init(cgImage imageRef: CGImage)
c:objc(cs)INImage(cm)imageWithUIImage:	589eeab94855ca1ffe1ae38710c217d597818a40e0991ccc4470381406bfc946	reference/symbol-graphs/IntentsUI@Intents.symbols.json	1	1	1	swift.init	init(UIImage:)	INImage.init(UIImage:)	convenience init(UIImage image: UIImage)
c:objc(cs)INImage(cm)imageWithUIImage:	ab9cfcdcc738cc15daf4a8acdfcd2b6f9a4b211923a23a737c9546106056c364	reference/symbol-graphs/IntentsUI@Intents.symbols.json	1	1	0	swift.init	init(uiImage:)	INImage.init(uiImage:)	convenience init(uiImage image: UIImage)
c:objc(cs)INImage(im)fetchUIImageWithCompletion:	7f760a48b034d1326e41975cdd241d2041a1b822b90dfb69f98eafe2bfac6cbd	reference/symbol-graphs/IntentsUI@Intents.symbols.json	1	1	1	swift.method	fetchUIImage(completion:)	INImage.fetchUIImage(completion:)	func fetchUIImage(completion: @escaping (UIImage?) -> Void)
c:objc(cs)INImage(im)fetchUIImageWithCompletion:	e0bf7408532abeef0db928f2c7ac7ebb88559fcec597373adf5724140edf7479	reference/symbol-graphs/IntentsUI@Intents.symbols.json	1	1	0	swift.method	fetchUIImage()	INImage.fetchUIImage()	func fetchUIImage() async -> UIImage?
c:objc(pl)INUIHostedViewControlling(im)configureViewForParameters:ofInteraction:interactiveBehavior:context:completion:	c10ef70b6967a22906e67591bf8d72ea64344c6a2ee09af1c40ee2f3b4798cb2	reference/symbol-graphs/IntentsUI.symbols.json	0	1	1	swift.method	configureView(for:of:interactiveBehavior:context:)	INUIHostedViewControlling.configureView(for:of:interactiveBehavior:context:)	@MainActor optional func configureView(for parameters: Set<INParameter>, of interaction: INInteraction, interactiveBehavior: INUIInteractiveBehavior, context: INUIHostedViewContext) async -> (Bool, Set<INParameter>, CGSize)
c:objc(pl)INUIHostedViewControlling(im)configureViewForParameters:ofInteraction:interactiveBehavior:context:completion:	94c9babbc7e6e0f4190f12d5482b03c7a884987b1593dbe13e0a7156309f4c94	reference/symbol-graphs/IntentsUI.symbols.json	0	1	0	swift.method	configureView(for:of:interactiveBehavior:context:completion:)	INUIHostedViewControlling.configureView(for:of:interactiveBehavior:context:completion:)	@MainActor optional func configureView(for parameters: Set<INParameter>, of interaction: INInteraction, interactiveBehavior: INUIInteractiveBehavior, context: INUIHostedViewContext, completion: @escaping (Bool, Set<INParameter>, CGSize) -> Void)
c:objc(pl)INUIHostedViewControlling(im)configureWithInteraction:context:completion:	b32c11fd88c48382b42700d02b4049ad1d5a12d248c7077ff39dd90788f1d5f4	reference/symbol-graphs/IntentsUI.symbols.json	0	1	1	swift.method	configure(with:context:)	INUIHostedViewControlling.configure(with:context:)	@MainActor optional func configure(with interaction: INInteraction, context: INUIHostedViewContext) async -> CGSize
c:objc(pl)INUIHostedViewControlling(im)configureWithInteraction:context:completion:	1797f2890519aaad9fcccb39417902c6bc3dde7cdf9e9961d1edb7bd997ca17f	reference/symbol-graphs/IntentsUI.symbols.json	0	1	0	swift.method	configure(with:context:completion:)	INUIHostedViewControlling.configure(with:context:completion:)	@MainActor optional func configure(with interaction: INInteraction, context: INUIHostedViewContext, completion: @escaping (CGSize) -> Void)
