precise	status	evidence	notes
c:@F@be_kevent	implemented	test:full/browserenginecore/tests/agent/BEKeventTests.swift#testBeKeventFailsClosed	Linux has no kqueue. Returns -1 / ENOSYS and does not write eventlist, including BE_KEVENT_NO_FLAGS.
c:@F@be_kevent64	implemented	test:full/browserenginecore/tests/agent/BEKeventTests.swift#testBeKevent64FailsClosed	Linux has no kqueue. Returns -1 / ENOSYS for BE_KEVENT_RETURN_IMMEDIATELY and does not write eventlist.
c:@M@BrowserEngineCore@objc(cs)BEAudioSession	implemented	test:full/browserenginecore/tests/agent/BEAudioSessionTests.swift#testBEAudioSessionIsNSObjectSubclass	Swift overlay class; NSObject subclass; identity Equatable from Foundation.NSObject.
c:@M@BrowserEngineCore@objc(cs)BEAudioSession(im)initWithAudioSession:	implemented	test:full/browserenginecore/tests/agent/BEAudioSessionTests.swift#testBEAudioSessionInitRetainsSession	Designated init retains the given AVAudioSession overlay by object identity. Does not activate audio.
c:@M@BrowserEngineCore@objc(cs)BEAudioSession(im)setPreferredOutput:error:	implemented	test:full/browserenginecore/tests/agent/BEAudioSessionTests.swift#testBEAudioSessionSetPreferredOutputFailsClosed	Always throws NSError domain BrowserEngineCore.linux.unavailable code 1. Does not store a preferred port.
c:@M@BrowserEngineCore@objc(cs)BEAudioSession(py)availableOutputs	implemented	test:full/browserenginecore/tests/agent/BEAudioSessionTests.swift#testBEAudioSessionAvailableOutputsEmpty	Swift overlay is a non-optional Array. Linux returns [] because there is no audio hardware.
c:@M@BrowserEngineCore@objc(cs)BEAudioSession(py)preferredOutput	implemented	test:full/browserenginecore/tests/agent/BEAudioSessionTests.swift#testBEAudioSessionPreferredOutputStartsNil	Nil when no preference has been set. Stays nil after a failed setPreferredOutput.
c:@macro@BE_JIT_WRITE_PROTECT_TAG	implemented	test:full/browserenginecore/tests/agent/BEConstantTests.swift#testBEJITWriteProtectTagLinuxOverlay	Linux ptrauth-less overlay is 0. Darwin arm64e PAC discriminator integer is unobserved.
c:@macro@BE_KEVENT_NO_FLAGS	implemented	test:full/browserenginecore/tests/agent/BEConstantTests.swift#testBEKeventNoFlagsValue	Apple BEkevent.h: 0x0.
c:@macro@BE_KEVENT_RETURN_IMMEDIATELY	implemented	test:full/browserenginecore/tests/agent/BEConstantTests.swift#testBEKeventReturnImmediatelyValue	Apple BEkevent.h: 0x1.
c:objc(cs)BEAudioSession	implemented	test:full/browserenginecore/tests/agent/BEAudioSessionTests.swift#testObjCBEAudioSessionOpenClassIdentity	ObjC import is open class BEAudioSession; same NSObject subclass as the Swift overlay.
c:objc(cs)BEAudioSession(im)initWithAudioSession:	implemented	test:full/browserenginecore/tests/agent/BEAudioSessionTests.swift#testObjCBEAudioSessionInitDistinctInstances	ObjC initWithAudioSession:; two inits produce distinct instances even for the same session object.
c:objc(cs)BEAudioSession(im)setPreferredOutput:error:	implemented	test:full/browserenginecore/tests/agent/BEAudioSessionTests.swift#testObjCSetPreferredOutputNilStillFailsClosed	ObjC setPreferredOutput:error:; nil (clear preference) still throws on Linux and does not invent Darwin clear-success.
c:objc(cs)BEAudioSession(py)availableOutputs	implemented	test:full/browserenginecore/tests/agent/BEAudioSessionTests.swift#testObjCAvailableOutputsIsEmptyArrayNotNil	ObjC header is nullable NSArray; Swift overlay is non-optional. Linux empty array is not nil and not a fabricated port.
c:objc(cs)BEAudioSession(py)preferredOutput	implemented	test:full/browserenginecore/tests/agent/BEAudioSessionTests.swift#testObjCPreferredOutputRemainsNilAcrossInstances	ObjC preferredOutput stays nil on a second wrapper around the same session object.
