precise	kind	title	path	declaration
c:@AXFeatureOverrideSessionErrorDomain	swift.var	AXFeatureOverrideSessionErrorDomain	AXFeatureOverrideSessionErrorDomain	let AXFeatureOverrideSessionErrorDomain: String
c:@AXMFiHearingDevicePairedUUIDsDidChangeNotification	swift.type.property	pairedUUIDsDidChangeNotification	AXMFiHearingDevice.pairedUUIDsDidChangeNotification	static let pairedUUIDsDidChangeNotification: NSNotification.Name
c:@AXMFiHearingDeviceStreamingEarDidChangeNotification	swift.type.property	streamingEarDidChangeNotification	AXMFiHearingDevice.streamingEarDidChangeNotification	static let streamingEarDidChangeNotification: NSNotification.Name
c:@AXPrefersActionSliderAlternativeDidChangeNotification	swift.type.property	prefersActionSliderAlternativeDidChangeNotification	AccessibilitySettings.prefersActionSliderAlternativeDidChangeNotification	static let prefersActionSliderAlternativeDidChangeNotification: NSNotification.Name
c:@AXPrefersNonBlinkingTextInsertionIndicatorDidChangeNotification	swift.type.property	prefersNonBlinkingTextInsertionIndicatorDidChangeNotification	AccessibilitySettings.prefersNonBlinkingTextInsertionIndicatorDidChangeNotification	static let prefersNonBlinkingTextInsertionIndicatorDidChangeNotification: NSNotification.Name
c:@AXShowBordersEnabledStatusDidChangeNotification	swift.type.property	showBordersEnabledStatusDidChangeNotification	AccessibilitySettings.showBordersEnabledStatusDidChangeNotification	static let showBordersEnabledStatusDidChangeNotification: NSNotification.Name
c:@AXTechnologyAutomation	swift.type.property	automation	AccessibilityTechnology.automation	static let automation: AccessibilityTechnology
c:@AXTechnologyFullKeyboardAccess	swift.type.property	fullKeyboardAccess	AccessibilityTechnology.fullKeyboardAccess	static let fullKeyboardAccess: AccessibilityTechnology
c:@AXTechnologyHoverText	swift.type.property	hoverText	AccessibilityTechnology.hoverText	static let hoverText: AccessibilityTechnology
c:@AXTechnologySpeakScreen	swift.type.property	speakScreen	AccessibilityTechnology.speakScreen	static let speakScreen: AccessibilityTechnology
c:@AXTechnologySwitchControl	swift.type.property	switchControl	AccessibilityTechnology.switchControl	static let switchControl: AccessibilityTechnology
c:@AXTechnologyVoiceControl	swift.type.property	voiceControl	AccessibilityTechnology.voiceControl	static let voiceControl: AccessibilityTechnology
c:@AXTechnologyVoiceOver	swift.type.property	voiceOver	AccessibilityTechnology.voiceOver	static let voiceOver: AccessibilityTechnology
c:@AXTechnologyZoom	swift.type.property	zoom	AccessibilityTechnology.zoom	static let zoom: AccessibilityTechnology
c:@E@AXChartDescriptorContentDirection	swift.enum	AXChartDescriptor.ContentDirection	AXChartDescriptor.ContentDirection	enum ContentDirection
c:@E@AXChartDescriptorContentDirection@AXChartContentDirectionBottomToTop	swift.enum.case	AXChartDescriptor.ContentDirection.bottomToTop	AXChartDescriptor.ContentDirection.bottomToTop	case bottomToTop
c:@E@AXChartDescriptorContentDirection@AXChartContentDirectionLeftToRight	swift.enum.case	AXChartDescriptor.ContentDirection.leftToRight	AXChartDescriptor.ContentDirection.leftToRight	case leftToRight
c:@E@AXChartDescriptorContentDirection@AXChartContentDirectionRadialClockwise	swift.enum.case	AXChartDescriptor.ContentDirection.radialClockwise	AXChartDescriptor.ContentDirection.radialClockwise	case radialClockwise
c:@E@AXChartDescriptorContentDirection@AXChartContentDirectionRadialCounterClockwise	swift.enum.case	AXChartDescriptor.ContentDirection.radialCounterClockwise	AXChartDescriptor.ContentDirection.radialCounterClockwise	case radialCounterClockwise
c:@E@AXChartDescriptorContentDirection@AXChartContentDirectionRightToLeft	swift.enum.case	AXChartDescriptor.ContentDirection.rightToLeft	AXChartDescriptor.ContentDirection.rightToLeft	case rightToLeft
c:@E@AXChartDescriptorContentDirection@AXChartContentDirectionTopToBottom	swift.enum.case	AXChartDescriptor.ContentDirection.topToBottom	AXChartDescriptor.ContentDirection.topToBottom	case topToBottom
c:@E@AXCustomContentImportance	swift.enum	AXCustomContent.Importance	AXCustomContent.Importance	enum Importance
c:@E@AXCustomContentImportance@AXCustomContentImportanceDefault	swift.enum.case	AXCustomContent.Importance.default	AXCustomContent.Importance.default	case `default`
c:@E@AXCustomContentImportance@AXCustomContentImportanceHigh	swift.enum.case	AXCustomContent.Importance.high	AXCustomContent.Importance.high	case high
c:@E@AXFeatureOverrideSessionError	swift.enum	AXFeatureOverrideSessionError.Code	AXFeatureOverrideSessionError.Code	enum Code
c:@E@AXFeatureOverrideSessionError@AXFeatureOverrideSessionErrorAppNotEntitled	swift.enum.case	AXFeatureOverrideSessionError.Code.appNotEntitled	AXFeatureOverrideSessionError.Code.appNotEntitled	case appNotEntitled
c:@E@AXFeatureOverrideSessionError@AXFeatureOverrideSessionErrorOverrideIsAlreadyActive	swift.enum.case	AXFeatureOverrideSessionError.Code.overrideIsAlreadyActive	AXFeatureOverrideSessionError.Code.overrideIsAlreadyActive	case overrideIsAlreadyActive
c:@E@AXFeatureOverrideSessionError@AXFeatureOverrideSessionErrorOverrideNotFoundForUUID	swift.enum.case	AXFeatureOverrideSessionError.Code.overrideNotFoundForUUID	AXFeatureOverrideSessionError.Code.overrideNotFoundForUUID	case overrideNotFoundForUUID
c:@E@AXFeatureOverrideSessionError@AXFeatureOverrideSessionErrorUndefined	swift.enum.case	AXFeatureOverrideSessionError.Code.undefined	AXFeatureOverrideSessionError.Code.undefined	case undefined
c:@E@AXFeatureOverrideSessionOptions	swift.struct	AXFeatureOverrideSession.Options	AXFeatureOverrideSession.Options	struct Options
c:@E@AXFeatureOverrideSessionOptions@AXFeatureOverrideSessionOptionsGrayscale	swift.type.property	grayscale	AXFeatureOverrideSession.Options.grayscale	static var grayscale: AXFeatureOverrideSession.Options { get }
c:@E@AXFeatureOverrideSessionOptions@AXFeatureOverrideSessionOptionsInvertColors	swift.type.property	invertColors	AXFeatureOverrideSession.Options.invertColors	static var invertColors: AXFeatureOverrideSession.Options { get }
c:@E@AXFeatureOverrideSessionOptions@AXFeatureOverrideSessionOptionsVoiceControl	swift.type.property	voiceControl	AXFeatureOverrideSession.Options.voiceControl	static var voiceControl: AXFeatureOverrideSession.Options { get }
c:@E@AXFeatureOverrideSessionOptions@AXFeatureOverrideSessionOptionsVoiceOver	swift.type.property	voiceOver	AXFeatureOverrideSession.Options.voiceOver	static var voiceOver: AXFeatureOverrideSession.Options { get }
c:@E@AXFeatureOverrideSessionOptions@AXFeatureOverrideSessionOptionsZoom	swift.type.property	zoom	AXFeatureOverrideSession.Options.zoom	static var zoom: AXFeatureOverrideSession.Options { get }
c:@E@AXHearingDeviceEar	swift.struct	AXMFiHearingDevice.Ear	AXMFiHearingDevice.Ear	struct Ear
c:@E@AXHearingDeviceEar@AXHearingDeviceEarBoth	swift.type.property	both	AXMFiHearingDevice.Ear.both	static var both: AXMFiHearingDevice.Ear { get }
c:@E@AXHearingDeviceEar@AXHearingDeviceEarLeft	swift.type.property	left	AXMFiHearingDevice.Ear.left	static var left: AXMFiHearingDevice.Ear { get }
c:@E@AXHearingDeviceEar@AXHearingDeviceEarRight	swift.type.property	right	AXMFiHearingDevice.Ear.right	static var right: AXMFiHearingDevice.Ear { get }
c:@E@AXNumericDataAxisDescriptorScale	swift.enum	AXNumericDataAxisDescriptor.ScaleType	AXNumericDataAxisDescriptor.ScaleType	enum ScaleType
c:@E@AXNumericDataAxisDescriptorScale@AXScaleTypeLinear	swift.enum.case	AXNumericDataAxisDescriptor.ScaleType.linear	AXNumericDataAxisDescriptor.ScaleType.linear	case linear
c:@E@AXNumericDataAxisDescriptorScale@AXScaleTypeLn	swift.enum.case	AXNumericDataAxisDescriptor.ScaleType.ln	AXNumericDataAxisDescriptor.ScaleType.ln	case ln
c:@E@AXNumericDataAxisDescriptorScale@AXScaleTypeLog10	swift.enum.case	AXNumericDataAxisDescriptor.ScaleType.log10	AXNumericDataAxisDescriptor.ScaleType.log10	case log10
c:@E@AXSettingsFeature	swift.enum	AccessibilitySettings.Feature	AccessibilitySettings.Feature	enum Feature
c:@E@AXSettingsFeature@AXSettingsFeatureAllowAppsToAddAudioToCalls	swift.enum.case	AccessibilitySettings.Feature.allowAppsToAddAudioToCalls	AccessibilitySettings.Feature.allowAppsToAddAudioToCalls	case allowAppsToAddAudioToCalls
c:@E@AXSettingsFeature@AXSettingsFeatureAssistiveTouch	swift.enum.case	AccessibilitySettings.Feature.assistiveTouch	AccessibilitySettings.Feature.assistiveTouch	case assistiveTouch
c:@E@AXSettingsFeature@AXSettingsFeatureAssistiveTouchDevices	swift.enum.case	AccessibilitySettings.Feature.assistiveTouchDevices	AccessibilitySettings.Feature.assistiveTouchDevices	case assistiveTouchDevices
c:@E@AXSettingsFeature@AXSettingsFeatureDwellControl	swift.enum.case	AccessibilitySettings.Feature.dwellControl	AccessibilitySettings.Feature.dwellControl	case dwellControl
c:@E@AXSettingsFeature@AXSettingsFeaturePersonalVoiceAllowAppsToRequestToUse	swift.enum.case	AccessibilitySettings.Feature.personalVoiceAllowAppsToRequestToUse	AccessibilitySettings.Feature.personalVoiceAllowAppsToRequestToUse	case personalVoiceAllowAppsToRequestToUse
c:@F@AXAssistiveAccessEnabled	swift.type.property	isAssistiveAccessEnabled	AccessibilitySettings.isAssistiveAccessEnabled	static var isAssistiveAccessEnabled: Bool { get }
c:@F@AXMFiHearingDevicePairedUUIDs	swift.type.method	pairedDeviceIdentifiers()	AXMFiHearingDevice.pairedDeviceIdentifiers()	static func pairedDeviceIdentifiers() -> [UUID]
c:@F@AXMFiHearingDeviceStreamingEar	swift.type.method	streamingEar()	AXMFiHearingDevice.streamingEar()	static func streamingEar() -> AXMFiHearingDevice.Ear
c:@F@AXNameFromColor	swift.func	AXNameFromColor(_:)	AXNameFromColor(_:)	func AXNameFromColor(_ color: CGColor) -> String
c:@F@AXSupportsBidirectionalAXMFiHearingDeviceStreaming	swift.type.method	supportsBidirectionalStreaming()	AXMFiHearingDevice.supportsBidirectionalStreaming()	static func supportsBidirectionalStreaming() -> Bool
c:@S@AXMFiHearingDevice	swift.struct	AXMFiHearingDevice	AXMFiHearingDevice	struct AXMFiHearingDevice
c:@S@AccessibilitySettings	swift.struct	AccessibilitySettings	AccessibilitySettings	struct AccessibilitySettings
c:@T@AXCustomContentReturnBlock	swift.typealias	AXCustomContentReturnBlock	AXCustomContentReturnBlock	typealias AXCustomContentReturnBlock = () -> [AXCustomContent]?
c:@T@AXTechnology	swift.struct	AccessibilityTechnology	AccessibilityTechnology	struct AccessibilityTechnology
c:objc(cs)AXBrailleMap	swift.class	AXBrailleMap	AXBrailleMap	class AXBrailleMap
c:objc(cs)AXBrailleMap(im)heightAtPoint:	swift.method	height(at:)	AXBrailleMap.height(at:)	func height(at point: CGPoint) -> Float
c:objc(cs)AXBrailleMap(im)presentImage:	swift.method	present(_:)	AXBrailleMap.present(_:)	func present(_ image: CGImage)
c:objc(cs)AXBrailleMap(im)setHeight:atPoint:	swift.method	setHeight(_:at:)	AXBrailleMap.setHeight(_:at:)	func setHeight(_ status: Float, at point: CGPoint)
c:objc(cs)AXBrailleMap(py)dimensions	swift.property	dimensions	AXBrailleMap.dimensions	var dimensions: CGSize { get }
c:objc(cs)AXBrailleTable	swift.class	AXBrailleTable	AXBrailleTable	class AXBrailleTable
c:objc(cs)AXBrailleTable(cm)defaultTableForLocale:	swift.type.method	defaultTable(for:)	AXBrailleTable.defaultTable(for:)	class func defaultTable(for locale: Locale) -> AXBrailleTable?
c:objc(cs)AXBrailleTable(cm)languageAgnosticTables	swift.type.method	languageAgnosticTables()	AXBrailleTable.languageAgnosticTables()	class func languageAgnosticTables() -> Set<AXBrailleTable>
c:objc(cs)AXBrailleTable(cm)supportedLocales	swift.type.method	supportedLocales()	AXBrailleTable.supportedLocales()	class func supportedLocales() -> Set<Locale>
c:objc(cs)AXBrailleTable(cm)tablesForLocale:	swift.type.method	tables(for:)	AXBrailleTable.tables(for:)	class func tables(for locale: Locale) -> Set<AXBrailleTable>
c:objc(cs)AXBrailleTable(im)initWithIdentifier:	swift.init	init(identifier:)	AXBrailleTable.init(identifier:)	init?(identifier: String)
c:objc(cs)AXBrailleTable(py)identifier	swift.property	identifier	AXBrailleTable.identifier	var identifier: String { get }
c:objc(cs)AXBrailleTable(py)isEightDot	swift.property	isEightDot	AXBrailleTable.isEightDot	var isEightDot: Bool { get }
c:objc(cs)AXBrailleTable(py)locales	swift.property	locales	AXBrailleTable.locales	var locales: Set<Locale> { get }
c:objc(cs)AXBrailleTable(py)localizedName	swift.property	localizedName	AXBrailleTable.localizedName	var localizedName: String { get }
c:objc(cs)AXBrailleTable(py)localizedProviderName	swift.property	localizedProviderName	AXBrailleTable.localizedProviderName	var localizedProviderName: String { get }
c:objc(cs)AXBrailleTable(py)providerIdentifier	swift.property	providerIdentifier	AXBrailleTable.providerIdentifier	var providerIdentifier: String { get }
