precise	kind	title	path	declaration
c:@T@SWCollaborationIdentifier	swift.struct	SWCollaborationIdentifier	SWCollaborationIdentifier	struct SWCollaborationIdentifier
c:@T@SWLocalCollaborationIdentifier	swift.struct	SWLocalCollaborationIdentifier	SWLocalCollaborationIdentifier	struct SWLocalCollaborationIdentifier
c:@UTCollaborationOptionsTypeIdentifier	swift.var	UTCollaborationOptionsTypeIdentifier	UTCollaborationOptionsTypeIdentifier	let UTCollaborationOptionsTypeIdentifier: String
c:objc(cs)SWAction	swift.class	SWAction	SWAction	class SWAction
c:objc(cs)SWAction(im)fail	swift.method	fail()	SWAction.fail()	func fail()
c:objc(cs)SWAction(im)fulfill	swift.method	fulfill()	SWAction.fulfill()	func fulfill()
c:objc(cs)SWAction(py)complete	swift.property	isComplete	SWAction.isComplete	var isComplete: Bool { get }
c:objc(cs)SWAction(py)uuid	swift.property	uuid	SWAction.uuid	var uuid: UUID { get }
c:objc(cs)SWCollaborationCoordinator	swift.class	SWCollaborationCoordinator	SWCollaborationCoordinator	class SWCollaborationCoordinator
c:objc(cs)SWCollaborationCoordinator(cpy)sharedCoordinator	swift.type.property	shared	SWCollaborationCoordinator.shared	class var shared: SWCollaborationCoordinator { get }
c:objc(cs)SWCollaborationCoordinator(py)actionHandler	swift.property	actionHandler	SWCollaborationCoordinator.actionHandler	weak var actionHandler: (any SWCollaborationActionHandler)? { get set }
c:objc(cs)SWCollaborationMetadata	swift.class	SWCollaborationMetadata	SWCollaborationMetadata	class SWCollaborationMetadata
c:objc(cs)SWCollaborationMetadata(im)initWithCollaborationIdentifier:	swift.init	init(collaborationIdentifier:)	SWCollaborationMetadata.init(collaborationIdentifier:)	init(collaborationIdentifier: SWCollaborationIdentifier)
c:objc(cs)SWCollaborationMetadata(im)initWithLocalIdentifier:	swift.init	init(localIdentifier:)	SWCollaborationMetadata.init(localIdentifier:)	init(localIdentifier: SWLocalCollaborationIdentifier)
c:objc(cs)SWCollaborationMetadata(py)collaborationIdentifier	swift.property	collaborationIdentifier	SWCollaborationMetadata.collaborationIdentifier	var collaborationIdentifier: SWCollaborationIdentifier { get }
c:objc(cs)SWCollaborationMetadata(py)defaultShareOptions	swift.property	defaultShareOptions	SWCollaborationMetadata.defaultShareOptions	@NSCopying var defaultShareOptions: SWCollaborationShareOptions? { get set }
c:objc(cs)SWCollaborationMetadata(py)initiatorHandle	swift.property	initiatorHandle	SWCollaborationMetadata.initiatorHandle	var initiatorHandle: String? { get set }
c:objc(cs)SWCollaborationMetadata(py)initiatorNameComponents	swift.property	initiatorNameComponents	SWCollaborationMetadata.initiatorNameComponents	var initiatorNameComponents: PersonNameComponents? { get set }
c:objc(cs)SWCollaborationMetadata(py)localIdentifier	swift.property	localIdentifier	SWCollaborationMetadata.localIdentifier	var localIdentifier: SWLocalCollaborationIdentifier { get }
c:objc(cs)SWCollaborationMetadata(py)title	swift.property	title	SWCollaborationMetadata.title	var title: String? { get set }
c:objc(cs)SWCollaborationMetadata(py)userSelectedShareOptions	swift.property	userSelectedShareOptions	SWCollaborationMetadata.userSelectedShareOptions	@NSCopying var userSelectedShareOptions: SWCollaborationShareOptions? { get set }
c:objc(cs)SWCollaborationOption	swift.class	SWCollaborationOption	SWCollaborationOption	class SWCollaborationOption
c:objc(cs)SWCollaborationOption(cm)optionWithTitle:identifier:	swift.init	init(title:identifier:)	SWCollaborationOption.init(title:identifier:)	init(title: String, identifier: String)
c:objc(cs)SWCollaborationOption(py)identifier	swift.property	identifier	SWCollaborationOption.identifier	var identifier: String { get }
c:objc(cs)SWCollaborationOption(py)requiredOptionsIdentifiers	swift.property	requiredOptionsIdentifiers	SWCollaborationOption.requiredOptionsIdentifiers	var requiredOptionsIdentifiers: [String] { get set }
c:objc(cs)SWCollaborationOption(py)selected	swift.property	isSelected	SWCollaborationOption.isSelected	var isSelected: Bool { get set }
c:objc(cs)SWCollaborationOption(py)subtitle	swift.property	subtitle	SWCollaborationOption.subtitle	var subtitle: String { get set }
c:objc(cs)SWCollaborationOption(py)title	swift.property	title	SWCollaborationOption.title	var title: String { get set }
c:objc(cs)SWCollaborationOptionsGroup	swift.class	SWCollaborationOptionsGroup	SWCollaborationOptionsGroup	class SWCollaborationOptionsGroup
c:objc(cs)SWCollaborationOptionsGroup(im)initWithIdentifier:options:	swift.init	init(identifier:options:)	SWCollaborationOptionsGroup.init(identifier:options:)	init(identifier: String, options: [SWCollaborationOption])
c:objc(cs)SWCollaborationOptionsGroup(py)footer	swift.property	footer	SWCollaborationOptionsGroup.footer	var footer: String { get set }
c:objc(cs)SWCollaborationOptionsGroup(py)identifier	swift.property	identifier	SWCollaborationOptionsGroup.identifier	var identifier: String { get }
c:objc(cs)SWCollaborationOptionsGroup(py)options	swift.property	options	SWCollaborationOptionsGroup.options	var options: [SWCollaborationOption] { get set }
c:objc(cs)SWCollaborationOptionsGroup(py)title	swift.property	title	SWCollaborationOptionsGroup.title	var title: String { get set }
c:objc(cs)SWCollaborationOptionsPickerGroup	swift.class	SWCollaborationOptionsPickerGroup	SWCollaborationOptionsPickerGroup	class SWCollaborationOptionsPickerGroup
c:objc(cs)SWCollaborationOptionsPickerGroup(py)selectedOptionIdentifier	swift.property	selectedOptionIdentifier	SWCollaborationOptionsPickerGroup.selectedOptionIdentifier	var selectedOptionIdentifier: String { get set }
c:objc(cs)SWCollaborationShareOptions	swift.class	SWCollaborationShareOptions	SWCollaborationShareOptions	class SWCollaborationShareOptions
c:objc(cs)SWCollaborationShareOptions(im)initWithCoder:	swift.init	init(coder:)	SWCollaborationShareOptions.init(coder:)	init(coder: NSCoder)
c:objc(cs)SWCollaborationShareOptions(im)initWithOptionsGroups:	swift.init	init(optionsGroups:)	SWCollaborationShareOptions.init(optionsGroups:)	convenience init(optionsGroups: [SWCollaborationOptionsGroup])
c:objc(cs)SWCollaborationShareOptions(im)initWithOptionsGroups:summary:	swift.init	init(optionsGroups:summary:)	SWCollaborationShareOptions.init(optionsGroups:summary:)	init(optionsGroups: [SWCollaborationOptionsGroup], summary: String)
c:objc(cs)SWCollaborationShareOptions(py)optionsGroups	swift.property	optionsGroups	SWCollaborationShareOptions.optionsGroups	var optionsGroups: [SWCollaborationOptionsGroup] { get set }
c:objc(cs)SWCollaborationShareOptions(py)summary	swift.property	summary	SWCollaborationShareOptions.summary	var summary: String { get set }
c:objc(cs)SWPerson	swift.class	SWPerson	SWPerson	class SWPerson
