precise	kind	title	path	declaration
c:@E@PHAccessLevel	swift.enum	PHAccessLevel	PHAccessLevel	enum PHAccessLevel
c:@E@PHAccessLevel@PHAccessLevelAddOnly	swift.enum.case	PHAccessLevel.addOnly	PHAccessLevel.addOnly	case addOnly
c:@E@PHAccessLevel@PHAccessLevelReadWrite	swift.enum.case	PHAccessLevel.readWrite	PHAccessLevel.readWrite	case readWrite
c:@E@PHAssetBurstSelectionType	swift.struct	PHAssetBurstSelectionType	PHAssetBurstSelectionType	struct PHAssetBurstSelectionType
c:@E@PHAssetBurstSelectionType@PHAssetBurstSelectionTypeAutoPick	swift.type.property	autoPick	PHAssetBurstSelectionType.autoPick	static var autoPick: PHAssetBurstSelectionType { get }
c:@E@PHAssetBurstSelectionType@PHAssetBurstSelectionTypeUserPick	swift.type.property	userPick	PHAssetBurstSelectionType.userPick	static var userPick: PHAssetBurstSelectionType { get }
c:@E@PHAssetCollectionSubtype	swift.enum	PHAssetCollectionSubtype	PHAssetCollectionSubtype	enum PHAssetCollectionSubtype
c:@E@PHAssetCollectionSubtype@PHAssetCollectionSubtypeAlbumCloudShared	swift.enum.case	PHAssetCollectionSubtype.albumCloudShared	PHAssetCollectionSubtype.albumCloudShared	case albumCloudShared
c:@E@PHAssetCollectionSubtype@PHAssetCollectionSubtypeAlbumImported	swift.enum.case	PHAssetCollectionSubtype.albumImported	PHAssetCollectionSubtype.albumImported	case albumImported
c:@E@PHAssetCollectionSubtype@PHAssetCollectionSubtypeAlbumMyPhotoStream	swift.enum.case	PHAssetCollectionSubtype.albumMyPhotoStream	PHAssetCollectionSubtype.albumMyPhotoStream	case albumMyPhotoStream
c:@E@PHAssetCollectionSubtype@PHAssetCollectionSubtypeAlbumRegular	swift.enum.case	PHAssetCollectionSubtype.albumRegular	PHAssetCollectionSubtype.albumRegular	case albumRegular
c:@E@PHAssetCollectionSubtype@PHAssetCollectionSubtypeAlbumSyncedAlbum	swift.enum.case	PHAssetCollectionSubtype.albumSyncedAlbum	PHAssetCollectionSubtype.albumSyncedAlbum	case albumSyncedAlbum
c:@E@PHAssetCollectionSubtype@PHAssetCollectionSubtypeAlbumSyncedEvent	swift.enum.case	PHAssetCollectionSubtype.albumSyncedEvent	PHAssetCollectionSubtype.albumSyncedEvent	case albumSyncedEvent
c:@E@PHAssetCollectionSubtype@PHAssetCollectionSubtypeAlbumSyncedFaces	swift.enum.case	PHAssetCollectionSubtype.albumSyncedFaces	PHAssetCollectionSubtype.albumSyncedFaces	case albumSyncedFaces
c:@E@PHAssetCollectionSubtype@PHAssetCollectionSubtypeAny	swift.enum.case	PHAssetCollectionSubtype.any	PHAssetCollectionSubtype.any	case any
c:@E@PHAssetCollectionSubtype@PHAssetCollectionSubtypeSmartAlbumAllHidden	swift.enum.case	PHAssetCollectionSubtype.smartAlbumAllHidden	PHAssetCollectionSubtype.smartAlbumAllHidden	case smartAlbumAllHidden
c:@E@PHAssetCollectionSubtype@PHAssetCollectionSubtypeSmartAlbumAnimated	swift.enum.case	PHAssetCollectionSubtype.smartAlbumAnimated	PHAssetCollectionSubtype.smartAlbumAnimated	case smartAlbumAnimated
c:@E@PHAssetCollectionSubtype@PHAssetCollectionSubtypeSmartAlbumBursts	swift.enum.case	PHAssetCollectionSubtype.smartAlbumBursts	PHAssetCollectionSubtype.smartAlbumBursts	case smartAlbumBursts
c:@E@PHAssetCollectionSubtype@PHAssetCollectionSubtypeSmartAlbumCinematic	swift.enum.case	PHAssetCollectionSubtype.smartAlbumCinematic	PHAssetCollectionSubtype.smartAlbumCinematic	case smartAlbumCinematic
