precise	payloadSHA256	graphPath	ownershipTier	occurrenceCount	canonicalSelection	kind	title	symbolPath	declaration
c:objc(cs)PHAssetResourceManager(im)writeDataForAssetResource:toFile:options:completionHandler:	ff17d7ce25a21397608f067cc8d316003bcc45d737e2a5029900cc62d929192e	reference/symbol-graphs/Photos.symbols.json	0	1	1	swift.method	writeData(for:toFile:options:)	PHAssetResourceManager.writeData(for:toFile:options:)	func writeData(for resource: PHAssetResource, toFile fileURL: URL, options: PHAssetResourceRequestOptions?) async throws
c:objc(cs)PHAssetResourceManager(im)writeDataForAssetResource:toFile:options:completionHandler:	8e1400075f3e1cec529967798de93836307236423ef8ff5e784a9ad53e33a1e5	reference/symbol-graphs/Photos.symbols.json	0	1	0	swift.method	writeData(for:toFile:options:completionHandler:)	PHAssetResourceManager.writeData(for:toFile:options:completionHandler:)	func writeData(for resource: PHAssetResource, toFile fileURL: URL, options: PHAssetResourceRequestOptions?, completionHandler: @escaping ((any Error)?) -> Void)
c:objc(cs)PHLivePhotoEditingContext(im)prepareLivePhotoForPlaybackWithTargetSize:options:completionHandler:	1950084193cc185b1051e024a9285e68f75f1829ac914a0713f6ee5a77b4351f	reference/symbol-graphs/Photos.symbols.json	0	1	1	swift.method	livePhotoForPlayback(targetSize:options:)	PHLivePhotoEditingContext.livePhotoForPlayback(targetSize:options:)	func livePhotoForPlayback(targetSize: CGSize, options: [String : Any]? = nil) async throws -> PHLivePhoto
c:objc(cs)PHLivePhotoEditingContext(im)prepareLivePhotoForPlaybackWithTargetSize:options:completionHandler:	4683e994e733c0e38e39f9020030f1cea048b43a4d2b77a682cb41e91fd31f99	reference/symbol-graphs/Photos.symbols.json	0	1	0	swift.method	prepareLivePhotoForPlayback(withTargetSize:options:completionHandler:)	PHLivePhotoEditingContext.prepareLivePhotoForPlayback(withTargetSize:options:completionHandler:)	func prepareLivePhotoForPlayback(withTargetSize targetSize: CGSize, options: [String : Any]? = nil, completionHandler handler: @escaping (PHLivePhoto?, (any Error)?) -> Void)
c:objc(cs)PHLivePhotoEditingContext(im)saveLivePhotoToOutput:options:completionHandler:	a1ff523dd5cbe3f8589b495626f06a508f0c3bc1e5d6ae606d329cc927eeed43	reference/symbol-graphs/Photos.symbols.json	0	1	1	swift.method	saveLivePhoto(to:options:)	PHLivePhotoEditingContext.saveLivePhoto(to:options:)	func saveLivePhoto(to output: PHContentEditingOutput, options: [String : Any]? = nil) async throws
c:objc(cs)PHLivePhotoEditingContext(im)saveLivePhotoToOutput:options:completionHandler:	8809bde559cd642805a6df24eeb01d872bc15576043faa3d43809e4443623d71	reference/symbol-graphs/Photos.symbols.json	0	1	0	swift.method	saveLivePhoto(to:options:completionHandler:)	PHLivePhotoEditingContext.saveLivePhoto(to:options:completionHandler:)	func saveLivePhoto(to output: PHContentEditingOutput, options: [String : Any]? = nil, completionHandler handler: @escaping (Bool, (any Error)?) -> Void)
c:objc(cs)PHPhotoLibrary(cm)requestAuthorizationForAccessLevel:handler:	8805b9f0eb93b8c1de33ca312db61dd45a0882943970480106c463ea87a47acc	reference/symbol-graphs/Photos.symbols.json	0	1	1	swift.type.method	requestAuthorization(for:)	PHPhotoLibrary.requestAuthorization(for:)	class func requestAuthorization(for accessLevel: PHAccessLevel) async -> PHAuthorizationStatus
c:objc(cs)PHPhotoLibrary(cm)requestAuthorizationForAccessLevel:handler:	f937af646c45137319631c02de8f16008d20fd41a0624fb7dff51d96b26f0c6a	reference/symbol-graphs/Photos.symbols.json	0	1	0	swift.type.method	requestAuthorization(for:handler:)	PHPhotoLibrary.requestAuthorization(for:handler:)	class func requestAuthorization(for accessLevel: PHAccessLevel, handler: @escaping (PHAuthorizationStatus) -> Void)
c:objc(cs)PHPhotoLibrary(im)performChanges:completionHandler:	0bda530650ac41674aee8fb26f490ec3eca475129d4d4bc9e78e0226e44aca1c	reference/symbol-graphs/Photos.symbols.json	0	1	1	swift.method	performChanges(_:)	PHPhotoLibrary.performChanges(_:)	func performChanges(_ changeBlock: @escaping () -> Void) async throws
c:objc(cs)PHPhotoLibrary(im)performChanges:completionHandler:	dd863bc619ecf40af4b1740050d93598a7d94e14e4466ca18883c7e77fcd297b	reference/symbol-graphs/Photos.symbols.json	0	1	0	swift.method	performChanges(_:completionHandler:)	PHPhotoLibrary.performChanges(_:completionHandler:)	func performChanges(_ changeBlock: @escaping () -> Void, completionHandler: ((Bool, (any Error)?) -> Void)? = nil)
s:SQsE2neoiySbx_xtFZ::SYNTHESIZED::c:@E@PHPhotosError	50413b96e50f3530067c974e016bce39fd3d0e551bede26497600a89c68dabf7	reference/symbol-graphs/Photos.symbols.json	0	1	1	swift.func.op	!=(_:_:)	PHPhotosError.!=(_:_:)	static func != (lhs: Self, rhs: Self) -> Bool
s:SQsE2neoiySbx_xtFZ::SYNTHESIZED::c:@E@PHPhotosError	bfef1203e1e3160503f86dfd79a08f010443487609b7508df99fb66803f17d04	reference/symbol-graphs/Photos.symbols.json	0	1	0	swift.func.op	!=(_:_:)	PHPhotosError.Code.!=(_:_:)	static func != (lhs: Self, rhs: Self) -> Bool
