precise	status	evidence	notes
c:@T@MSPresentationAnchor	implemented	test:full/mediasetup/tests/agent/MSPresentationAnchorTests.swift#testPresentationAnchorTypealias	Darwin alias is UIWindow; isolated host overlays NSObject because UIKit is not importable.
c:objc(cs)MSServiceAccount	implemented	test:full/mediasetup/tests/agent/MSServiceAccountTests.swift#testServiceAccountIsNSObjectSubclass	NSObject subclass; identity Equatable from Foundation.NSObject.
c:objc(cs)MSServiceAccount(im)initWithServiceName:accountName:	implemented	test:full/mediasetup/tests/agent/MSServiceAccountTests.swift#testServiceAccountInitStoresNames	Stores both names; optional OAuth fields start nil.
c:objc(cs)MSServiceAccount(py)accountName	implemented	test:full/mediasetup/tests/agent/MSServiceAccountTests.swift#testServiceAccountAccountNameReadonly	Readonly; value is the designated-init argument.
c:objc(cs)MSServiceAccount(py)authorizationScope	implemented	test:full/mediasetup/tests/agent/MSServiceAccountTests.swift#testServiceAccountAuthorizationScopeRoundTrip	Optional String get/set; nil default.
c:objc(cs)MSServiceAccount(py)authorizationTokenURL	implemented	test:full/mediasetup/tests/agent/MSServiceAccountTests.swift#testServiceAccountAuthorizationTokenURLRoundTrip	Optional URL get/set; stored by value.
c:objc(cs)MSServiceAccount(py)clientID	implemented	test:full/mediasetup/tests/agent/MSServiceAccountTests.swift#testServiceAccountClientIDRoundTrip	Optional String get/set; empty string is distinct from nil.
c:objc(cs)MSServiceAccount(py)clientSecret	implemented	test:full/mediasetup/tests/agent/MSServiceAccountTests.swift#testServiceAccountClientSecretRoundTrip	Optional String get/set; nil default.
c:objc(cs)MSServiceAccount(py)configurationURL	implemented	test:full/mediasetup/tests/agent/MSServiceAccountTests.swift#testServiceAccountConfigurationURLRoundTrip	Optional URL get/set; later mutation of a local copy does not change the stored value.
c:objc(cs)MSServiceAccount(py)serviceName	implemented	test:full/mediasetup/tests/agent/MSServiceAccountTests.swift#testServiceAccountServiceNameReadonly	Readonly; whitespace in the init argument is preserved.
c:objc(cs)MSSetupSession	implemented	test:full/mediasetup/tests/agent/MSSetupSessionTests.swift#testSetupSessionIsNSObjectSubclass	NSObject subclass; identity Equatable from Foundation.NSObject.
c:objc(cs)MSSetupSession(im)initWithServiceAccount:	implemented	test:full/mediasetup/tests/agent/MSSetupSessionTests.swift#testSetupSessionInitRetainsAccount	Strong-retains the given MSServiceAccount; presentationContext starts nil.
c:objc(cs)MSSetupSession(im)startWithError:	implemented	test:full/mediasetup/tests/agent/MSSetupSessionTests.swift#testSetupSessionStartFailsClosed	Always throws NSError domain MediaSetup.linux.unavailable code 1, with or without a presentation context.
c:objc(cs)MSSetupSession(py)account	implemented	test:full/mediasetup/tests/agent/MSSetupSessionTests.swift#testSetupSessionAccountIdentity	Returns the same instance passed to init; mutations are visible through the session.
c:objc(cs)MSSetupSession(py)presentationContext	implemented	test:full/mediasetup/tests/agent/MSSetupSessionTests.swift#testSetupSessionPresentationContextWeak	Weak; releasing the only strong owner clears the property. Assignment does not present UI.
c:objc(pl)MSAuthenticationPresentationContext	implemented	test:full/mediasetup/tests/agent/MSAuthenticationPresentationContextTests.swift#testAuthenticationPresentationContextConformance	NSObjectProtocol; existential stores the conforming NSObject identity.
c:objc(pl)MSAuthenticationPresentationContext(im)presentationAnchor	implemented	test:full/mediasetup/tests/agent/MSAuthenticationPresentationContextTests.swift#testPresentationAnchorReturnsOptionalWindow	Method returns the stored optional anchor; nil is distinct from a present NSObject overlay.
