precise	kind	title	path	declaration
c:@CKAccountChangedNotification	swift.type.property	CKAccountChanged	NSNotification.Name.CKAccountChanged	static let CKAccountChanged: NSNotification.Name
c:@CKCurrentUserDefaultName	swift.var	CKCurrentUserDefaultName	CKCurrentUserDefaultName	let CKCurrentUserDefaultName: String
c:@CKErrorDomain	swift.var	CKErrorDomain	CKErrorDomain	let CKErrorDomain: String
c:@CKErrorRetryAfterKey	swift.var	CKErrorRetryAfterKey	CKErrorRetryAfterKey	let CKErrorRetryAfterKey: String
c:@CKErrorUserDidResetEncryptedDataKey	swift.var	CKErrorUserDidResetEncryptedDataKey	CKErrorUserDidResetEncryptedDataKey	let CKErrorUserDidResetEncryptedDataKey: String
c:@CKOwnerDefaultName	swift.var	CKOwnerDefaultName	CKOwnerDefaultName	let CKOwnerDefaultName: String
c:@CKPartialErrorsByItemIDKey	swift.var	CKPartialErrorsByItemIDKey	CKPartialErrorsByItemIDKey	let CKPartialErrorsByItemIDKey: String
c:@CKQueryOperationMaximumResults	swift.type.property	maximumResults	CKQueryOperation.maximumResults	class let maximumResults: Int
c:@CKRecordChangedErrorAncestorRecordKey	swift.var	CKRecordChangedErrorAncestorRecordKey	CKRecordChangedErrorAncestorRecordKey	let CKRecordChangedErrorAncestorRecordKey: String
c:@CKRecordChangedErrorClientRecordKey	swift.var	CKRecordChangedErrorClientRecordKey	CKRecordChangedErrorClientRecordKey	let CKRecordChangedErrorClientRecordKey: String
c:@CKRecordChangedErrorServerRecordKey	swift.var	CKRecordChangedErrorServerRecordKey	CKRecordChangedErrorServerRecordKey	let CKRecordChangedErrorServerRecordKey: String
c:@CKRecordNameZoneWideShare	swift.var	CKRecordNameZoneWideShare	CKRecordNameZoneWideShare	let CKRecordNameZoneWideShare: String
c:@E@CKAccountStatus	swift.enum	CKAccountStatus	CKAccountStatus	enum CKAccountStatus
c:@E@CKAccountStatus@CKAccountStatusAvailable	swift.enum.case	CKAccountStatus.available	CKAccountStatus.available	case available
c:@E@CKAccountStatus@CKAccountStatusCouldNotDetermine	swift.enum.case	CKAccountStatus.couldNotDetermine	CKAccountStatus.couldNotDetermine	case couldNotDetermine
c:@E@CKAccountStatus@CKAccountStatusNoAccount	swift.enum.case	CKAccountStatus.noAccount	CKAccountStatus.noAccount	case noAccount
c:@E@CKAccountStatus@CKAccountStatusRestricted	swift.enum.case	CKAccountStatus.restricted	CKAccountStatus.restricted	case restricted
c:@E@CKAccountStatus@CKAccountStatusTemporarilyUnavailable	swift.enum.case	CKAccountStatus.temporarilyUnavailable	CKAccountStatus.temporarilyUnavailable	case temporarilyUnavailable
c:@E@CKApplicationPermissionStatus	swift.enum	CKContainer.ApplicationPermissionStatus	CKContainer.ApplicationPermissionStatus	enum ApplicationPermissionStatus
c:@E@CKApplicationPermissionStatus@CKApplicationPermissionStatusCouldNotComplete	swift.enum.case	CKContainer.ApplicationPermissionStatus.couldNotComplete	CKContainer.ApplicationPermissionStatus.couldNotComplete	case couldNotComplete
c:@E@CKApplicationPermissionStatus@CKApplicationPermissionStatusDenied	swift.enum.case	CKContainer.ApplicationPermissionStatus.denied	CKContainer.ApplicationPermissionStatus.denied	case denied
c:@E@CKApplicationPermissionStatus@CKApplicationPermissionStatusGranted	swift.enum.case	CKContainer.ApplicationPermissionStatus.granted	CKContainer.ApplicationPermissionStatus.granted	case granted
c:@E@CKApplicationPermissionStatus@CKApplicationPermissionStatusInitialState	swift.enum.case	CKContainer.ApplicationPermissionStatus.initialState	CKContainer.ApplicationPermissionStatus.initialState	case initialState
c:@E@CKApplicationPermissions	swift.struct	CKContainer.ApplicationPermissions	CKContainer.ApplicationPermissions	struct ApplicationPermissions
c:@E@CKApplicationPermissions@CKApplicationPermissionUserDiscoverability	swift.type.property	userDiscoverability	CKContainer.ApplicationPermissions.userDiscoverability	static var userDiscoverability: CKContainer.ApplicationPermissions { get }
c:@E@CKDatabaseScope	swift.enum	CKDatabase.Scope	CKDatabase.Scope	enum Scope
c:@E@CKDatabaseScope@CKDatabaseScopePrivate	swift.enum.case	CKDatabase.Scope.private	CKDatabase.Scope.private	case `private`
c:@E@CKDatabaseScope@CKDatabaseScopePublic	swift.enum.case	CKDatabase.Scope.public	CKDatabase.Scope.public	case `public`
c:@E@CKDatabaseScope@CKDatabaseScopeShared	swift.enum.case	CKDatabase.Scope.shared	CKDatabase.Scope.shared	case shared
c:@E@CKErrorCode	swift.enum	CKError.Code	CKError.Code	enum Code
c:@E@CKErrorCode@CKErrorAccountTemporarilyUnavailable	swift.enum.case	CKError.Code.accountTemporarilyUnavailable	CKError.Code.accountTemporarilyUnavailable	case accountTemporarilyUnavailable
c:@E@CKErrorCode@CKErrorAlreadyShared	swift.enum.case	CKError.Code.alreadyShared	CKError.Code.alreadyShared	case alreadyShared
c:@E@CKErrorCode@CKErrorAssetFileModified	swift.enum.case	CKError.Code.assetFileModified	CKError.Code.assetFileModified	case assetFileModified
c:@E@CKErrorCode@CKErrorAssetFileNotFound	swift.enum.case	CKError.Code.assetFileNotFound	CKError.Code.assetFileNotFound	case assetFileNotFound
c:@E@CKErrorCode@CKErrorAssetNotAvailable	swift.enum.case	CKError.Code.assetNotAvailable	CKError.Code.assetNotAvailable	case assetNotAvailable
c:@E@CKErrorCode@CKErrorBadContainer	swift.enum.case	CKError.Code.badContainer	CKError.Code.badContainer	case badContainer
c:@E@CKErrorCode@CKErrorBadDatabase	swift.enum.case	CKError.Code.badDatabase	CKError.Code.badDatabase	case badDatabase
c:@E@CKErrorCode@CKErrorBatchRequestFailed	swift.enum.case	CKError.Code.batchRequestFailed	CKError.Code.batchRequestFailed	case batchRequestFailed
c:@E@CKErrorCode@CKErrorChangeTokenExpired	swift.enum.case	CKError.Code.changeTokenExpired	CKError.Code.changeTokenExpired	case changeTokenExpired
c:@E@CKErrorCode@CKErrorConstraintViolation	swift.enum.case	CKError.Code.constraintViolation	CKError.Code.constraintViolation	case constraintViolation
c:@E@CKErrorCode@CKErrorIncompatibleVersion	swift.enum.case	CKError.Code.incompatibleVersion	CKError.Code.incompatibleVersion	case incompatibleVersion
c:@E@CKErrorCode@CKErrorInternalError	swift.enum.case	CKError.Code.internalError	CKError.Code.internalError	case internalError
c:@E@CKErrorCode@CKErrorInvalidArguments	swift.enum.case	CKError.Code.invalidArguments	CKError.Code.invalidArguments	case invalidArguments
c:@E@CKErrorCode@CKErrorLimitExceeded	swift.enum.case	CKError.Code.limitExceeded	CKError.Code.limitExceeded	case limitExceeded
c:@E@CKErrorCode@CKErrorManagedAccountRestricted	swift.enum.case	CKError.Code.managedAccountRestricted	CKError.Code.managedAccountRestricted	case managedAccountRestricted
c:@E@CKErrorCode@CKErrorMissingEntitlement	swift.enum.case	CKError.Code.missingEntitlement	CKError.Code.missingEntitlement	case missingEntitlement
c:@E@CKErrorCode@CKErrorNetworkFailure	swift.enum.case	CKError.Code.networkFailure	CKError.Code.networkFailure	case networkFailure
c:@E@CKErrorCode@CKErrorNetworkUnavailable	swift.enum.case	CKError.Code.networkUnavailable	CKError.Code.networkUnavailable	case networkUnavailable
c:@E@CKErrorCode@CKErrorNotAuthenticated	swift.enum.case	CKError.Code.notAuthenticated	CKError.Code.notAuthenticated	case notAuthenticated
c:@E@CKErrorCode@CKErrorOperationCancelled	swift.enum.case	CKError.Code.operationCancelled	CKError.Code.operationCancelled	case operationCancelled
c:@E@CKErrorCode@CKErrorPartialFailure	swift.enum.case	CKError.Code.partialFailure	CKError.Code.partialFailure	case partialFailure
c:@E@CKErrorCode@CKErrorParticipantAlreadyInvited	swift.enum.case	CKError.Code.participantAlreadyInvited	CKError.Code.participantAlreadyInvited	case participantAlreadyInvited
c:@E@CKErrorCode@CKErrorParticipantMayNeedVerification	swift.enum.case	CKError.Code.participantMayNeedVerification	CKError.Code.participantMayNeedVerification	case participantMayNeedVerification
c:@E@CKErrorCode@CKErrorPermissionFailure	swift.enum.case	CKError.Code.permissionFailure	CKError.Code.permissionFailure	case permissionFailure
c:@E@CKErrorCode@CKErrorQuotaExceeded	swift.enum.case	CKError.Code.quotaExceeded	CKError.Code.quotaExceeded	case quotaExceeded
c:@E@CKErrorCode@CKErrorReferenceViolation	swift.enum.case	CKError.Code.referenceViolation	CKError.Code.referenceViolation	case referenceViolation
c:@E@CKErrorCode@CKErrorRequestRateLimited	swift.enum.case	CKError.Code.requestRateLimited	CKError.Code.requestRateLimited	case requestRateLimited
c:@E@CKErrorCode@CKErrorResultsTruncated	swift.enum.case	CKError.Code.resultsTruncated	CKError.Code.resultsTruncated	case resultsTruncated
c:@E@CKErrorCode@CKErrorServerRecordChanged	swift.enum.case	CKError.Code.serverRecordChanged	CKError.Code.serverRecordChanged	case serverRecordChanged
c:@E@CKErrorCode@CKErrorServerRejectedRequest	swift.enum.case	CKError.Code.serverRejectedRequest	CKError.Code.serverRejectedRequest	case serverRejectedRequest
c:@E@CKErrorCode@CKErrorServerResponseLost	swift.enum.case	CKError.Code.serverResponseLost	CKError.Code.serverResponseLost	case serverResponseLost
c:@E@CKErrorCode@CKErrorServiceUnavailable	swift.enum.case	CKError.Code.serviceUnavailable	CKError.Code.serviceUnavailable	case serviceUnavailable
c:@E@CKErrorCode@CKErrorTooManyParticipants	swift.enum.case	CKError.Code.tooManyParticipants	CKError.Code.tooManyParticipants	case tooManyParticipants
c:@E@CKErrorCode@CKErrorUnknownItem	swift.enum.case	CKError.Code.unknownItem	CKError.Code.unknownItem	case unknownItem
c:@E@CKErrorCode@CKErrorUserDeletedZone	swift.enum.case	CKError.Code.userDeletedZone	CKError.Code.userDeletedZone	case userDeletedZone
c:@E@CKErrorCode@CKErrorZoneBusy	swift.enum.case	CKError.Code.zoneBusy	CKError.Code.zoneBusy	case zoneBusy
c:@E@CKErrorCode@CKErrorZoneNotFound	swift.enum.case	CKError.Code.zoneNotFound	CKError.Code.zoneNotFound	case zoneNotFound
c:@E@CKNotificationType	swift.enum	CKNotification.NotificationType	CKNotification.NotificationType	enum NotificationType
c:@E@CKNotificationType@CKNotificationTypeDatabase	swift.enum.case	CKNotification.NotificationType.database	CKNotification.NotificationType.database	case database
c:@E@CKNotificationType@CKNotificationTypeQuery	swift.enum.case	CKNotification.NotificationType.query	CKNotification.NotificationType.query	case query
c:@E@CKNotificationType@CKNotificationTypeReadNotification	swift.enum.case	CKNotification.NotificationType.readNotification	CKNotification.NotificationType.readNotification	case readNotification
c:@E@CKNotificationType@CKNotificationTypeRecordZone	swift.enum.case	CKNotification.NotificationType.recordZone	CKNotification.NotificationType.recordZone	case recordZone
c:@E@CKOperationGroupTransferSize	swift.enum	CKOperationGroup.TransferSize	CKOperationGroup.TransferSize	enum TransferSize
c:@E@CKOperationGroupTransferSize@CKOperationGroupTransferSizeGigabytes	swift.enum.case	CKOperationGroup.TransferSize.gigabytes	CKOperationGroup.TransferSize.gigabytes	case gigabytes
c:@E@CKOperationGroupTransferSize@CKOperationGroupTransferSizeHundredsOfGigabytes	swift.enum.case	CKOperationGroup.TransferSize.hundredsOfGigabytes	CKOperationGroup.TransferSize.hundredsOfGigabytes	case hundredsOfGigabytes
c:@E@CKOperationGroupTransferSize@CKOperationGroupTransferSizeHundredsOfMegabytes	swift.enum.case	CKOperationGroup.TransferSize.hundredsOfMegabytes	CKOperationGroup.TransferSize.hundredsOfMegabytes	case hundredsOfMegabytes
c:@E@CKOperationGroupTransferSize@CKOperationGroupTransferSizeKilobytes	swift.enum.case	CKOperationGroup.TransferSize.kilobytes	CKOperationGroup.TransferSize.kilobytes	case kilobytes
c:@E@CKOperationGroupTransferSize@CKOperationGroupTransferSizeMegabytes	swift.enum.case	CKOperationGroup.TransferSize.megabytes	CKOperationGroup.TransferSize.megabytes	case megabytes
c:@E@CKOperationGroupTransferSize@CKOperationGroupTransferSizeTensOfGigabytes	swift.enum.case	CKOperationGroup.TransferSize.tensOfGigabytes	CKOperationGroup.TransferSize.tensOfGigabytes	case tensOfGigabytes
c:@E@CKOperationGroupTransferSize@CKOperationGroupTransferSizeTensOfMegabytes	swift.enum.case	CKOperationGroup.TransferSize.tensOfMegabytes	CKOperationGroup.TransferSize.tensOfMegabytes	case tensOfMegabytes
c:@E@CKOperationGroupTransferSize@CKOperationGroupTransferSizeUnknown	swift.enum.case	CKOperationGroup.TransferSize.unknown	CKOperationGroup.TransferSize.unknown	case unknown
c:@E@CKQueryNotificationReason	swift.enum	CKQueryNotification.Reason	CKQueryNotification.Reason	enum Reason
c:@E@CKQueryNotificationReason@CKQueryNotificationReasonRecordCreated	swift.enum.case	CKQueryNotification.Reason.recordCreated	CKQueryNotification.Reason.recordCreated	case recordCreated
c:@E@CKQueryNotificationReason@CKQueryNotificationReasonRecordDeleted	swift.enum.case	CKQueryNotification.Reason.recordDeleted	CKQueryNotification.Reason.recordDeleted	case recordDeleted
c:@E@CKQueryNotificationReason@CKQueryNotificationReasonRecordUpdated	swift.enum.case	CKQueryNotification.Reason.recordUpdated	CKQueryNotification.Reason.recordUpdated	case recordUpdated
c:@E@CKQuerySubscriptionOptions	swift.struct	CKQuerySubscription.Options	CKQuerySubscription.Options	struct Options
c:@E@CKQuerySubscriptionOptions@CKQuerySubscriptionOptionsFiresOnRecordCreation	swift.type.property	firesOnRecordCreation	CKQuerySubscription.Options.firesOnRecordCreation	static var firesOnRecordCreation: CKQuerySubscription.Options { get }
c:@E@CKQuerySubscriptionOptions@CKQuerySubscriptionOptionsFiresOnRecordDeletion	swift.type.property	firesOnRecordDeletion	CKQuerySubscription.Options.firesOnRecordDeletion	static var firesOnRecordDeletion: CKQuerySubscription.Options { get }
