precise	payloadSHA256	graphPath	ownershipTier	occurrenceCount	canonicalSelection	kind	title	symbolPath	declaration
c:objc(cs)HMAccessory(im)identifyWithCompletionHandler:	e8aaf92602bd0f5a612af3d9b79739062845a02dcae8a74a31dd5d9e343954b9	reference/symbol-graphs/HomeKit.symbols.json	0	1	1	swift.method	identify(completionHandler:)	HMAccessory.identify(completionHandler:)	func identify(completionHandler completion: @escaping ((any Error)?) -> Void)
c:objc(cs)HMAccessory(im)identifyWithCompletionHandler:	35fe36abcbf7791629ffe5ff50d0aea942357ed5be032fecd1dfd5364f9aaaf2	reference/symbol-graphs/HomeKit.symbols.json	0	1	0	swift.method	identify()	HMAccessory.identify()	func identify() async throws
c:objc(cs)HMAccessory(im)updateName:completionHandler:	c373f69ff02f4015428e3167654565803ac2ff829edf246b60444aa7b618ccbd	reference/symbol-graphs/HomeKit.symbols.json	0	1	1	swift.method	updateName(_:)	HMAccessory.updateName(_:)	func updateName(_ name: String) async throws
c:objc(cs)HMAccessory(im)updateName:completionHandler:	32a67d9153ab7cb743ddfdba454f227989b49476a90bfd8b3819a6f31d695eae	reference/symbol-graphs/HomeKit.symbols.json	0	1	0	swift.method	updateName(_:completionHandler:)	HMAccessory.updateName(_:completionHandler:)	func updateName(_ name: String, completionHandler completion: @escaping ((any Error)?) -> Void)
c:objc(cs)HMAccessorySetupManager(im)performAccessorySetupUsingRequest:completionHandler:	5994dc862cdce6912fc5ce59e4a5fe7e2b8b7c79263139ae483bb0f49a5886db	reference/symbol-graphs/HomeKit.symbols.json	0	1	1	swift.method	performAccessorySetup(using:)	HMAccessorySetupManager.performAccessorySetup(using:)	func performAccessorySetup(using request: HMAccessorySetupRequest) async throws -> HMAccessorySetupResult
c:objc(cs)HMAccessorySetupManager(im)performAccessorySetupUsingRequest:completionHandler:	72aecedac7289868214a8f20038d137b13d1d3ebaa6ce99cf32f1339ac72ae61	reference/symbol-graphs/HomeKit.symbols.json	0	1	0	swift.method	performAccessorySetup(using:completionHandler:)	HMAccessorySetupManager.performAccessorySetup(using:completionHandler:)	func performAccessorySetup(using request: HMAccessorySetupRequest, completionHandler completion: @escaping (HMAccessorySetupResult?, (any Error)?) -> Void)
c:objc(cs)HMActionSet(im)addAction:completionHandler:	e3fea13acc36151261901a61a50850c6b0d5e0eb24583396a8fc8e51b3bf0905	reference/symbol-graphs/HomeKit.symbols.json	0	1	1	swift.method	addAction(_:)	HMActionSet.addAction(_:)	func addAction(_ action: HMAction) async throws
c:objc(cs)HMActionSet(im)addAction:completionHandler:	6890eadaf80d48e70c4a35210a1569f8e517b3a6888214322d8c402fd8c4116d	reference/symbol-graphs/HomeKit.symbols.json	0	1	0	swift.method	addAction(_:completionHandler:)	HMActionSet.addAction(_:completionHandler:)	func addAction(_ action: HMAction, completionHandler completion: @escaping ((any Error)?) -> Void)
c:objc(cs)HMActionSet(im)removeAction:completionHandler:	d0bea9dc09dcd70bfc1cd5511839947dab7c53d6adb8fdb96e90069ddaaad016	reference/symbol-graphs/HomeKit.symbols.json	0	1	1	swift.method	removeAction(_:)	HMActionSet.removeAction(_:)	func removeAction(_ action: HMAction) async throws
c:objc(cs)HMActionSet(im)removeAction:completionHandler:	30e053feed01ef0312cb70bdae291b87fc9115e1ac265a7f1908e258f454b162	reference/symbol-graphs/HomeKit.symbols.json	0	1	0	swift.method	removeAction(_:completionHandler:)	HMActionSet.removeAction(_:completionHandler:)	func removeAction(_ action: HMAction, completionHandler completion: @escaping ((any Error)?) -> Void)
