eidolon	https://github.com/artsy/eidolon	44486ed9149f16b3eb3a5e687f99ae078309f4fe	2023-01-04T12:53:43-05:00
duckduckgo-ios	https://github.com/duckduckgo/iOS	7b3f6010d27a3a69fe92a2ad698543f2e67c8900	2025-02-16T15:20:38-08:00
ios-oss	https://github.com/kickstarter/ios-oss	2f2dabb40b74dd1e7a7511a0dedb47d967ab08a0	2026-08-27T14:03:00-05:00
pocket-casts-ios	https://github.com/Automattic/pocket-casts-ios	3b27afc6e69d56b5d7eb67579fa5e622fbeaed10	2026-08-27T16:16:49-07:00
wikipedia-ios	https://github.com/wikimedia/wikipedia-ios	2f334df620ba1e5aa36d24d9d9dccdf3aa935d4b	2026-08-27T17:07:11-05:00
WordPress-iOS	https://github.com/wordpress-mobile/WordPress-iOS	8d89c36221d06d5b9b8887e7092cfa9dfce98cf0	2026-08-27T17:55:08Z
Signal-iOS	https://github.com/signalapp/Signal-iOS	eec0a2f587b49082efdb5a4dc1e2a491fd52144f	2026-08-26T17:42:35-05:00
firefox-ios	https://github.com/mozilla-mobile/firefox-ios	b0799c34c313be9e832b749794f91277a9ce57eb	2026-08-27T17:26:16Z
focus-ios	https://github.com/mozilla-mobile/focus-ios	a2832521c1daa0c23419c73705ae043ed60c9791	2024-03-05T08:22:23Z
mastodon-ios	https://github.com/mastodon/mastodon-ios	ea5ef8e7daee650029f44b1ec6f744a08c4eed51	2026-08-27T18:09:45+01:00
home-assistant-ios	https://github.com/home-assistant/iOS	2ada5ddd5449b520cc03267f06e82e9c6c3d7b45	2026-08-27T23:17:49Z
NetNewsWire	https://github.com/Ranchero-Software/NetNewsWire	3b378e72f877f86258b2d04e1601719f9d0036a7	2026-08-27T09:31:50-07:00
Telegram-iOS	https://github.com/TelegramMessenger/Telegram-iOS	6ad963e5b62d354da79040f388ae2b9132fb17b8	2026-07-18T00:47:37+08:00
vlc-ios	https://github.com/videolan/vlc-ios	12cd503e3b12e00f0bc36ef568d2edf985c7d473	2026-08-07T10:34:01+02:00
nextcloud-ios	https://github.com/nextcloud/ios	8104883d62b98f078b34479d9ebecdfa16b56cd7	2026-08-27T04:10:48Z
simplenote-ios	https://github.com/Automattic/simplenote-ios	9b1bb17d8ec224a709d306e0ec34cee38bc7d933	2026-08-27T12:19:53+02:00
Hackers	https://github.com/weiran/Hackers	83016de256ef5418f76ec53182d25e302a519234	2026-08-27T15:16:31+01:00
eigen	https://github.com/artsy/eigen	8d61cf9fee501dc0ec2fe964cfa9394890a8574f	2026-08-27T07:50:26+02:00
element-ios	https://github.com/element-hq/element-ios	36a1788da26933557c468325da2851298ed0386b	2026-06-23T12:11:29+01:00
ProtonMail-ios	https://github.com/ProtonMail/ios-mail	701463fe4542945c49ac5d326b0c27e91441e02f	2026-05-08T08:54:36Z
