ReactiveSwift	https://github.com/ReactiveCocoa/ReactiveSwift	a44317ce38b5bcce173b03f5d36cfdc939e1768b	2025-06-30T17:49:46+01:00
RxSwift	https://github.com/ReactiveX/RxSwift	5abdfe46cc21e4d536cdfc3dd09e130503f599fb	2026-08-15T12:20:06+03:00
Moya	https://github.com/Moya/Moya	24c26671a2f0fc26b53c9fa2410c97987fb0f05a	2026-07-14T19:07:40-03:00
Apollo	https://github.com/apollographql/apollo-ios	fe14c216aaea3d25274343e80ccb3015fc3fb0b0	2026-08-20T13:13:49-07:00
PromiseKit	https://github.com/mxcl/PromiseKit	96cd3bdedf944c1606ad1fa7e32418ce0cd7ff68	2026-06-03T14:37:03-04:00
GRDB	https://github.com/groue/GRDB.swift	0d8cf958b4b66a0473ec6e6986eb9da462171da9	2026-08-08T10:56:30+02:00
SwiftProtobuf	https://github.com/apple/swift-protobuf	e8b0068a4fbd5d076d9040dc2158cc381767081d	2026-08-25T21:20:22Z
Kingfisher	https://github.com/onevcat/Kingfisher	be0d257b9bd47a4e6e1265fc8c237411825f107a	2026-08-26T00:09:30+09:00
SDWebImage	https://github.com/SDWebImage/SDWebImage	c3ad5e1a9bf55c9b76d4c362430b5fcded96c502	2026-04-15T11:36:16+08:00
Lottie	https://github.com/airbnb/lottie-ios	f8ea198bdf6a588739a9256a8196e36106c988b9	2026-07-08T06:57:38-07:00
Alamofire	https://github.com/Alamofire/Alamofire	0455bfb650893e86ad07ace16e5f2d36dadf46f4	2026-07-27T15:25:55-04:00
AlamofireImage	https://github.com/Alamofire/AlamofireImage	490f71307cd48f81d8cc2efd50aeed93e412ff98	2026-06-23T19:55:51-04:00
SwiftSoup	https://github.com/scinfu/SwiftSoup	18b80329749eca5ea29fc50211dca5c7eff5bfec	2026-08-25T22:34:52-04:00
Sentry	https://github.com/getsentry/sentry-cocoa	620a7936e5b8f618930b24341ae59412f1128cc9	2026-08-27T11:35:18Z
SwiftyJSON	https://github.com/SwiftyJSON/SwiftyJSON	3d2544101a03f22b2217d464dc7d359eeb86e159	2026-08-18T15:07:07+08:00
Nuke	https://github.com/kean/Nuke	24606b74ab8d98e6e7ec371eff96567008ae6813	2026-08-23T19:57:50-04:00
DifferenceKit	https://github.com/ra1028/DifferenceKit	02ca1968b10305d4d6771f4005a7ce2c507a8539	2022-06-24T21:00:41+09:00
SnapKit	https://github.com/SnapKit/SnapKit	250529bec615066185ff328984855101820fcbee	2026-07-13T22:50:19+12:00
Starscream	https://github.com/daltoniam/Starscream	c6bfd1af48efcc9a9ad203665db12375ba6b145a	2024-03-07T12:57:12-06:00
KeychainAccess	https://github.com/kishikawakatsumi/KeychainAccess	e0c7eebc5a4465a3c4680764f26b7a61f567cdaf	2023-11-12T19:44:55+09:00
CocoaLumberjack	https://github.com/CocoaLumberjack/CocoaLumberjack	52013176eb4f4385283a95652495ae90afe475ff	2026-08-12T08:31:03+02:00
RealmSwift	https://github.com/realm/realm-swift	ca03df491ec5e4bb8af0bca1e9957d08c10ec2da	2026-06-14T13:30:16-07:00
Quick	https://github.com/Quick/Quick	2b4547b230e94d84320724fd6df65e418b058be2	2026-03-16T20:36:30-07:00
Nimble	https://github.com/Quick/Nimble	727f75d91a0f7501d08d938966d17e6728b76a2a	2026-05-04T16:59:48-07:00
SwipeCellKit	https://github.com/SwipeCellKit/SwipeCellKit	6d632bdf1b7309505566b0248a00f61b67415a37	2019-12-12T21:44:34-08:00
Interstellar	https://github.com/JensRavens/Interstellar	28b4be7bc70cbee483e9cbb800658ac9812e21f7	2019-02-12T14:44:10+01:00
HAKit	https://github.com/home-assistant/HAKit	b5be31b150858dd9a08707bdb5f5fac97223130a	2026-07-28T11:34:45-03:00
NextcloudKit	https://github.com/nextcloud/NextcloudKit	2c86f8b3af59b51f60bfcc8620f59f845a5554fb	2026-08-25T13:32:47+02:00
SVProgressHUD	https://github.com/SVProgressHUD/SVProgressHUD	ece669b5010693024572bcf7bfd5ebede904859f	2026-02-27T12:42:18-05:00
ObjectMapper	https://github.com/tristanhimmelman/ObjectMapper	6021c6035e83a306047348666f6400dc61445d3b	2024-05-02T09:32:15-04:00
