precise	payloadSHA256	graphPath	ownershipTier	occurrenceCount	canonicalSelection	kind	title	symbolPath	declaration
c:objc(cs)TKSmartCard(im)beginSessionWithReply:	ebb303769cfcca2a43676f0ac8f97848c6a36ad546161ae0b5c71cae9eb8b139	reference/symbol-graphs/CryptoTokenKit.symbols.json	0	1	1	swift.method	beginSession(reply:)	TKSmartCard.beginSession(reply:)	func beginSession(reply: @escaping (Bool, (any Error)?) -> Void)
c:objc(cs)TKSmartCard(im)beginSessionWithReply:	60ac1111251fc0462857d97d8b649c1efefc061f871acc15a23303e12eb3d1df	reference/symbol-graphs/CryptoTokenKit.symbols.json	0	1	0	swift.method	beginSession()	TKSmartCard.beginSession()	func beginSession() async throws -> Bool
c:objc(cs)TKSmartCard(im)transmitRequest:reply:	5a6912359861d862a81032e7da18617e22573826c3abca15008e512df2407665	reference/symbol-graphs/CryptoTokenKit.symbols.json	0	1	1	swift.method	transmit(_:)	TKSmartCard.transmit(_:)	func transmit(_ request: Data) async throws -> Data
c:objc(cs)TKSmartCard(im)transmitRequest:reply:	324b252fc00cf10356e222d2974d322f0b87b9ecfa29210a7ea25dc006e07fff	reference/symbol-graphs/CryptoTokenKit.symbols.json	0	1	0	swift.method	transmit(_:reply:)	TKSmartCard.transmit(_:reply:)	func transmit(_ request: Data, reply: @escaping (Data?, (any Error)?) -> Void)
c:objc(cs)TKSmartCardSlotManager(im)createNFCSlotWithMessage:completion:	73486482a430914de09a8a2d2ff58c46860905d582899ec96e1f65dbc7714b7d	reference/symbol-graphs/CryptoTokenKit.symbols.json	0	1	1	swift.method	createNFCSlot(message:)	TKSmartCardSlotManager.createNFCSlot(message:)	func createNFCSlot(message: String?) async throws -> TKSmartCardSlotNFCSession
c:objc(cs)TKSmartCardSlotManager(im)createNFCSlotWithMessage:completion:	c77fcbd2fb18fea2c73e1379801710befc3d19fd0fd20a3d0f7fb50dfb713969	reference/symbol-graphs/CryptoTokenKit.symbols.json	0	1	0	swift.method	createNFCSlot(message:completion:)	TKSmartCardSlotManager.createNFCSlot(message:completion:)	func createNFCSlot(message: String?, completion: @escaping (TKSmartCardSlotNFCSession?, (any Error)?) -> Void)
c:objc(cs)TKSmartCardSlotManager(im)getSlotWithName:reply:	3221d7001b6e66e6dbdc2ec34282cf0213acb749728585aacd3c0ae40b04d8f1	reference/symbol-graphs/CryptoTokenKit.symbols.json	0	1	1	swift.method	getSlot(withName:)	TKSmartCardSlotManager.getSlot(withName:)	func getSlot(withName name: String) async -> TKSmartCardSlot?
c:objc(cs)TKSmartCardSlotManager(im)getSlotWithName:reply:	d784e248b019d5b49772ef859f26c7a067bebda85934c4e5311efb2454a1de0e	reference/symbol-graphs/CryptoTokenKit.symbols.json	0	1	0	swift.method	getSlot(withName:reply:)	TKSmartCardSlotManager.getSlot(withName:reply:)	func getSlot(withName name: String, reply: @escaping (TKSmartCardSlot?) -> Void)
c:objc(cs)TKSmartCardUserInteraction(im)runWithReply:	40aaae0fc1fa0fc143f8709ce61c42bc002bdb6ebccc1656f61fd00f964394b1	reference/symbol-graphs/CryptoTokenKit.symbols.json	0	1	1	swift.method	run(reply:)	TKSmartCardUserInteraction.run(reply:)	func run(reply: @escaping (Bool, (any Error)?) -> Void)
c:objc(cs)TKSmartCardUserInteraction(im)runWithReply:	05b028b12b67b410884437ac0db8f2b4c6f7d996a022fd9e855f2af7369c8f98	reference/symbol-graphs/CryptoTokenKit.symbols.json	0	1	0	swift.method	run()	TKSmartCardUserInteraction.run()	func run() async throws -> Bool
s:SQsE2neoiySbx_xtFZ::SYNTHESIZED::c:@E@TKErrorCode	db14c0c6259b68daafc259460ab4638691bcefa2c21857972250a4b8c4a8d810	reference/symbol-graphs/CryptoTokenKit.symbols.json	0	1	1	swift.func.op	!=(_:_:)	TKError.!=(_:_:)	static func != (lhs: Self, rhs: Self) -> Bool
s:SQsE2neoiySbx_xtFZ::SYNTHESIZED::c:@E@TKErrorCode	05119a364d30deaad0df4748f500fe1309c765fc436d60ffca01164989345849	reference/symbol-graphs/CryptoTokenKit.symbols.json	0	1	0	swift.func.op	!=(_:_:)	TKError.Code.!=(_:_:)	static func != (lhs: Self, rhs: Self) -> Bool
