precise	kind	title	path	declaration
c:@E@EKAlarmProximity	swift.enum	EKAlarmProximity	EKAlarmProximity	enum EKAlarmProximity
c:@E@EKAlarmProximity@EKAlarmProximityEnter	swift.enum.case	EKAlarmProximity.enter	EKAlarmProximity.enter	case enter
c:@E@EKAlarmProximity@EKAlarmProximityLeave	swift.enum.case	EKAlarmProximity.leave	EKAlarmProximity.leave	case leave
c:@E@EKAlarmProximity@EKAlarmProximityNone	swift.enum.case	EKAlarmProximity.none	EKAlarmProximity.none	case none
c:@E@EKAlarmType	swift.enum	EKAlarmType	EKAlarmType	enum EKAlarmType
c:@E@EKAlarmType@EKAlarmTypeAudio	swift.enum.case	EKAlarmType.audio	EKAlarmType.audio	case audio
c:@E@EKAlarmType@EKAlarmTypeDisplay	swift.enum.case	EKAlarmType.display	EKAlarmType.display	case display
c:@E@EKAlarmType@EKAlarmTypeEmail	swift.enum.case	EKAlarmType.email	EKAlarmType.email	case email
c:@E@EKAlarmType@EKAlarmTypeProcedure	swift.enum.case	EKAlarmType.procedure	EKAlarmType.procedure	case procedure
c:@E@EKAuthorizationStatus	swift.enum	EKAuthorizationStatus	EKAuthorizationStatus	enum EKAuthorizationStatus
c:@E@EKAuthorizationStatus@EKAuthorizationStatusAuthorized	swift.type.property	authorized	EKAuthorizationStatus.authorized	static var authorized: EKAuthorizationStatus { get }
c:@E@EKAuthorizationStatus@EKAuthorizationStatusDenied	swift.enum.case	EKAuthorizationStatus.denied	EKAuthorizationStatus.denied	case denied
c:@E@EKAuthorizationStatus@EKAuthorizationStatusFullAccess	swift.enum.case	EKAuthorizationStatus.fullAccess	EKAuthorizationStatus.fullAccess	case fullAccess
c:@E@EKAuthorizationStatus@EKAuthorizationStatusNotDetermined	swift.enum.case	EKAuthorizationStatus.notDetermined	EKAuthorizationStatus.notDetermined	case notDetermined
c:@E@EKAuthorizationStatus@EKAuthorizationStatusRestricted	swift.enum.case	EKAuthorizationStatus.restricted	EKAuthorizationStatus.restricted	case restricted
c:@E@EKAuthorizationStatus@EKAuthorizationStatusWriteOnly	swift.enum.case	EKAuthorizationStatus.writeOnly	EKAuthorizationStatus.writeOnly	case writeOnly
c:@E@EKCalendarEventAvailabilityMask	swift.struct	EKCalendarEventAvailabilityMask	EKCalendarEventAvailabilityMask	struct EKCalendarEventAvailabilityMask
c:@E@EKCalendarEventAvailabilityMask@EKCalendarEventAvailabilityBusy	swift.type.property	busy	EKCalendarEventAvailabilityMask.busy	static var busy: EKCalendarEventAvailabilityMask { get }
c:@E@EKCalendarEventAvailabilityMask@EKCalendarEventAvailabilityFree	swift.type.property	free	EKCalendarEventAvailabilityMask.free	static var free: EKCalendarEventAvailabilityMask { get }
c:@E@EKCalendarEventAvailabilityMask@EKCalendarEventAvailabilityTentative	swift.type.property	tentative	EKCalendarEventAvailabilityMask.tentative	static var tentative: EKCalendarEventAvailabilityMask { get }
c:@E@EKCalendarEventAvailabilityMask@EKCalendarEventAvailabilityUnavailable	swift.type.property	unavailable	EKCalendarEventAvailabilityMask.unavailable	static var unavailable: EKCalendarEventAvailabilityMask { get }
c:@E@EKCalendarType	swift.enum	EKCalendarType	EKCalendarType	enum EKCalendarType
c:@E@EKCalendarType@EKCalendarTypeBirthday	swift.enum.case	EKCalendarType.birthday	EKCalendarType.birthday	case birthday
c:@E@EKCalendarType@EKCalendarTypeCalDAV	swift.enum.case	EKCalendarType.calDAV	EKCalendarType.calDAV	case calDAV
c:@E@EKCalendarType@EKCalendarTypeExchange	swift.enum.case	EKCalendarType.exchange	EKCalendarType.exchange	case exchange
c:@E@EKCalendarType@EKCalendarTypeLocal	swift.enum.case	EKCalendarType.local	EKCalendarType.local	case local
c:@E@EKCalendarType@EKCalendarTypeSubscription	swift.enum.case	EKCalendarType.subscription	EKCalendarType.subscription	case subscription
c:@E@EKEntityMask	swift.struct	EKEntityMask	EKEntityMask	struct EKEntityMask
c:@E@EKEntityMask@EKEntityMaskEvent	swift.type.property	event	EKEntityMask.event	static var event: EKEntityMask { get }
c:@E@EKEntityMask@EKEntityMaskReminder	swift.type.property	reminder	EKEntityMask.reminder	static var reminder: EKEntityMask { get }
c:@E@EKEntityType	swift.enum	EKEntityType	EKEntityType	enum EKEntityType
c:@E@EKEntityType@EKEntityTypeEvent	swift.enum.case	EKEntityType.event	EKEntityType.event	case event
c:@E@EKEntityType@EKEntityTypeReminder	swift.enum.case	EKEntityType.reminder	EKEntityType.reminder	case reminder
c:@E@EKErrorCode	swift.enum	EKError.Code	EKError.Code	enum Code
c:@E@EKErrorCode@EKErrorAlarmGreaterThanRecurrence	swift.enum.case	EKError.Code.alarmGreaterThanRecurrence	EKError.Code.alarmGreaterThanRecurrence	case alarmGreaterThanRecurrence
c:@E@EKErrorCode@EKErrorAlarmProximityNotSupported	swift.enum.case	EKError.Code.alarmProximityNotSupported	EKError.Code.alarmProximityNotSupported	case alarmProximityNotSupported
