precise	kind	title	path	declaration
c:@E@MTLFXSpatialScalerColorProcessingMode	swift.enum	MTLFXSpatialScalerColorProcessingMode	MTLFXSpatialScalerColorProcessingMode	enum MTLFXSpatialScalerColorProcessingMode
c:@E@MTLFXSpatialScalerColorProcessingMode@MTLFXSpatialScalerColorProcessingModeHDR	swift.enum.case	MTLFXSpatialScalerColorProcessingMode.hdr	MTLFXSpatialScalerColorProcessingMode.hdr	case hdr
c:@E@MTLFXSpatialScalerColorProcessingMode@MTLFXSpatialScalerColorProcessingModeLinear	swift.enum.case	MTLFXSpatialScalerColorProcessingMode.linear	MTLFXSpatialScalerColorProcessingMode.linear	case linear
c:@E@MTLFXSpatialScalerColorProcessingMode@MTLFXSpatialScalerColorProcessingModePerceptual	swift.enum.case	MTLFXSpatialScalerColorProcessingMode.perceptual	MTLFXSpatialScalerColorProcessingMode.perceptual	case perceptual
c:objc(cs)MTLFXFrameInterpolatorDescriptor	swift.class	MTLFXFrameInterpolatorDescriptor	MTLFXFrameInterpolatorDescriptor	class MTLFXFrameInterpolatorDescriptor
c:objc(cs)MTLFXFrameInterpolatorDescriptor(cm)supportsDevice:	swift.type.method	supportsDevice(_:)	MTLFXFrameInterpolatorDescriptor.supportsDevice(_:)	class func supportsDevice(_ device: any MTLDevice) -> Bool
c:objc(cs)MTLFXFrameInterpolatorDescriptor(cm)supportsMetal4FX:	swift.type.method	supportsMetal4FX(_:)	MTLFXFrameInterpolatorDescriptor.supportsMetal4FX(_:)	class func supportsMetal4FX(_ device: any MTLDevice) -> Bool
c:objc(cs)MTLFXFrameInterpolatorDescriptor(im)newFrameInterpolatorWithDevice:	swift.method	makeFrameInterpolator(device:)	MTLFXFrameInterpolatorDescriptor.makeFrameInterpolator(device:)	func makeFrameInterpolator(device: any MTLDevice) -> (any MTLFXFrameInterpolator)?
c:objc(cs)MTLFXFrameInterpolatorDescriptor(im)newFrameInterpolatorWithDevice:compiler:	swift.method	makeFrameInterpolator(device:compiler:)	MTLFXFrameInterpolatorDescriptor.makeFrameInterpolator(device:compiler:)	func makeFrameInterpolator(device: any MTLDevice, compiler: any MTL4Compiler) -> (any MTL4FXFrameInterpolator)?
c:objc(cs)MTLFXFrameInterpolatorDescriptor(py)colorTextureFormat	swift.property	colorTextureFormat	MTLFXFrameInterpolatorDescriptor.colorTextureFormat	var colorTextureFormat: MTLPixelFormat { get set }
