precise	kind	title	path	declaration
c:@CPButtonMaximumImageSize	swift.var	CPButtonMaximumImageSize	CPButtonMaximumImageSize	let CPButtonMaximumImageSize: CGSize
c:@CPGridTemplateMaximumItems	swift.var	CPGridTemplateMaximumItems	CPGridTemplateMaximumItems	let CPGridTemplateMaximumItems: Int
c:@CPMaximumListSectionImageSize	swift.var	CPMaximumListSectionImageSize	CPMaximumListSectionImageSize	let CPMaximumListSectionImageSize: CGSize
c:@CPMaximumMessageItemImageSize	swift.var	CPMaximumMessageItemImageSize	CPMaximumMessageItemImageSize	let CPMaximumMessageItemImageSize: CGSize
c:@CPMaximumMessageItemLeadingDetailTextImageSize	swift.var	CPMaximumMessageItemLeadingDetailTextImageSize	CPMaximumMessageItemLeadingDetailTextImageSize	let CPMaximumMessageItemLeadingDetailTextImageSize: CGSize
c:@CPMaximumNumberOfGridImages	swift.var	CPMaximumNumberOfGridImages	CPMaximumNumberOfGridImages	let CPMaximumNumberOfGridImages: Int
c:@CPNavigationAlertMinimumDuration	swift.var	CPNavigationAlertMinimumDuration	CPNavigationAlertMinimumDuration	let CPNavigationAlertMinimumDuration: TimeInterval
c:@CPNowPlayingButtonMaximumImageSize	swift.var	CPNowPlayingButtonMaximumImageSize	CPNowPlayingButtonMaximumImageSize	let CPNowPlayingButtonMaximumImageSize: CGSize
c:@CPTemplateApplicationDashboardSceneSessionRoleApplication	swift.type.property	CPTemplateApplicationDashboardSceneSessionRoleApplication	UISceneSession.Role.CPTemplateApplicationDashboardSceneSessionRoleApplication	static let CPTemplateApplicationDashboardSceneSessionRoleApplication: UISceneSession.Role
c:@CPTemplateApplicationInstrumentClusterSceneSessionRoleApplication	swift.type.property	CPTemplateApplicationInstrumentClusterSceneSessionRoleApplication	UISceneSession.Role.CPTemplateApplicationInstrumentClusterSceneSessionRoleApplication	static let CPTemplateApplicationInstrumentClusterSceneSessionRoleApplication: UISceneSession.Role
c:@CPTemplateApplicationSceneSessionRoleApplication	swift.type.property	carTemplateApplication	UISceneSession.Role.carTemplateApplication	static let carTemplateApplication: UISceneSession.Role
c:@CarPlayErrorDomain	swift.var	CarPlayErrorDomain	CarPlayErrorDomain	let CarPlayErrorDomain: String
c:@E@CPAlertActionStyle	swift.enum	CPAlertAction.Style	CPAlertAction.Style	enum Style
c:@E@CPAlertActionStyle@CPAlertActionStyleCancel	swift.enum.case	CPAlertAction.Style.cancel	CPAlertAction.Style.cancel	case cancel
c:@E@CPAlertActionStyle@CPAlertActionStyleDefault	swift.enum.case	CPAlertAction.Style.default	CPAlertAction.Style.default	case `default`
c:@E@CPAlertActionStyle@CPAlertActionStyleDestructive	swift.enum.case	CPAlertAction.Style.destructive	CPAlertAction.Style.destructive	case destructive
c:@E@CPAssistantCellActionType	swift.enum	CPAssistantCellActionType	CPAssistantCellActionType	enum CPAssistantCellActionType
c:@E@CPAssistantCellActionType@CPAssistantCellActionTypePlayMedia	swift.enum.case	CPAssistantCellActionType.playMedia	CPAssistantCellActionType.playMedia	case playMedia
c:@E@CPAssistantCellActionType@CPAssistantCellActionTypeStartCall	swift.enum.case	CPAssistantCellActionType.startCall	CPAssistantCellActionType.startCall	case startCall
c:@E@CPAssistantCellPosition	swift.enum	CPListItem.AssistantCellPosition	CPListItem.AssistantCellPosition	enum AssistantCellPosition
c:@E@CPAssistantCellPosition@CPAssistantCellPositionBottom	swift.enum.case	CPListItem.AssistantCellPosition.bottom	CPListItem.AssistantCellPosition.bottom	case bottom
c:@E@CPAssistantCellPosition@CPAssistantCellPositionTop	swift.enum.case	CPListItem.AssistantCellPosition.top	CPListItem.AssistantCellPosition.top	case top
c:@E@CPAssistantCellVisibility	swift.enum	CPListItem.AssistantCellVisibility	CPListItem.AssistantCellVisibility	enum AssistantCellVisibility
c:@E@CPAssistantCellVisibility@CPAssistantCellVisibilityAlways	swift.enum.case	CPListItem.AssistantCellVisibility.always	CPListItem.AssistantCellVisibility.always	case always
c:@E@CPAssistantCellVisibility@CPAssistantCellVisibilityOff	swift.enum.case	CPListItem.AssistantCellVisibility.off	CPListItem.AssistantCellVisibility.off	case off
c:@E@CPAssistantCellVisibility@CPAssistantCellVisibilityWhileLimitedUIActive	swift.enum.case	CPListItem.AssistantCellVisibility.whileLimitedUIActive	CPListItem.AssistantCellVisibility.whileLimitedUIActive	case whileLimitedUIActive
c:@E@CPBarButtonStyle	swift.enum	CPBarButtonStyle	CPBarButtonStyle	enum CPBarButtonStyle
c:@E@CPBarButtonStyle@CPBarButtonStyleNone	swift.enum.case	CPBarButtonStyle.none	CPBarButtonStyle.none	case none
c:@E@CPBarButtonStyle@CPBarButtonStyleRounded	swift.enum.case	CPBarButtonStyle.rounded	CPBarButtonStyle.rounded	case rounded
c:@E@CPBarButtonType	swift.enum	CPBarButton.Type	CPBarButton.Type	enum `Type`
c:@E@CPBarButtonType@CPBarButtonTypeImage	swift.enum.case	CPBarButton.Type.image	CPBarButton.Type.image	case image
c:@E@CPBarButtonType@CPBarButtonTypeText	swift.enum.case	CPBarButton.Type.text	CPBarButton.Type.text	case text
c:@E@CPContentStyle	swift.struct	CPContentStyle	CPContentStyle	struct CPContentStyle
c:@E@CPContentStyle@CPContentStyleDark	swift.type.property	dark	CPContentStyle.dark	static var dark: CPContentStyle { get }
c:@E@CPContentStyle@CPContentStyleLight	swift.type.property	light	CPContentStyle.light	static var light: CPContentStyle { get }
c:@E@CPInformationTemplateLayout	swift.enum	CPInformationTemplateLayout	CPInformationTemplateLayout	enum CPInformationTemplateLayout
c:@E@CPInformationTemplateLayout@CPInformationTemplateLayoutLeading	swift.enum.case	CPInformationTemplateLayout.leading	CPInformationTemplateLayout.leading	case leading
c:@E@CPInformationTemplateLayout@CPInformationTemplateLayoutTwoColumn	swift.enum.case	CPInformationTemplateLayout.twoColumn	CPInformationTemplateLayout.twoColumn	case twoColumn
c:@E@CPInstrumentClusterSetting	swift.enum	CPInstrumentClusterSetting	CPInstrumentClusterSetting	enum CPInstrumentClusterSetting
c:@E@CPInstrumentClusterSetting@CPInstrumentClusterSettingDisabled	swift.enum.case	CPInstrumentClusterSetting.disabled	CPInstrumentClusterSetting.disabled	case disabled
c:@E@CPInstrumentClusterSetting@CPInstrumentClusterSettingEnabled	swift.enum.case	CPInstrumentClusterSetting.enabled	CPInstrumentClusterSetting.enabled	case enabled
c:@E@CPInstrumentClusterSetting@CPInstrumentClusterSettingUnspecified	swift.enum.case	CPInstrumentClusterSetting.unspecified	CPInstrumentClusterSetting.unspecified	case unspecified
c:@E@CPInstrumentClusterSetting@CPInstrumentClusterSettingUserPreference	swift.enum.case	CPInstrumentClusterSetting.userPreference	CPInstrumentClusterSetting.userPreference	case userPreference
c:@E@CPJunctionType	swift.enum	CPJunctionType	CPJunctionType	enum CPJunctionType
c:@E@CPJunctionType@CPJunctionTypeIntersection	swift.enum.case	CPJunctionType.intersection	CPJunctionType.intersection	case intersection
c:@E@CPJunctionType@CPJunctionTypeRoundabout	swift.enum.case	CPJunctionType.roundabout	CPJunctionType.roundabout	case roundabout
c:@E@CPLaneStatus	swift.enum	CPLaneStatus	CPLaneStatus	enum CPLaneStatus
c:@E@CPLaneStatus@CPLaneStatusGood	swift.enum.case	CPLaneStatus.good	CPLaneStatus.good	case good
c:@E@CPLaneStatus@CPLaneStatusNotGood	swift.enum.case	CPLaneStatus.notGood	CPLaneStatus.notGood	case notGood
c:@E@CPLaneStatus@CPLaneStatusPreferred	swift.enum.case	CPLaneStatus.preferred	CPLaneStatus.preferred	case preferred
c:@E@CPLimitableUserInterface	swift.struct	CPLimitableUserInterface	CPLimitableUserInterface	struct CPLimitableUserInterface
c:@E@CPLimitableUserInterface@CPLimitableUserInterfaceKeyboard	swift.type.property	keyboard	CPLimitableUserInterface.keyboard	static var keyboard: CPLimitableUserInterface { get }
