precise	kind	title	path	declaration
c:@E@PHLivePhotoBadgeOptions	swift.struct	PHLivePhotoBadgeOptions	PHLivePhotoBadgeOptions	struct PHLivePhotoBadgeOptions
c:@E@PHLivePhotoBadgeOptions@PHLivePhotoBadgeOptionsLiveOff	swift.type.property	liveOff	PHLivePhotoBadgeOptions.liveOff	static var liveOff: PHLivePhotoBadgeOptions { get }
c:@E@PHLivePhotoBadgeOptions@PHLivePhotoBadgeOptionsOverContent	swift.type.property	overContent	PHLivePhotoBadgeOptions.overContent	static var overContent: PHLivePhotoBadgeOptions { get }
c:@E@PHLivePhotoViewPlaybackStyle	swift.enum	PHLivePhotoViewPlaybackStyle	PHLivePhotoViewPlaybackStyle	enum PHLivePhotoViewPlaybackStyle
c:@E@PHLivePhotoViewPlaybackStyle@PHLivePhotoViewPlaybackStyleFull	swift.enum.case	PHLivePhotoViewPlaybackStyle.full	PHLivePhotoViewPlaybackStyle.full	case full
c:@E@PHLivePhotoViewPlaybackStyle@PHLivePhotoViewPlaybackStyleHint	swift.enum.case	PHLivePhotoViewPlaybackStyle.hint	PHLivePhotoViewPlaybackStyle.hint	case hint
c:@E@PHLivePhotoViewPlaybackStyle@PHLivePhotoViewPlaybackStyleUndefined	swift.enum.case	PHLivePhotoViewPlaybackStyle.undefined	PHLivePhotoViewPlaybackStyle.undefined	case undefined
c:@E@PHPickerCapabilities	swift.struct	PHPickerCapabilities	PHPickerCapabilities	struct PHPickerCapabilities
c:@E@PHPickerCapabilities@PHPickerCapabilitiesCollectionNavigation	swift.type.property	collectionNavigation	PHPickerCapabilities.collectionNavigation	static var collectionNavigation: PHPickerCapabilities { get }
c:@E@PHPickerCapabilities@PHPickerCapabilitiesSearch	swift.type.property	search	PHPickerCapabilities.search	static var search: PHPickerCapabilities { get }
c:@E@PHPickerCapabilities@PHPickerCapabilitiesSelectionActions	swift.type.property	selectionActions	PHPickerCapabilities.selectionActions	static var selectionActions: PHPickerCapabilities { get }
