precise	payloadSHA256	graphPath	ownershipTier	occurrenceCount	canonicalSelection	kind	title	symbolPath	declaration
c:objc(cs)SKAdNetwork(cm)endImpression:completionHandler:	1dffd4af1f2893c2aae8e6f7aac020c3a2136572737b167a36806dd67894bd17	reference/symbol-graphs/StoreKit.symbols.json	0	1	1	swift.type.method	endImpression(_:)	SKAdNetwork.endImpression(_:)	class func endImpression(_ impression: SKAdImpression) async throws
c:objc(cs)SKAdNetwork(cm)endImpression:completionHandler:	912f42c03f2b5ac1944f17a4484e3a171e610ba5e684efa8e5345104074ce936	reference/symbol-graphs/StoreKit.symbols.json	0	1	0	swift.type.method	endImpression(_:completionHandler:)	SKAdNetwork.endImpression(_:completionHandler:)	class func endImpression(_ impression: SKAdImpression, completionHandler completion: (((any Error)?) -> Void)? = nil)
c:objc(cs)SKAdNetwork(cm)startImpression:completionHandler:	06c5becf3b4c06533f2b3973e41a542679086ba9d1a6661112598e35493a32ce	reference/symbol-graphs/StoreKit.symbols.json	0	1	1	swift.type.method	startImpression(_:)	SKAdNetwork.startImpression(_:)	class func startImpression(_ impression: SKAdImpression) async throws
c:objc(cs)SKAdNetwork(cm)startImpression:completionHandler:	9fc631ec37d2bd17d32c214e6fd97684b7a3a8f79342062cdeb9bbc65c6659db	reference/symbol-graphs/StoreKit.symbols.json	0	1	0	swift.type.method	startImpression(_:completionHandler:)	SKAdNetwork.startImpression(_:completionHandler:)	class func startImpression(_ impression: SKAdImpression, completionHandler completion: (((any Error)?) -> Void)? = nil)
c:objc(cs)SKAdNetwork(cm)updatePostbackConversionValue:coarseValue:completionHandler:	47c97875896ad240788531dd1ba7d1410ee4ec30d565e22064bd5dd7b496fdb1	reference/symbol-graphs/StoreKit.symbols.json	0	1	1	swift.type.method	updatePostbackConversionValue(_:coarseValue:)	SKAdNetwork.updatePostbackConversionValue(_:coarseValue:)	class func updatePostbackConversionValue(_ fineValue: Int, coarseValue: SKAdNetwork.CoarseConversionValue) async throws
c:objc(cs)SKAdNetwork(cm)updatePostbackConversionValue:coarseValue:completionHandler:	0134217f61f95e174d22b1cd9f680943015d11534218c9bf8507a70f0e1fdf53	reference/symbol-graphs/StoreKit.symbols.json	0	1	0	swift.type.method	updatePostbackConversionValue(_:coarseValue:completionHandler:)	SKAdNetwork.updatePostbackConversionValue(_:coarseValue:completionHandler:)	class func updatePostbackConversionValue(_ fineValue: Int, coarseValue: SKAdNetwork.CoarseConversionValue, completionHandler completion: (((any Error)?) -> Void)? = nil)
c:objc(cs)SKAdNetwork(cm)updatePostbackConversionValue:coarseValue:lockWindow:completionHandler:	f18d0d3d6048c56d570c478742dd21e81fec93fc342719668da236bdeb65cf06	reference/symbol-graphs/StoreKit.symbols.json	0	1	1	swift.type.method	updatePostbackConversionValue(_:coarseValue:lockWindow:)	SKAdNetwork.updatePostbackConversionValue(_:coarseValue:lockWindow:)	class func updatePostbackConversionValue(_ fineValue: Int, coarseValue: SKAdNetwork.CoarseConversionValue, lockWindow: Bool) async throws
c:objc(cs)SKAdNetwork(cm)updatePostbackConversionValue:coarseValue:lockWindow:completionHandler:	10d57126c325f8255c73415ad71332bb67001e207cb022b25ff3d7983dd1caa5	reference/symbol-graphs/StoreKit.symbols.json	0	1	0	swift.type.method	updatePostbackConversionValue(_:coarseValue:lockWindow:completionHandler:)	SKAdNetwork.updatePostbackConversionValue(_:coarseValue:lockWindow:completionHandler:)	class func updatePostbackConversionValue(_ fineValue: Int, coarseValue: SKAdNetwork.CoarseConversionValue, lockWindow: Bool, completionHandler completion: (((any Error)?) -> Void)? = nil)
c:objc(cs)SKAdNetwork(cm)updatePostbackConversionValue:completionHandler:	f67652f7fffc51c01ad4434d89f65248f2990b59b2c8553b1f62918aafeb7295	reference/symbol-graphs/StoreKit.symbols.json	0	1	1	swift.type.method	updatePostbackConversionValue(_:)	SKAdNetwork.updatePostbackConversionValue(_:)	class func updatePostbackConversionValue(_ conversionValue: Int) async throws
c:objc(cs)SKAdNetwork(cm)updatePostbackConversionValue:completionHandler:	bf967a27212b25faac82d272f7d8b1aad93e4c058f4362d1b71985cbd9b7c3b4	reference/symbol-graphs/StoreKit.symbols.json	0	1	0	swift.type.method	updatePostbackConversionValue(_:completionHandler:)	SKAdNetwork.updatePostbackConversionValue(_:completionHandler:)	class func updatePostbackConversionValue(_ conversionValue: Int, completionHandler completion: (((any Error)?) -> Void)? = nil)
