precise	kind	title	path	declaration
c:@E@WKAudiovisualMediaTypes	swift.struct	WKAudiovisualMediaTypes	WKAudiovisualMediaTypes	struct WKAudiovisualMediaTypes
c:@E@WKAudiovisualMediaTypes@WKAudiovisualMediaTypeAll	swift.type.property	all	WKAudiovisualMediaTypes.all	static var all: WKAudiovisualMediaTypes { get }
c:@E@WKAudiovisualMediaTypes@WKAudiovisualMediaTypeAudio	swift.type.property	audio	WKAudiovisualMediaTypes.audio	static var audio: WKAudiovisualMediaTypes { get }
c:@E@WKAudiovisualMediaTypes@WKAudiovisualMediaTypeVideo	swift.type.property	video	WKAudiovisualMediaTypes.video	static var video: WKAudiovisualMediaTypes { get }
c:@E@WKContentMode	swift.enum	WKWebpagePreferences.ContentMode	WKWebpagePreferences.ContentMode	enum ContentMode
c:@E@WKContentMode@WKContentModeDesktop	swift.enum.case	WKWebpagePreferences.ContentMode.desktop	WKWebpagePreferences.ContentMode.desktop	case desktop
c:@E@WKContentMode@WKContentModeMobile	swift.enum.case	WKWebpagePreferences.ContentMode.mobile	WKWebpagePreferences.ContentMode.mobile	case mobile
c:@E@WKContentMode@WKContentModeRecommended	swift.enum.case	WKWebpagePreferences.ContentMode.recommended	WKWebpagePreferences.ContentMode.recommended	case recommended
c:@E@WKCookiePolicy	swift.enum	WKHTTPCookieStore.CookiePolicy	WKHTTPCookieStore.CookiePolicy	enum CookiePolicy
c:@E@WKCookiePolicy@WKCookiePolicyAllow	swift.enum.case	WKHTTPCookieStore.CookiePolicy.allow	WKHTTPCookieStore.CookiePolicy.allow	case allow
c:@E@WKCookiePolicy@WKCookiePolicyDisallow	swift.enum.case	WKHTTPCookieStore.CookiePolicy.disallow	WKHTTPCookieStore.CookiePolicy.disallow	case disallow
c:@E@WKDataDetectorTypes	swift.struct	WKDataDetectorTypes	WKDataDetectorTypes	struct WKDataDetectorTypes
c:@E@WKDataDetectorTypes@WKDataDetectorTypeAddress	swift.type.property	address	WKDataDetectorTypes.address	static var address: WKDataDetectorTypes { get }
c:@E@WKDataDetectorTypes@WKDataDetectorTypeAll	swift.type.property	all	WKDataDetectorTypes.all	static var all: WKDataDetectorTypes { get }
c:@E@WKDataDetectorTypes@WKDataDetectorTypeCalendarEvent	swift.type.property	calendarEvent	WKDataDetectorTypes.calendarEvent	static var calendarEvent: WKDataDetectorTypes { get }
c:@E@WKDataDetectorTypes@WKDataDetectorTypeFlightNumber	swift.type.property	flightNumber	WKDataDetectorTypes.flightNumber	static var flightNumber: WKDataDetectorTypes { get }
c:@E@WKDataDetectorTypes@WKDataDetectorTypeLink	swift.type.property	link	WKDataDetectorTypes.link	static var link: WKDataDetectorTypes { get }
c:@E@WKDataDetectorTypes@WKDataDetectorTypeLookupSuggestion	swift.type.property	lookupSuggestion	WKDataDetectorTypes.lookupSuggestion	static var lookupSuggestion: WKDataDetectorTypes { get }
c:@E@WKDataDetectorTypes@WKDataDetectorTypePhoneNumber	swift.type.property	phoneNumber	WKDataDetectorTypes.phoneNumber	static var phoneNumber: WKDataDetectorTypes { get }
c:@E@WKDataDetectorTypes@WKDataDetectorTypeSpotlightSuggestion	swift.type.property	spotlightSuggestion	WKDataDetectorTypes.spotlightSuggestion	static var spotlightSuggestion: WKDataDetectorTypes { get }
c:@E@WKDataDetectorTypes@WKDataDetectorTypeTrackingNumber	swift.type.property	trackingNumber	WKDataDetectorTypes.trackingNumber	static var trackingNumber: WKDataDetectorTypes { get }
c:@E@WKDialogResult	swift.enum	WKDialogResult	WKDialogResult	enum WKDialogResult
c:@E@WKDialogResult@WKDialogResultAskAgain	swift.enum.case	WKDialogResult.askAgain	WKDialogResult.askAgain	case askAgain
c:@E@WKDialogResult@WKDialogResultHandled	swift.enum.case	WKDialogResult.handled	WKDialogResult.handled	case handled
c:@E@WKDialogResult@WKDialogResultShowDefault	swift.enum.case	WKDialogResult.showDefault	WKDialogResult.showDefault	case showDefault
c:@E@WKDownloadPlaceholderPolicy	swift.enum	WKDownload.PlaceholderPolicy	WKDownload.PlaceholderPolicy	enum PlaceholderPolicy
c:@E@WKDownloadPlaceholderPolicy@WKDownloadPlaceholderPolicyDisable	swift.enum.case	WKDownload.PlaceholderPolicy.disable	WKDownload.PlaceholderPolicy.disable	case disable
c:@E@WKDownloadPlaceholderPolicy@WKDownloadPlaceholderPolicyEnable	swift.enum.case	WKDownload.PlaceholderPolicy.enable	WKDownload.PlaceholderPolicy.enable	case enable
c:@E@WKDownloadRedirectPolicy	swift.enum	WKDownload.RedirectPolicy	WKDownload.RedirectPolicy	enum RedirectPolicy
c:@E@WKDownloadRedirectPolicy@WKDownloadRedirectPolicyAllow	swift.enum.case	WKDownload.RedirectPolicy.allow	WKDownload.RedirectPolicy.allow	case allow
c:@E@WKDownloadRedirectPolicy@WKDownloadRedirectPolicyCancel	swift.enum.case	WKDownload.RedirectPolicy.cancel	WKDownload.RedirectPolicy.cancel	case cancel
c:@E@WKErrorCode	swift.enum	WKError.Code	WKError.Code	enum Code
c:@E@WKErrorCode@WKErrorAttributedStringContentFailedToLoad	swift.enum.case	WKError.Code.attributedStringContentFailedToLoad	WKError.Code.attributedStringContentFailedToLoad	case attributedStringContentFailedToLoad
c:@E@WKErrorCode@WKErrorAttributedStringContentLoadTimedOut	swift.enum.case	WKError.Code.attributedStringContentLoadTimedOut	WKError.Code.attributedStringContentLoadTimedOut	case attributedStringContentLoadTimedOut
c:@E@WKErrorCode@WKErrorContentRuleListStoreCompileFailed	swift.enum.case	WKError.Code.contentRuleListStoreCompileFailed	WKError.Code.contentRuleListStoreCompileFailed	case contentRuleListStoreCompileFailed
c:@E@WKErrorCode@WKErrorContentRuleListStoreLookUpFailed	swift.enum.case	WKError.Code.contentRuleListStoreLookUpFailed	WKError.Code.contentRuleListStoreLookUpFailed	case contentRuleListStoreLookUpFailed
c:@E@WKErrorCode@WKErrorContentRuleListStoreRemoveFailed	swift.enum.case	WKError.Code.contentRuleListStoreRemoveFailed	WKError.Code.contentRuleListStoreRemoveFailed	case contentRuleListStoreRemoveFailed
c:@E@WKErrorCode@WKErrorContentRuleListStoreVersionMismatch	swift.enum.case	WKError.Code.contentRuleListStoreVersionMismatch	WKError.Code.contentRuleListStoreVersionMismatch	case contentRuleListStoreVersionMismatch
c:@E@WKErrorCode@WKErrorCredentialNotFound	swift.enum.case	WKError.Code.credentialNotFound	WKError.Code.credentialNotFound	case credentialNotFound
c:@E@WKErrorCode@WKErrorDuplicateCredential	swift.enum.case	WKError.Code.duplicateCredential	WKError.Code.duplicateCredential	case duplicateCredential
c:@E@WKErrorCode@WKErrorJavaScriptAppBoundDomain	swift.enum.case	WKError.Code.javaScriptAppBoundDomain	WKError.Code.javaScriptAppBoundDomain	case javaScriptAppBoundDomain
