precise	payloadSHA256	graphPath	ownershipTier	occurrenceCount	canonicalSelection	kind	title	symbolPath	declaration
c:objc(cs)UNUserNotificationCenter(im)addNotificationRequest:withCompletionHandler:	4fa7c69798a2843c6c7c952cd9eef3e404b0ce76620419ade791382b62064a7c	reference/symbol-graphs/UserNotifications.symbols.json	0	1	1	swift.method	add(_:)	UNUserNotificationCenter.add(_:)	func add(_ request: UNNotificationRequest) async throws
c:objc(cs)UNUserNotificationCenter(im)addNotificationRequest:withCompletionHandler:	9d3a2be27f403a5cb731f9d3d9f2258791dd6ace3683c4c579907f942a1ef270	reference/symbol-graphs/UserNotifications.symbols.json	0	1	0	swift.method	add(_:withCompletionHandler:)	UNUserNotificationCenter.add(_:withCompletionHandler:)	func add(_ request: UNNotificationRequest, withCompletionHandler completionHandler: (((any Error)?) -> Void)? = nil)
c:objc(cs)UNUserNotificationCenter(im)getDeliveredNotificationsWithCompletionHandler:	d44e56dbf8eaf5e7511bc8694cef1785e3ee3dd74fcc1e2164d02b6820ca1c46	reference/symbol-graphs/UserNotifications.symbols.json	0	1	1	swift.method	deliveredNotifications()	UNUserNotificationCenter.deliveredNotifications()	func deliveredNotifications() async -> [UNNotification]
c:objc(cs)UNUserNotificationCenter(im)getDeliveredNotificationsWithCompletionHandler:	d2059d3ac1ae2bfb49a5dc729b23bf50bc90c551d639f1a586b568da217991ea	reference/symbol-graphs/UserNotifications.symbols.json	0	1	0	swift.method	getDeliveredNotifications(completionHandler:)	UNUserNotificationCenter.getDeliveredNotifications(completionHandler:)	func getDeliveredNotifications(completionHandler: @escaping ([UNNotification]) -> Void)
c:objc(cs)UNUserNotificationCenter(im)getNotificationCategoriesWithCompletionHandler:	f62749c9649e5baa566c2e225d0f18b20c68148a488866286ecd19c4108666d0	reference/symbol-graphs/UserNotifications.symbols.json	0	1	1	swift.method	getNotificationCategories(completionHandler:)	UNUserNotificationCenter.getNotificationCategories(completionHandler:)	func getNotificationCategories(completionHandler: @escaping (Set<UNNotificationCategory>) -> Void)
c:objc(cs)UNUserNotificationCenter(im)getNotificationCategoriesWithCompletionHandler:	67afa7e6e36ba6d24dda22546e5821a812ff5be8812b2e939462fc615a7a6dd8	reference/symbol-graphs/UserNotifications.symbols.json	0	1	0	swift.method	notificationCategories()	UNUserNotificationCenter.notificationCategories()	func notificationCategories() async -> Set<UNNotificationCategory>
c:objc(cs)UNUserNotificationCenter(im)getNotificationSettingsWithCompletionHandler:	e8a1c9287c9f97eae230c24e4d2c60f65bec0c59f6f5636957b0e747e75253dc	reference/symbol-graphs/UserNotifications.symbols.json	0	1	1	swift.method	getNotificationSettings(completionHandler:)	UNUserNotificationCenter.getNotificationSettings(completionHandler:)	func getNotificationSettings(completionHandler: @escaping (UNNotificationSettings) -> Void)
c:objc(cs)UNUserNotificationCenter(im)getNotificationSettingsWithCompletionHandler:	43dd5894d12b272f476b0d9a512f6c88c7d9c7a5612bda98e8071017d1e5f526	reference/symbol-graphs/UserNotifications.symbols.json	0	1	0	swift.method	notificationSettings()	UNUserNotificationCenter.notificationSettings()	func notificationSettings() async -> UNNotificationSettings
c:objc(cs)UNUserNotificationCenter(im)getPendingNotificationRequestsWithCompletionHandler:	300214c012028bc0fffe63095518713c96e9b1341ae9e2a434746e8bdb29362a	reference/symbol-graphs/UserNotifications.symbols.json	0	1	1	swift.method	getPendingNotificationRequests(completionHandler:)	UNUserNotificationCenter.getPendingNotificationRequests(completionHandler:)	func getPendingNotificationRequests(completionHandler: @escaping ([UNNotificationRequest]) -> Void)
c:objc(cs)UNUserNotificationCenter(im)getPendingNotificationRequestsWithCompletionHandler:	3a158f234548ac6c5400b6c209223b2487701eb7c96327c8cbddfa9e75df42cf	reference/symbol-graphs/UserNotifications.symbols.json	0	1	0	swift.method	pendingNotificationRequests()	UNUserNotificationCenter.pendingNotificationRequests()	func pendingNotificationRequests() async -> [UNNotificationRequest]
c:objc(cs)UNUserNotificationCenter(im)requestAuthorizationWithOptions:completionHandler:	cef06390c393c7c3eb859a4f69ce81361073d8eed59ed98ab9716e13a64ee3a7	reference/symbol-graphs/UserNotifications.symbols.json	0	1	1	swift.method	requestAuthorization(options:)	UNUserNotificationCenter.requestAuthorization(options:)	func requestAuthorization(options: UNAuthorizationOptions = []) async throws -> Bool
c:objc(cs)UNUserNotificationCenter(im)requestAuthorizationWithOptions:completionHandler:	beeda889cad2799f49b7861dbb4e61c7fa65b5958b39e875101fa707d924b8ff	reference/symbol-graphs/UserNotifications.symbols.json	0	1	0	swift.method	requestAuthorization(options:completionHandler:)	UNUserNotificationCenter.requestAuthorization(options:completionHandler:)	func requestAuthorization(options: UNAuthorizationOptions = [], completionHandler: @escaping (Bool, (any Error)?) -> Void)
c:objc(cs)UNUserNotificationCenter(im)setBadgeCount:withCompletionHandler:	122aea627597c1aed46c6071e24bb9211e74d9f25cdc9d99707feed59eb701c8	reference/symbol-graphs/UserNotifications.symbols.json	0	1	1	swift.method	setBadgeCount(_:)	UNUserNotificationCenter.setBadgeCount(_:)	func setBadgeCount(_ newBadgeCount: Int) async throws
c:objc(cs)UNUserNotificationCenter(im)setBadgeCount:withCompletionHandler:	b6efa1209db7b5e42cd9df2c45843d4948e5a5317226563710fc54f8514126e0	reference/symbol-graphs/UserNotifications.symbols.json	0	1	0	swift.method	setBadgeCount(_:withCompletionHandler:)	UNUserNotificationCenter.setBadgeCount(_:withCompletionHandler:)	func setBadgeCount(_ newBadgeCount: Int, withCompletionHandler completionHandler: (((any Error)?) -> Void)? = nil)
c:objc(pl)UNUserNotificationCenterDelegate(im)userNotificationCenter:didReceiveNotificationResponse:withCompletionHandler:	c1ea123c70aa382692af35313f1967aea0f0c62a533c04266c8e89862f4dd36b	reference/symbol-graphs/UserNotifications.symbols.json	0	1	1	swift.method	userNotificationCenter(_:didReceive:)	UNUserNotificationCenterDelegate.userNotificationCenter(_:didReceive:)	optional func userNotificationCenter(_ center: UNUserNotificationCenter, didReceive response: UNNotificationResponse) async
c:objc(pl)UNUserNotificationCenterDelegate(im)userNotificationCenter:didReceiveNotificationResponse:withCompletionHandler:	767f0b5b397853cdcfb27ea1f457e6ece66a5f2919d5a6c69f911871c4e53c01	reference/symbol-graphs/UserNotifications.symbols.json	0	1	0	swift.method	userNotificationCenter(_:didReceive:withCompletionHandler:)	UNUserNotificationCenterDelegate.userNotificationCenter(_:didReceive:withCompletionHandler:)	optional func userNotificationCenter(_ center: UNUserNotificationCenter, didReceive response: UNNotificationResponse, withCompletionHandler completionHandler: @escaping () -> Void)
c:objc(pl)UNUserNotificationCenterDelegate(im)userNotificationCenter:willPresentNotification:withCompletionHandler:	3a74a63fb0e2e6707d71d52d605563875b77f2914ee445e368b89c48389c5817	reference/symbol-graphs/UserNotifications.symbols.json	0	1	1	swift.method	userNotificationCenter(_:willPresent:)	UNUserNotificationCenterDelegate.userNotificationCenter(_:willPresent:)	optional func userNotificationCenter(_ center: UNUserNotificationCenter, willPresent notification: UNNotification) async -> UNNotificationPresentationOptions
c:objc(pl)UNUserNotificationCenterDelegate(im)userNotificationCenter:willPresentNotification:withCompletionHandler:	6b58efb7ec76bbd906a04dd886f339970f409b377b0d937ac1bf6e27a50ce1db	reference/symbol-graphs/UserNotifications.symbols.json	0	1	0	swift.method	userNotificationCenter(_:willPresent:withCompletionHandler:)	UNUserNotificationCenterDelegate.userNotificationCenter(_:willPresent:withCompletionHandler:)	optional func userNotificationCenter(_ center: UNUserNotificationCenter, willPresent notification: UNNotification, withCompletionHandler completionHandler: @escaping (UNNotificationPresentationOptions) -> Void)
s:SQsE2neoiySbx_xtFZ::SYNTHESIZED::c:@E@UNErrorCode	903e30b5d9c26cb3a9d5ecfe1c1e9a8b2db0eddf6ba3b0ed2dd7183911e500ea	reference/symbol-graphs/UserNotifications.symbols.json	0	1	1	swift.func.op	!=(_:_:)	UNError.!=(_:_:)	static func != (lhs: Self, rhs: Self) -> Bool
s:SQsE2neoiySbx_xtFZ::SYNTHESIZED::c:@E@UNErrorCode	455ca84dc9891a0ecc99a9cf4d3b754eab2ecfe1965fd22b7976dc4b60c89d08	reference/symbol-graphs/UserNotifications.symbols.json	0	1	0	swift.func.op	!=(_:_:)	UNError.Code.!=(_:_:)	static func != (lhs: Self, rhs: Self) -> Bool
