precise	kind	title	path	declaration
s:10FinanceKit0A5ErrorO	swift.enum	FinanceError	FinanceError	enum FinanceError
s:10FinanceKit0A5ErrorO11errorDomainSSvpZ	swift.type.property	errorDomain	FinanceError.errorDomain	static var errorDomain: String { get }
s:10FinanceKit0A5ErrorO13errorUserInfoSDySSypGvp	swift.property	errorUserInfo	FinanceError.errorUserInfo	var errorUserInfo: [String : Any] { get }
s:10FinanceKit0A5ErrorO13failureReasonSSSgvp	swift.property	failureReason	FinanceError.failureReason	var failureReason: String? { get }
s:10FinanceKit0A5ErrorO14dataRestrictedyAcA0A5StoreC8DataTypeOcACmF	swift.enum.case	FinanceError.dataRestricted(_:)	FinanceError.dataRestricted(_:)	case dataRestricted(FinanceStore.DataType)
s:10FinanceKit0A5ErrorO16errorDescriptionSSSgvp	swift.property	errorDescription	FinanceError.errorDescription	var errorDescription: String? { get }
s:10FinanceKit0A5ErrorO19historyTokenInvalidyA2CmF	swift.enum.case	FinanceError.historyTokenInvalid	FinanceError.historyTokenInvalid	case historyTokenInvalid
s:10FinanceKit0A5ErrorO2eeoiySbAC_ACtFZ	swift.func.op	==(_:_:)	FinanceError.==(_:_:)	static func == (a: FinanceError, b: FinanceError) -> Bool
s:10FinanceKit0A5ErrorO7unknownyA2CmF	swift.enum.case	FinanceError.unknown	FinanceError.unknown	case unknown
s:10FinanceKit0A5ErrorO9errorCodeSivp	swift.property	errorCode	FinanceError.errorCode	var errorCode: Int { get }
s:10FinanceKit0A5StoreC	swift.class	FinanceStore	FinanceStore	class FinanceStore
s:10FinanceKit0A5StoreC12HistoryTokenV	swift.struct	FinanceStore.HistoryToken	FinanceStore.HistoryToken	struct HistoryToken
s:10FinanceKit0A5StoreC12HistoryTokenV4fromAEs7Decoder_p_tKcfc	swift.init	init(from:)	FinanceStore.HistoryToken.init(from:)	init(from decoder: any Decoder) throws
s:10FinanceKit0A5StoreC12HistoryTokenV6encode2toys7Encoder_p_tKF	swift.method	encode(to:)	FinanceStore.HistoryToken.encode(to:)	func encode(to encoder: any Encoder) throws
s:10FinanceKit0A5StoreC12transactions5querySayAA11TransactionVGAA0F5QueryV_tYaKF	swift.method	transactions(query:)	FinanceStore.transactions(query:)	func transactions(query: TransactionQuery) async throws -> [Transaction]
s:10FinanceKit0A5StoreC13containsOrder8matching11updatedDateAC08ContainsE6ResultOAA014FullyQualifiedE10IdentifierV_10Foundation0H0VSgtYaKF	swift.method	containsOrder(matching:updatedDate:)	FinanceStore.containsOrder(matching:updatedDate:)	func containsOrder(matching fqoid: FullyQualifiedOrderIdentifier, updatedDate: Date? = nil) async throws -> FinanceStore.ContainsOrderResult
s:10FinanceKit0A5StoreC14accountHistory5since12isMonitoringAC0E0Vy_AA7AccountOGAC0E5TokenVSg_SbtF	swift.method	accountHistory(since:isMonitoring:)	FinanceStore.accountHistory(since:isMonitoring:)	func accountHistory(since token: FinanceStore.HistoryToken? = nil, isMonitoring: Bool = true) -> FinanceStore.History<Account>
s:10FinanceKit0A5StoreC15SaveOrderResultO	swift.enum	FinanceStore.SaveOrderResult	FinanceStore.SaveOrderResult	enum SaveOrderResult
s:10FinanceKit0A5StoreC15SaveOrderResultO13newerExistingyA2EmF	swift.enum.case	FinanceStore.SaveOrderResult.newerExisting	FinanceStore.SaveOrderResult.newerExisting	case newerExisting
s:10FinanceKit0A5StoreC15SaveOrderResultO2eeoiySbAE_AEtFZ	swift.func.op	==(_:_:)	FinanceStore.SaveOrderResult.==(_:_:)	static func == (a: FinanceStore.SaveOrderResult, b: FinanceStore.SaveOrderResult) -> Bool
s:10FinanceKit0A5StoreC15SaveOrderResultO4hash4intoys6HasherVz_tF	swift.method	hash(into:)	FinanceStore.SaveOrderResult.hash(into:)	func hash(into hasher: inout Hasher)
s:10FinanceKit0A5StoreC15SaveOrderResultO5addedyA2EmF	swift.enum.case	FinanceStore.SaveOrderResult.added	FinanceStore.SaveOrderResult.added	case added
s:10FinanceKit0A5StoreC15SaveOrderResultO8AllCasesa	swift.typealias	FinanceStore.SaveOrderResult.AllCases	FinanceStore.SaveOrderResult.AllCases	typealias AllCases = [FinanceStore.SaveOrderResult]
s:10FinanceKit0A5StoreC15SaveOrderResultO8allCasesSayAEGvpZ	swift.type.property	allCases	FinanceStore.SaveOrderResult.allCases	nonisolated static var allCases: [FinanceStore.SaveOrderResult] { get }
s:10FinanceKit0A5StoreC15SaveOrderResultO9cancelledyA2EmF	swift.enum.case	FinanceStore.SaveOrderResult.cancelled	FinanceStore.SaveOrderResult.cancelled	case cancelled
