precise	payloadSHA256	graphPath	ownershipTier	occurrenceCount	canonicalSelection	kind	title	symbolPath	declaration
c:objc(cs)THClient(im)checkPreferredNetworkForActiveOperationalDataset:completion:	9f08bd12be0a6cc79234c059c90b074673a9346f06984da575ea945b3637b625	reference/symbol-graphs/ThreadNetwork.symbols.json	0	1	1	swift.method	checkPreferredNetwork(forActiveOperationalDataset:completion:)	THClient.checkPreferredNetwork(forActiveOperationalDataset:completion:)	func checkPreferredNetwork(forActiveOperationalDataset activeOperationalDataSet: Data, completion: @escaping (Bool) -> Void)
c:objc(cs)THClient(im)checkPreferredNetworkForActiveOperationalDataset:completion:	a006b1fbb9c8340b6549ed6fc600c87de5cf4b7eac7b0be565a8258f75439616	reference/symbol-graphs/ThreadNetwork.symbols.json	0	1	0	swift.method	isPreferred(forActiveOperationalDataset:)	THClient.isPreferred(forActiveOperationalDataset:)	func isPreferred(forActiveOperationalDataset activeOperationalDataSet: Data) async -> Bool
c:objc(cs)THClient(im)deleteCredentialsForBorderAgent:completion:	d593c98480ce2876f712c29f88d619f0034263519152fac9ca7926809923dc8c	reference/symbol-graphs/ThreadNetwork.symbols.json	0	1	1	swift.method	deleteCredentials(forBorderAgent:)	THClient.deleteCredentials(forBorderAgent:)	func deleteCredentials(forBorderAgent borderAgentID: Data) async throws
c:objc(cs)THClient(im)deleteCredentialsForBorderAgent:completion:	3faaf722d0fc97ab403eb41132532623c5051fdfcea9480863d98d88932096ca	reference/symbol-graphs/ThreadNetwork.symbols.json	0	1	0	swift.method	deleteCredentials(forBorderAgent:completion:)	THClient.deleteCredentials(forBorderAgent:completion:)	func deleteCredentials(forBorderAgent borderAgentID: Data, completion: @escaping ((any Error)?) -> Void)
c:objc(cs)THClient(im)isPreferredNetworkAvailableWithCompletion:	bd83784e3687c5728d9f8828a13c34f2820a190aa38a9a1c2eeedd38865a3f3a	reference/symbol-graphs/ThreadNetwork.symbols.json	0	1	1	swift.method	isPreferredAvailable()	THClient.isPreferredAvailable()	func isPreferredAvailable() async -> Bool
c:objc(cs)THClient(im)isPreferredNetworkAvailableWithCompletion:	73fb3e824c01cdd41030fa7d68d03cc7b29d5176c5f6551620e9c98c57771220	reference/symbol-graphs/ThreadNetwork.symbols.json	0	1	0	swift.method	isPreferredNetworkAvailable(completion:)	THClient.isPreferredNetworkAvailable(completion:)	func isPreferredNetworkAvailable(completion: @escaping (Bool) -> Void)
c:objc(cs)THClient(im)retrieveAllActiveCredentials:	342a871b208a9ac2e9da14c01676da7ac6a96177024e5ae1e2d9f5e1c2957731	reference/symbol-graphs/ThreadNetwork.symbols.json	0	1	1	swift.method	allActiveCredentials()	THClient.allActiveCredentials()	func allActiveCredentials() async throws -> Set<THCredentials>
c:objc(cs)THClient(im)retrieveAllActiveCredentials:	a57d1b71d4e60ea1035ffde8f9ee60ea80e427f84581345c4219fda1daec26d4	reference/symbol-graphs/ThreadNetwork.symbols.json	0	1	0	swift.method	retrieveAllActiveCredentials(_:)	THClient.retrieveAllActiveCredentials(_:)	func retrieveAllActiveCredentials(_ completion: @escaping (Set<THCredentials>?, (any Error)?) -> Void)
c:objc(cs)THClient(im)retrieveAllCredentials:	006aac93ce6eee50fb7944619ea8c87399a01063512eca65e13a63ab54852b39	reference/symbol-graphs/ThreadNetwork.symbols.json	0	1	1	swift.method	allCredentials()	THClient.allCredentials()	func allCredentials() async throws -> Set<THCredentials>
c:objc(cs)THClient(im)retrieveAllCredentials:	da4ccbca367d1a0e1d02e9a9bf9fe5c771c0437bde1533e95ba6b4c208da7741	reference/symbol-graphs/ThreadNetwork.symbols.json	0	1	0	swift.method	retrieveAllCredentials(_:)	THClient.retrieveAllCredentials(_:)	func retrieveAllCredentials(_ completion: @escaping (Set<THCredentials>?, (any Error)?) -> Void)
