precise	payloadSHA256	graphPath	ownershipTier	occurrenceCount	canonicalSelection	kind	title	symbolPath	declaration
c:objc(cs)PTChannelManager(cm)channelManagerWithDelegate:restorationDelegate:completionHandler:	66c180c8874832a771a6cd0101d90dbd8a8cb422fec801dd0681b588ba7dec78	reference/symbol-graphs/PushToTalk.symbols.json	0	1	1	swift.type.method	channelManager(delegate:restorationDelegate:)	PTChannelManager.channelManager(delegate:restorationDelegate:)	class func channelManager(delegate: any PTChannelManagerDelegate, restorationDelegate: any PTChannelRestorationDelegate) async throws -> PTChannelManager
c:objc(cs)PTChannelManager(cm)channelManagerWithDelegate:restorationDelegate:completionHandler:	3d2b5c6519a4193fad7e9e73cceacc6387c7252bb36ca703364741f4a84f5d51	reference/symbol-graphs/PushToTalk.symbols.json	0	1	0	swift.type.method	channelManager(delegate:restorationDelegate:completionHandler:)	PTChannelManager.channelManager(delegate:restorationDelegate:completionHandler:)	class func channelManager(delegate: any PTChannelManagerDelegate, restorationDelegate: any PTChannelRestorationDelegate, completionHandler: @escaping (PTChannelManager?, (any Error)?) -> Void)
c:objc(cs)PTChannelManager(im)setAccessoryButtonEventsEnabled:forChannelUUID:completionHandler:	6fc6cb0c352033983bf63e16b9c45ea35dad643148bc1fd835f47bf044eea203	reference/symbol-graphs/PushToTalk.symbols.json	0	1	1	swift.method	setAccessoryButtonEventsEnabled(_:channelUUID:)	PTChannelManager.setAccessoryButtonEventsEnabled(_:channelUUID:)	func setAccessoryButtonEventsEnabled(_ enabled: Bool, channelUUID: UUID) async throws
c:objc(cs)PTChannelManager(im)setAccessoryButtonEventsEnabled:forChannelUUID:completionHandler:	ed65a0d249c38eee5a4f5f96f4faee0d6c9303270e9eb636593ddb45eee5bafc	reference/symbol-graphs/PushToTalk.symbols.json	0	1	0	swift.method	setAccessoryButtonEventsEnabled(_:channelUUID:completionHandler:)	PTChannelManager.setAccessoryButtonEventsEnabled(_:channelUUID:completionHandler:)	func setAccessoryButtonEventsEnabled(_ enabled: Bool, channelUUID: UUID, completionHandler: (((any Error)?) -> Void)? = nil)
c:objc(cs)PTChannelManager(im)setActiveRemoteParticipant:forChannelUUID:completionHandler:	c600961e02b97961d3a316655bb90c04ba71aff7abb3d3efefc4891cbf41fa9a	reference/symbol-graphs/PushToTalk.symbols.json	0	1	1	swift.method	setActiveRemoteParticipant(_:channelUUID:)	PTChannelManager.setActiveRemoteParticipant(_:channelUUID:)	func setActiveRemoteParticipant(_ participant: PTParticipant?, channelUUID: UUID) async throws
c:objc(cs)PTChannelManager(im)setActiveRemoteParticipant:forChannelUUID:completionHandler:	c15aae5816f8653a89416537b70088ca2d8021acd0c94e63bf3352a807d13238	reference/symbol-graphs/PushToTalk.symbols.json	0	1	0	swift.method	setActiveRemoteParticipant(_:channelUUID:completionHandler:)	PTChannelManager.setActiveRemoteParticipant(_:channelUUID:completionHandler:)	func setActiveRemoteParticipant(_ participant: PTParticipant?, channelUUID: UUID, completionHandler: (((any Error)?) -> Void)? = nil)
c:objc(cs)PTChannelManager(im)setChannelDescriptor:forChannelUUID:completionHandler:	96ef3c92af25267da5ef4e005577e18f00ff4339226ccc872dc0baa147d65f57	reference/symbol-graphs/PushToTalk.symbols.json	0	1	1	swift.method	setChannelDescriptor(_:channelUUID:)	PTChannelManager.setChannelDescriptor(_:channelUUID:)	func setChannelDescriptor(_ channelDescriptor: PTChannelDescriptor, channelUUID: UUID) async throws
c:objc(cs)PTChannelManager(im)setChannelDescriptor:forChannelUUID:completionHandler:	4bce86f5f8ea791ff25a7611fcd1b4c2fd66203d62f2ef221e88a5d168f21c86	reference/symbol-graphs/PushToTalk.symbols.json	0	1	0	swift.method	setChannelDescriptor(_:channelUUID:completionHandler:)	PTChannelManager.setChannelDescriptor(_:channelUUID:completionHandler:)	func setChannelDescriptor(_ channelDescriptor: PTChannelDescriptor, channelUUID: UUID, completionHandler: (((any Error)?) -> Void)? = nil)
c:objc(cs)PTChannelManager(im)setServiceStatus:forChannelUUID:completionHandler:	6b491189dc101f9070204f495da31ed815afb90d486025562213692ea6fd53d5	reference/symbol-graphs/PushToTalk.symbols.json	0	1	1	swift.method	setServiceStatus(_:channelUUID:)	PTChannelManager.setServiceStatus(_:channelUUID:)	func setServiceStatus(_ status: PTServiceStatus, channelUUID: UUID) async throws
c:objc(cs)PTChannelManager(im)setServiceStatus:forChannelUUID:completionHandler:	bab4457051bd16c618ed2674bb02f64a309b0a9a6e0fd329edc4c7ec22024764	reference/symbol-graphs/PushToTalk.symbols.json	0	1	0	swift.method	setServiceStatus(_:channelUUID:completionHandler:)	PTChannelManager.setServiceStatus(_:channelUUID:completionHandler:)	func setServiceStatus(_ status: PTServiceStatus, channelUUID: UUID, completionHandler: (((any Error)?) -> Void)? = nil)
c:objc(cs)PTChannelManager(im)setTransmissionMode:forChannelUUID:completionHandler:	d4598e6ce872b9b148514e3f2f43fda7169d937c9347adc1bdd3aeb7048670cc	reference/symbol-graphs/PushToTalk.symbols.json	0	1	1	swift.method	setTransmissionMode(_:channelUUID:)	PTChannelManager.setTransmissionMode(_:channelUUID:)	func setTransmissionMode(_ transmissionMode: PTTransmissionMode, channelUUID: UUID) async throws
c:objc(cs)PTChannelManager(im)setTransmissionMode:forChannelUUID:completionHandler:	3dbc13851266337623385d0586930bbd2ae588a5f86a02f325a912e864fe11c5	reference/symbol-graphs/PushToTalk.symbols.json	0	1	0	swift.method	setTransmissionMode(_:channelUUID:completionHandler:)	PTChannelManager.setTransmissionMode(_:channelUUID:completionHandler:)	func setTransmissionMode(_ transmissionMode: PTTransmissionMode, channelUUID: UUID, completionHandler: (((any Error)?) -> Void)? = nil)
c:objc(pl)PTChannelManagerDelegate(im)incomingServiceUpdatePushForChannelManager:channelUUID:pushPayload:isHighPriority:remainingHighPriorityBudget:withCompletionHandler:	00c5d815b7544d1dd63573f0050ec92f6f55dcca29d19582c146a13a9e7e5d23	reference/symbol-graphs/PushToTalk.symbols.json	0	1	1	swift.method	incomingServiceUpdatePush(channelManager:channelUUID:pushPayload:isHighPriority:remainingHighPriorityBudget:)	PTChannelManagerDelegate.incomingServiceUpdatePush(channelManager:channelUUID:pushPayload:isHighPriority:remainingHighPriorityBudget:)	optional func incomingServiceUpdatePush(channelManager: PTChannelManager, channelUUID: UUID, pushPayload: [String : Any], isHighPriority: Bool, remainingHighPriorityBudget: Int) async
c:objc(pl)PTChannelManagerDelegate(im)incomingServiceUpdatePushForChannelManager:channelUUID:pushPayload:isHighPriority:remainingHighPriorityBudget:withCompletionHandler:	2f349cf8dfa02647e9cbf99e5dc093d684cfdabf5abdc7a74ba2015e9dd9e902	reference/symbol-graphs/PushToTalk.symbols.json	0	1	0	swift.method	incomingServiceUpdatePush(channelManager:channelUUID:pushPayload:isHighPriority:remainingHighPriorityBudget:completion:)	PTChannelManagerDelegate.incomingServiceUpdatePush(channelManager:channelUUID:pushPayload:isHighPriority:remainingHighPriorityBudget:completion:)	optional func incomingServiceUpdatePush(channelManager: PTChannelManager, channelUUID: UUID, pushPayload: [String : Any], isHighPriority: Bool, remainingHighPriorityBudget: Int, completion: @escaping () -> Void)
s:SQsE2neoiySbx_xtFZ::SYNTHESIZED::c:@E@PTChannelError	f51324bbd835d9376dbfe47f40b103e63f2c6756806ce87538e5aed126c5dfb5	reference/symbol-graphs/PushToTalk.symbols.json	0	1	1	swift.func.op	!=(_:_:)	PTChannelError.!=(_:_:)	static func != (lhs: Self, rhs: Self) -> Bool
s:SQsE2neoiySbx_xtFZ::SYNTHESIZED::c:@E@PTChannelError	556385fa43335ce8af758fd849d920c4d67c557cf1a06262ce766dc3c9cc34f5	reference/symbol-graphs/PushToTalk.symbols.json	0	1	0	swift.func.op	!=(_:_:)	PTChannelError.Code.!=(_:_:)	static func != (lhs: Self, rhs: Self) -> Bool
