precise	payloadSHA256	graphPath	ownershipTier	occurrenceCount	canonicalSelection	kind	title	symbolPath	declaration
c:objc(cs)ICCameraDevice(im)requestSendPTPCommand:outData:completion:	841ad414be94fc3ae6aa7e03ee0e82218d10beb45c9ed177a2aae65fefe90797	reference/symbol-graphs/ImageCaptureCore.symbols.json	0	1	1	swift.method	requestSendPTPCommand(_:outData:)	ICCameraDevice.requestSendPTPCommand(_:outData:)	func requestSendPTPCommand(_ ptpCommand: Data, outData ptpData: Data?) async throws -> (Data, Data)
c:objc(cs)ICCameraDevice(im)requestSendPTPCommand:outData:completion:	1dd75191759605871aa1f4db12ede6a0cab87b6ccd536a1e52e0ab8b70c68d30	reference/symbol-graphs/ImageCaptureCore.symbols.json	0	1	0	swift.method	requestSendPTPCommand(_:outData:completion:)	ICCameraDevice.requestSendPTPCommand(_:outData:completion:)	func requestSendPTPCommand(_ ptpCommand: Data, outData ptpData: Data?, completion: @escaping (Data, Data, (any Error)?) -> Void)
c:objc(cs)ICCameraFile(im)requestFingerprintWithCompletion:	df33f229a7837d34bd3a16d31e0b2589716efe78c60a1b30f7aa7b51b0c42b88	reference/symbol-graphs/ImageCaptureCore.symbols.json	0	1	1	swift.method	requestFingerprint(completion:)	ICCameraFile.requestFingerprint(completion:)	func requestFingerprint(completion: @escaping (String?, (any Error)?) -> Void)
c:objc(cs)ICCameraFile(im)requestFingerprintWithCompletion:	59044492599885712af5571060d583a4d717a95d6f05998dd8bd3d3aa3fbbf4c	reference/symbol-graphs/ImageCaptureCore.symbols.json	0	1	0	swift.method	requestFingerprint()	ICCameraFile.requestFingerprint()	func requestFingerprint() async throws -> String
c:objc(cs)ICCameraFile(im)requestMetadataDictionaryWithOptions:completion:	ff8b320e528f454c4c919d3a2127173c224d135f5e7be06b8eb3eb50cde1f572	reference/symbol-graphs/ImageCaptureCore.symbols.json	0	1	1	swift.method	requestMetadataDictionary(options:)	ICCameraFile.requestMetadataDictionary(options:)	func requestMetadataDictionary(options: [ICCameraItemMetadataOption : Any]? = nil) async throws -> [AnyHashable : Any]
c:objc(cs)ICCameraFile(im)requestMetadataDictionaryWithOptions:completion:	50a142545a48e23b3434bd5277dcc57dc4646e0ae9fcca8417c9919c7d8d1a78	reference/symbol-graphs/ImageCaptureCore.symbols.json	0	1	0	swift.method	requestMetadataDictionary(options:completion:)	ICCameraFile.requestMetadataDictionary(options:completion:)	func requestMetadataDictionary(options: [ICCameraItemMetadataOption : Any]? = nil, completion: @escaping ([AnyHashable : Any]?, (any Error)?) -> Void)
c:objc(cs)ICCameraFile(im)requestReadDataAtOffset:length:completion:	280de814957e1f7bb3c454ae1a46fadf1f6947cb01bc9d54f6f5722489bd35c0	reference/symbol-graphs/ImageCaptureCore.symbols.json	0	1	1	swift.method	requestReadData(atOffset:length:)	ICCameraFile.requestReadData(atOffset:length:)	func requestReadData(atOffset offset: off_t, length: off_t) async throws -> Data
c:objc(cs)ICCameraFile(im)requestReadDataAtOffset:length:completion:	15d69728654960a15d22b256390ce84dba473b6d5ea37fa46144f7a95f80a8c2	reference/symbol-graphs/ImageCaptureCore.symbols.json	0	1	0	swift.method	requestReadData(atOffset:length:completion:)	ICCameraFile.requestReadData(atOffset:length:completion:)	func requestReadData(atOffset offset: off_t, length: off_t, completion: @escaping (Data?, (any Error)?) -> Void)
c:objc(cs)ICCameraFile(im)requestSecurityScopedURLWithCompletion:	38ddb4e8e4ef8899c49c9c62896b9bd84078ce9dfa561c1787436f46c165e45f	reference/symbol-graphs/ImageCaptureCore.symbols.json	0	1	1	swift.method	requestSecurityScopedURL(completion:)	ICCameraFile.requestSecurityScopedURL(completion:)	func requestSecurityScopedURL(completion: @escaping (URL?, (any Error)?) -> Void)
c:objc(cs)ICCameraFile(im)requestSecurityScopedURLWithCompletion:	9497ebf5f34e6d8f2c1bb732e95731a8a807b6d3aa492885711c0a602bf89b1b	reference/symbol-graphs/ImageCaptureCore.symbols.json	0	1	0	swift.method	requestSecurityScopedURL()	ICCameraFile.requestSecurityScopedURL()	func requestSecurityScopedURL() async throws -> URL
