precise	kind	title	path	declaration
c:@E@HKActivityMoveMode	swift.enum	HKActivityMoveMode	HKActivityMoveMode	enum HKActivityMoveMode
c:@E@HKActivityMoveMode@HKActivityMoveModeActiveEnergy	swift.enum.case	HKActivityMoveMode.activeEnergy	HKActivityMoveMode.activeEnergy	case activeEnergy
c:@E@HKActivityMoveMode@HKActivityMoveModeAppleMoveTime	swift.enum.case	HKActivityMoveMode.appleMoveTime	HKActivityMoveMode.appleMoveTime	case appleMoveTime
c:@E@HKAppleECGAlgorithmVersion	swift.enum	HKAppleECGAlgorithmVersion	HKAppleECGAlgorithmVersion	enum HKAppleECGAlgorithmVersion
c:@E@HKAppleECGAlgorithmVersion@HKAppleECGAlgorithmVersion1	swift.enum.case	HKAppleECGAlgorithmVersion.version1	HKAppleECGAlgorithmVersion.version1	case version1
c:@E@HKAppleECGAlgorithmVersion@HKAppleECGAlgorithmVersion2	swift.enum.case	HKAppleECGAlgorithmVersion.version2	HKAppleECGAlgorithmVersion.version2	case version2
c:@E@HKAppleSleepingBreathingDisturbancesClassification	swift.enum	HKAppleSleepingBreathingDisturbancesClassification	HKAppleSleepingBreathingDisturbancesClassification	enum HKAppleSleepingBreathingDisturbancesClassification
c:@E@HKAppleSleepingBreathingDisturbancesClassification@HKAppleSleepingBreathingDisturbancesClassificationElevated	swift.enum.case	HKAppleSleepingBreathingDisturbancesClassification.elevated	HKAppleSleepingBreathingDisturbancesClassification.elevated	case elevated
c:@E@HKAppleSleepingBreathingDisturbancesClassification@HKAppleSleepingBreathingDisturbancesClassificationNotElevated	swift.enum.case	HKAppleSleepingBreathingDisturbancesClassification.notElevated	HKAppleSleepingBreathingDisturbancesClassification.notElevated	case notElevated
c:@E@HKAppleWalkingSteadinessClassification	swift.enum	HKAppleWalkingSteadinessClassification	HKAppleWalkingSteadinessClassification	enum HKAppleWalkingSteadinessClassification
c:@E@HKAppleWalkingSteadinessClassification@HKAppleWalkingSteadinessClassificationLow	swift.enum.case	HKAppleWalkingSteadinessClassification.low	HKAppleWalkingSteadinessClassification.low	case low
c:@E@HKAppleWalkingSteadinessClassification@HKAppleWalkingSteadinessClassificationOK	swift.enum.case	HKAppleWalkingSteadinessClassification.ok	HKAppleWalkingSteadinessClassification.ok	case ok
c:@E@HKAppleWalkingSteadinessClassification@HKAppleWalkingSteadinessClassificationVeryLow	swift.enum.case	HKAppleWalkingSteadinessClassification.veryLow	HKAppleWalkingSteadinessClassification.veryLow	case veryLow
c:@E@HKAudiogramConductionType	swift.enum	HKAudiogramConductionType	HKAudiogramConductionType	enum HKAudiogramConductionType
c:@E@HKAudiogramConductionType@HKAudiogramConductionTypeAir	swift.enum.case	HKAudiogramConductionType.air	HKAudiogramConductionType.air	case air
c:@E@HKAudiogramSensitivityTestSide	swift.enum	HKAudiogramSensitivityTestSide	HKAudiogramSensitivityTestSide	enum HKAudiogramSensitivityTestSide
c:@E@HKAudiogramSensitivityTestSide@HKAudiogramSensitivityTestSideLeft	swift.enum.case	HKAudiogramSensitivityTestSide.left	HKAudiogramSensitivityTestSide.left	case left
c:@E@HKAudiogramSensitivityTestSide@HKAudiogramSensitivityTestSideRight	swift.enum.case	HKAudiogramSensitivityTestSide.right	HKAudiogramSensitivityTestSide.right	case right
c:@E@HKAuthorizationRequestStatus	swift.enum	HKAuthorizationRequestStatus	HKAuthorizationRequestStatus	enum HKAuthorizationRequestStatus
c:@E@HKAuthorizationRequestStatus@HKAuthorizationRequestStatusShouldRequest	swift.enum.case	HKAuthorizationRequestStatus.shouldRequest	HKAuthorizationRequestStatus.shouldRequest	case shouldRequest
c:@E@HKAuthorizationRequestStatus@HKAuthorizationRequestStatusUnknown	swift.enum.case	HKAuthorizationRequestStatus.unknown	HKAuthorizationRequestStatus.unknown	case unknown
c:@E@HKAuthorizationRequestStatus@HKAuthorizationRequestStatusUnnecessary	swift.enum.case	HKAuthorizationRequestStatus.unnecessary	HKAuthorizationRequestStatus.unnecessary	case unnecessary
c:@E@HKAuthorizationStatus	swift.enum	HKAuthorizationStatus	HKAuthorizationStatus	enum HKAuthorizationStatus
c:@E@HKAuthorizationStatus@HKAuthorizationStatusNotDetermined	swift.enum.case	HKAuthorizationStatus.notDetermined	HKAuthorizationStatus.notDetermined	case notDetermined
c:@E@HKAuthorizationStatus@HKAuthorizationStatusSharingAuthorized	swift.enum.case	HKAuthorizationStatus.sharingAuthorized	HKAuthorizationStatus.sharingAuthorized	case sharingAuthorized
c:@E@HKAuthorizationStatus@HKAuthorizationStatusSharingDenied	swift.enum.case	HKAuthorizationStatus.sharingDenied	HKAuthorizationStatus.sharingDenied	case sharingDenied
c:@E@HKBiologicalSex	swift.enum	HKBiologicalSex	HKBiologicalSex	enum HKBiologicalSex
c:@E@HKBiologicalSex@HKBiologicalSexFemale	swift.enum.case	HKBiologicalSex.female	HKBiologicalSex.female	case female
c:@E@HKBiologicalSex@HKBiologicalSexMale	swift.enum.case	HKBiologicalSex.male	HKBiologicalSex.male	case male
c:@E@HKBiologicalSex@HKBiologicalSexNotSet	swift.enum.case	HKBiologicalSex.notSet	HKBiologicalSex.notSet	case notSet
c:@E@HKBiologicalSex@HKBiologicalSexOther	swift.enum.case	HKBiologicalSex.other	HKBiologicalSex.other	case other
c:@E@HKBloodGlucoseMealTime	swift.enum	HKBloodGlucoseMealTime	HKBloodGlucoseMealTime	enum HKBloodGlucoseMealTime
c:@E@HKBloodGlucoseMealTime@HKBloodGlucoseMealTimePostprandial	swift.enum.case	HKBloodGlucoseMealTime.postprandial	HKBloodGlucoseMealTime.postprandial	case postprandial
c:@E@HKBloodGlucoseMealTime@HKBloodGlucoseMealTimePreprandial	swift.enum.case	HKBloodGlucoseMealTime.preprandial	HKBloodGlucoseMealTime.preprandial	case preprandial
c:@E@HKBloodType	swift.enum	HKBloodType	HKBloodType	enum HKBloodType
c:@E@HKBloodType@HKBloodTypeABNegative	swift.enum.case	HKBloodType.abNegative	HKBloodType.abNegative	case abNegative
c:@E@HKBloodType@HKBloodTypeABPositive	swift.enum.case	HKBloodType.abPositive	HKBloodType.abPositive	case abPositive
c:@E@HKBloodType@HKBloodTypeANegative	swift.enum.case	HKBloodType.aNegative	HKBloodType.aNegative	case aNegative
c:@E@HKBloodType@HKBloodTypeAPositive	swift.enum.case	HKBloodType.aPositive	HKBloodType.aPositive	case aPositive
c:@E@HKBloodType@HKBloodTypeBNegative	swift.enum.case	HKBloodType.bNegative	HKBloodType.bNegative	case bNegative
c:@E@HKBloodType@HKBloodTypeBPositive	swift.enum.case	HKBloodType.bPositive	HKBloodType.bPositive	case bPositive
c:@E@HKBloodType@HKBloodTypeNotSet	swift.enum.case	HKBloodType.notSet	HKBloodType.notSet	case notSet
c:@E@HKBloodType@HKBloodTypeONegative	swift.enum.case	HKBloodType.oNegative	HKBloodType.oNegative	case oNegative
c:@E@HKBloodType@HKBloodTypeOPositive	swift.enum.case	HKBloodType.oPositive	HKBloodType.oPositive	case oPositive
c:@E@HKBodyTemperatureSensorLocation	swift.enum	HKBodyTemperatureSensorLocation	HKBodyTemperatureSensorLocation	enum HKBodyTemperatureSensorLocation
c:@E@HKBodyTemperatureSensorLocation@HKBodyTemperatureSensorLocationArmpit	swift.enum.case	HKBodyTemperatureSensorLocation.armpit	HKBodyTemperatureSensorLocation.armpit	case armpit
c:@E@HKBodyTemperatureSensorLocation@HKBodyTemperatureSensorLocationBody	swift.enum.case	HKBodyTemperatureSensorLocation.body	HKBodyTemperatureSensorLocation.body	case body
c:@E@HKBodyTemperatureSensorLocation@HKBodyTemperatureSensorLocationEar	swift.enum.case	HKBodyTemperatureSensorLocation.ear	HKBodyTemperatureSensorLocation.ear	case ear
c:@E@HKBodyTemperatureSensorLocation@HKBodyTemperatureSensorLocationEarDrum	swift.enum.case	HKBodyTemperatureSensorLocation.earDrum	HKBodyTemperatureSensorLocation.earDrum	case earDrum
c:@E@HKBodyTemperatureSensorLocation@HKBodyTemperatureSensorLocationFinger	swift.enum.case	HKBodyTemperatureSensorLocation.finger	HKBodyTemperatureSensorLocation.finger	case finger
c:@E@HKBodyTemperatureSensorLocation@HKBodyTemperatureSensorLocationForehead	swift.enum.case	HKBodyTemperatureSensorLocation.forehead	HKBodyTemperatureSensorLocation.forehead	case forehead
c:@E@HKBodyTemperatureSensorLocation@HKBodyTemperatureSensorLocationGastroIntestinal	swift.enum.case	HKBodyTemperatureSensorLocation.gastroIntestinal	HKBodyTemperatureSensorLocation.gastroIntestinal	case gastroIntestinal
c:@E@HKBodyTemperatureSensorLocation@HKBodyTemperatureSensorLocationMouth	swift.enum.case	HKBodyTemperatureSensorLocation.mouth	HKBodyTemperatureSensorLocation.mouth	case mouth
c:@E@HKBodyTemperatureSensorLocation@HKBodyTemperatureSensorLocationOther	swift.enum.case	HKBodyTemperatureSensorLocation.other	HKBodyTemperatureSensorLocation.other	case other
c:@E@HKBodyTemperatureSensorLocation@HKBodyTemperatureSensorLocationRectum	swift.enum.case	HKBodyTemperatureSensorLocation.rectum	HKBodyTemperatureSensorLocation.rectum	case rectum
c:@E@HKBodyTemperatureSensorLocation@HKBodyTemperatureSensorLocationTemporalArtery	swift.enum.case	HKBodyTemperatureSensorLocation.temporalArtery	HKBodyTemperatureSensorLocation.temporalArtery	case temporalArtery
c:@E@HKBodyTemperatureSensorLocation@HKBodyTemperatureSensorLocationToe	swift.enum.case	HKBodyTemperatureSensorLocation.toe	HKBodyTemperatureSensorLocation.toe	case toe
c:@E@HKCategoryValue	swift.enum	HKCategoryValue	HKCategoryValue	enum HKCategoryValue
c:@E@HKCategoryValue@HKCategoryValueNotApplicable	swift.enum.case	HKCategoryValue.notApplicable	HKCategoryValue.notApplicable	case notApplicable
c:@E@HKCategoryValueAppetiteChanges	swift.enum	HKCategoryValueAppetiteChanges	HKCategoryValueAppetiteChanges	enum HKCategoryValueAppetiteChanges
c:@E@HKCategoryValueAppetiteChanges@HKCategoryValueAppetiteChangesDecreased	swift.enum.case	HKCategoryValueAppetiteChanges.decreased	HKCategoryValueAppetiteChanges.decreased	case decreased
c:@E@HKCategoryValueAppetiteChanges@HKCategoryValueAppetiteChangesIncreased	swift.enum.case	HKCategoryValueAppetiteChanges.increased	HKCategoryValueAppetiteChanges.increased	case increased
c:@E@HKCategoryValueAppetiteChanges@HKCategoryValueAppetiteChangesNoChange	swift.enum.case	HKCategoryValueAppetiteChanges.noChange	HKCategoryValueAppetiteChanges.noChange	case noChange
c:@E@HKCategoryValueAppetiteChanges@HKCategoryValueAppetiteChangesUnspecified	swift.enum.case	HKCategoryValueAppetiteChanges.unspecified	HKCategoryValueAppetiteChanges.unspecified	case unspecified
c:@E@HKCategoryValueAppleStandHour	swift.enum	HKCategoryValueAppleStandHour	HKCategoryValueAppleStandHour	enum HKCategoryValueAppleStandHour
c:@E@HKCategoryValueAppleStandHour@HKCategoryValueAppleStandHourIdle	swift.enum.case	HKCategoryValueAppleStandHour.idle	HKCategoryValueAppleStandHour.idle	case idle
c:@E@HKCategoryValueAppleStandHour@HKCategoryValueAppleStandHourStood	swift.enum.case	HKCategoryValueAppleStandHour.stood	HKCategoryValueAppleStandHour.stood	case stood
c:@E@HKCategoryValueAppleWalkingSteadinessEvent	swift.enum	HKCategoryValueAppleWalkingSteadinessEvent	HKCategoryValueAppleWalkingSteadinessEvent	enum HKCategoryValueAppleWalkingSteadinessEvent
c:@E@HKCategoryValueAppleWalkingSteadinessEvent@HKCategoryValueAppleWalkingSteadinessEventInitialLow	swift.enum.case	HKCategoryValueAppleWalkingSteadinessEvent.initialLow	HKCategoryValueAppleWalkingSteadinessEvent.initialLow	case initialLow
c:@E@HKCategoryValueAppleWalkingSteadinessEvent@HKCategoryValueAppleWalkingSteadinessEventInitialVeryLow	swift.enum.case	HKCategoryValueAppleWalkingSteadinessEvent.initialVeryLow	HKCategoryValueAppleWalkingSteadinessEvent.initialVeryLow	case initialVeryLow
c:@E@HKCategoryValueAppleWalkingSteadinessEvent@HKCategoryValueAppleWalkingSteadinessEventRepeatLow	swift.enum.case	HKCategoryValueAppleWalkingSteadinessEvent.repeatLow	HKCategoryValueAppleWalkingSteadinessEvent.repeatLow	case repeatLow
