precise	payloadSHA256	graphPath	ownershipTier	occurrenceCount	canonicalSelection	kind	title	symbolPath	declaration
c:objc(pl)BEScrollViewDelegate(im)scrollView:handleScrollUpdate:completion:	b7a71b3fb8fead0dcd966c536b57408afe2e4b56e0b00da7f9e989475420aa46	reference/symbol-graphs/BrowserEngineKit.symbols.json	0	1	1	swift.method	scrollView(_:handle:)	BEScrollViewDelegate.scrollView(_:handle:)	@MainActor optional func scrollView(_ scrollView: BEScrollView, handle scrollUpdate: BEScrollViewScrollUpdate) async -> Bool
c:objc(pl)BEScrollViewDelegate(im)scrollView:handleScrollUpdate:completion:	2e2c234e54d2414e0dcaf1e7fdbb9ee941d31dc24df098d2aaa6d4b3090e98c7	reference/symbol-graphs/BrowserEngineKit.symbols.json	0	1	0	swift.method	scrollView(_:handle:completion:)	BEScrollViewDelegate.scrollView(_:handle:completion:)	@MainActor optional func scrollView(_ scrollView: BEScrollView, handle scrollUpdate: BEScrollViewScrollUpdate, completion: @escaping (Bool) -> Void)
c:objc(pl)BETextInput(im)adjustSelectionByRange:completionHandler:	8534e8cb603fa88241fd1c90f56e11acbe89fa6310b12a26a827b7cb0729a26e	reference/symbol-graphs/BrowserEngineKit.symbols.json	0	1	1	swift.method	adjustSelection(by:)	BETextInput.adjustSelection(by:)	func adjustSelection(by range: BEDirectionalTextRange) async
c:objc(pl)BETextInput(im)adjustSelectionByRange:completionHandler:	9d9291e6b5ac357e12c918b0ba07c3a827d9de3206c69674b85d5a91aabfffb0	reference/symbol-graphs/BrowserEngineKit.symbols.json	0	1	0	swift.method	adjustSelection(by:completionHandler:)	BETextInput.adjustSelection(by:completionHandler:)	func adjustSelection(by range: BEDirectionalTextRange, completionHandler: @escaping () -> Void)
c:objc(pl)BETextInput(im)handleKeyEntry:withCompletionHandler:	9297dab842f43e8811bab6b327f5380fa3a1526e1e7b6f762bf7e3c65af3ad34	reference/symbol-graphs/BrowserEngineKit.symbols.json	0	1	1	swift.method	handleKeyEntry(_:)	BETextInput.handleKeyEntry(_:)	func handleKeyEntry(_ entry: BEKeyEntry) async -> (BEKeyEntry, Bool)
c:objc(pl)BETextInput(im)handleKeyEntry:withCompletionHandler:	dce2e05c1b98e444b2fc84c39b46f0bf68e73f295496eabf992a1ebfea1cd663	reference/symbol-graphs/BrowserEngineKit.symbols.json	0	1	0	swift.method	handleKeyEntry(_:completionHandler:)	BETextInput.handleKeyEntry(_:completionHandler:)	func handleKeyEntry(_ entry: BEKeyEntry, completionHandler: @escaping (BEKeyEntry, Bool) -> Void)
c:objc(pl)BETextInput(im)insertTextPlaceholderWithSize:completionHandler:	16d5e10bbecb915a7474a76f310305dd48cb03095b877a07c743f66e32971fc0	reference/symbol-graphs/BrowserEngineKit.symbols.json	0	1	1	swift.method	insertTextPlaceholder(size:)	BETextInput.insertTextPlaceholder(size:)	func insertTextPlaceholder(size: CGSize) async -> UITextPlaceholder
c:objc(pl)BETextInput(im)insertTextPlaceholderWithSize:completionHandler:	4a8577816a4cac24701cb73111c8ad87f8672fc4c4aa7b81020c7f123d227e40	reference/symbol-graphs/BrowserEngineKit.symbols.json	0	1	0	swift.method	insertTextPlaceholder(size:completionHandler:)	BETextInput.insertTextPlaceholder(size:completionHandler:)	func insertTextPlaceholder(size: CGSize, completionHandler: @escaping (UITextPlaceholder) -> Void)
c:objc(pl)BETextInput(im)moveSelectionAtBoundary:inStorageDirection:completionHandler:	8ee7970c3845502ae6439549f331decea9805b10264d4a422943dca5b808bb8d	reference/symbol-graphs/BrowserEngineKit.symbols.json	0	1	1	swift.method	moveSelection(atBoundary:in:)	BETextInput.moveSelection(atBoundary:in:)	func moveSelection(atBoundary granularity: UITextGranularity, in direction: UITextStorageDirection) async
c:objc(pl)BETextInput(im)moveSelectionAtBoundary:inStorageDirection:completionHandler:	59ce2f1b89c76b2b8afffa144575c826799da0accb9d8dd824d01d01de53c19e	reference/symbol-graphs/BrowserEngineKit.symbols.json	0	1	0	swift.method	moveSelection(atBoundary:in:completionHandler:)	BETextInput.moveSelection(atBoundary:in:completionHandler:)	func moveSelection(atBoundary granularity: UITextGranularity, in direction: UITextStorageDirection, completionHandler: @escaping () -> Void)
c:objc(pl)BETextInput(im)removeTextPlaceholder:willInsertText:completionHandler:	b86b4b39e111f24ca4a6241947860a585ff4cc40bd564390b4686324633a1214	reference/symbol-graphs/BrowserEngineKit.symbols.json	0	1	1	swift.method	remove(_:willInsertText:)	BETextInput.remove(_:willInsertText:)	func remove(_ placeholder: UITextPlaceholder, willInsertText: Bool) async
c:objc(pl)BETextInput(im)removeTextPlaceholder:willInsertText:completionHandler:	5d863e29e25f60f5d3600e3b1a981a6d7d3a160897b9422486981041e931d335	reference/symbol-graphs/BrowserEngineKit.symbols.json	0	1	0	swift.method	remove(_:willInsertText:completionHandler:)	BETextInput.remove(_:willInsertText:completionHandler:)	func remove(_ placeholder: UITextPlaceholder, willInsertText: Bool, completionHandler: @escaping () -> Void)
c:objc(pl)BETextInput(im)replaceText:withText:options:completionHandler:	d804e05808d244fc0d66e14694a619486e217ca2cf1010d9a60699099c8c18fa	reference/symbol-graphs/BrowserEngineKit.symbols.json	0	1	1	swift.method	replaceText(_:withText:options:)	BETextInput.replaceText(_:withText:options:)	func replaceText(_ originalText: String, withText replacementText: String, options: BETextReplacementOptions = []) async -> [UITextSelectionRect]
c:objc(pl)BETextInput(im)replaceText:withText:options:completionHandler:	618ed0ad455e94218eb2af724f68c910c1ca29c85ed1fa8fc964a8b8a39d3d9c	reference/symbol-graphs/BrowserEngineKit.symbols.json	0	1	0	swift.method	replaceText(_:withText:options:completionHandler:)	BETextInput.replaceText(_:withText:options:completionHandler:)	func replaceText(_ originalText: String, withText replacementText: String, options: BETextReplacementOptions = [], completionHandler: @escaping ([UITextSelectionRect]) -> Void)
c:objc(pl)BETextInput(im)requestDocumentContext:completionHandler:	7b0c42876413ba73517148f3fb39a0685f28c049f0f45a3696b4302618ce02c1	reference/symbol-graphs/BrowserEngineKit.symbols.json	0	1	1	swift.method	requestDocumentContext(_:)	BETextInput.requestDocumentContext(_:)	func requestDocumentContext(_ request: BETextDocumentRequest) async -> BETextDocumentContext
c:objc(pl)BETextInput(im)requestDocumentContext:completionHandler:	a1df5ec0b8ac110e09e4a125d33904fccc6b3a230fc3b4e5d710635966aec3dd	reference/symbol-graphs/BrowserEngineKit.symbols.json	0	1	0	swift.method	requestDocumentContext(_:completionHandler:)	BETextInput.requestDocumentContext(_:completionHandler:)	func requestDocumentContext(_ request: BETextDocumentRequest, completionHandler: @escaping (BETextDocumentContext) -> Void)
c:objc(pl)BETextInput(im)requestPreferredArrowDirectionForEditMenuWithCompletionHandler:	6cebdb8e3eacff086c04c90aa9d5c00ca53892db7dfe12ad62db53c33fad1ce6	reference/symbol-graphs/BrowserEngineKit.symbols.json	0	1	1	swift.method	requestPreferredArrowDirectionForEditMenu(completionHandler:)	BETextInput.requestPreferredArrowDirectionForEditMenu(completionHandler:)	func requestPreferredArrowDirectionForEditMenu(completionHandler: @escaping (UIEditMenuArrowDirection) -> Void)
c:objc(pl)BETextInput(im)requestPreferredArrowDirectionForEditMenuWithCompletionHandler:	1ee75a32f03c8ac9052a16f75d658e7927d5aee03bc6b13ad1d280e3acac8cfc	reference/symbol-graphs/BrowserEngineKit.symbols.json	0	1	0	swift.method	requestPreferredArrowDirectionForEditMenu()	BETextInput.requestPreferredArrowDirectionForEditMenu()	func requestPreferredArrowDirectionForEditMenu() async -> UIEditMenuArrowDirection
c:objc(pl)BETextInput(im)requestTextContextForAutocorrectionWithCompletionHandler:	3413d6ffdad4d4c681db389af2a791ca213e42327b67c3385e21bf60cf24ad9e	reference/symbol-graphs/BrowserEngineKit.symbols.json	0	1	1	swift.method	requestTextContextForAutocorrection(completionHandler:)	BETextInput.requestTextContextForAutocorrection(completionHandler:)	func requestTextContextForAutocorrection(completionHandler: @escaping (BETextDocumentContext) -> Void)
c:objc(pl)BETextInput(im)requestTextContextForAutocorrectionWithCompletionHandler:	7d0647e2344590f85f9dbbf12b8e11fdf7810fab8913b9f1fc287edb17afb56d	reference/symbol-graphs/BrowserEngineKit.symbols.json	0	1	0	swift.method	requestTextContextForAutocorrection()	BETextInput.requestTextContextForAutocorrection()	func requestTextContextForAutocorrection() async -> BETextDocumentContext
c:objc(pl)BETextInput(im)requestTextRectsForString:withCompletionHandler:	8a9fe822e2b864a940f246dc787f1ae33dddf94b2e0c9ed2290ec6661a41a613	reference/symbol-graphs/BrowserEngineKit.symbols.json	0	1	1	swift.method	requestTextRects(for:)	BETextInput.requestTextRects(for:)	func requestTextRects(for input: String) async -> [UITextSelectionRect]
c:objc(pl)BETextInput(im)requestTextRectsForString:withCompletionHandler:	d93dec62432c6dd02311b9cefc0a4390f5b167e4e3072232be3f7e57338e3804	reference/symbol-graphs/BrowserEngineKit.symbols.json	0	1	0	swift.method	requestTextRects(for:withCompletionHandler:)	BETextInput.requestTextRects(for:withCompletionHandler:)	func requestTextRects(for input: String, withCompletionHandler completionHandler: @escaping ([UITextSelectionRect]) -> Void)
c:objc(pl)BETextInput(im)selectPositionAtPoint:completionHandler:	21b75e2ed192f692ca76fa98b58af2a7b4e6b59dcd740e61fad058031880134c	reference/symbol-graphs/BrowserEngineKit.symbols.json	0	1	1	swift.method	selectPosition(at:)	BETextInput.selectPosition(at:)	func selectPosition(at point: CGPoint) async
c:objc(pl)BETextInput(im)selectPositionAtPoint:completionHandler:	8a05b5e8d756fc789e54864a8a5e9dc58995576a69fec783d0e5155f93192b6f	reference/symbol-graphs/BrowserEngineKit.symbols.json	0	1	0	swift.method	selectPosition(at:completionHandler:)	BETextInput.selectPosition(at:completionHandler:)	func selectPosition(at point: CGPoint, completionHandler: @escaping () -> Void)
