precise	payloadSHA256	graphPath	ownershipTier	occurrenceCount	canonicalSelection	kind	title	symbolPath	declaration
c:objc(cs)DCAppAttestService(im)attestKey:clientDataHash:completionHandler:	b060ce07a279ad8bfe133005fe219eea5a36f74c399d81ab1339186a2da708c0	reference/symbol-graphs/DeviceCheck.symbols.json	0	1	1	swift.method	attestKey(_:clientDataHash:)	DCAppAttestService.attestKey(_:clientDataHash:)	func attestKey(_ keyId: String, clientDataHash: Data) async throws -> Data
c:objc(cs)DCAppAttestService(im)attestKey:clientDataHash:completionHandler:	0e4e31b77ea0a6228b2c0c1323cecd590e34cd06bb80eb8274beee4629621f4b	reference/symbol-graphs/DeviceCheck.symbols.json	0	1	0	swift.method	attestKey(_:clientDataHash:completionHandler:)	DCAppAttestService.attestKey(_:clientDataHash:completionHandler:)	func attestKey(_ keyId: String, clientDataHash: Data, completionHandler: @escaping (Data?, (any Error)?) -> Void)
c:objc(cs)DCAppAttestService(im)generateAssertion:clientDataHash:completionHandler:	d40de5d8bf73cbb22f6b022c7e460df0844e71be0e9611106229ed8aeb5e70f5	reference/symbol-graphs/DeviceCheck.symbols.json	0	1	1	swift.method	generateAssertion(_:clientDataHash:)	DCAppAttestService.generateAssertion(_:clientDataHash:)	func generateAssertion(_ keyId: String, clientDataHash: Data) async throws -> Data
c:objc(cs)DCAppAttestService(im)generateAssertion:clientDataHash:completionHandler:	91f15aa3d5aee6c27686e3c83e6a06ce7187ee7196b59eaaaf562a110177cd5c	reference/symbol-graphs/DeviceCheck.symbols.json	0	1	0	swift.method	generateAssertion(_:clientDataHash:completionHandler:)	DCAppAttestService.generateAssertion(_:clientDataHash:completionHandler:)	func generateAssertion(_ keyId: String, clientDataHash: Data, completionHandler: @escaping (Data?, (any Error)?) -> Void)
c:objc(cs)DCAppAttestService(im)generateKeyWithCompletionHandler:	d84972aba0dac8348acfaa040c7e4b303f6787cffb54172431bdfd27dc2f43c2	reference/symbol-graphs/DeviceCheck.symbols.json	0	1	1	swift.method	generateKey(completionHandler:)	DCAppAttestService.generateKey(completionHandler:)	func generateKey(completionHandler: @escaping (String?, (any Error)?) -> Void)
c:objc(cs)DCAppAttestService(im)generateKeyWithCompletionHandler:	d11ced98ee55bcaa887a5953ec9f2d7e317331d79cff4365cb81ce521c99b374	reference/symbol-graphs/DeviceCheck.symbols.json	0	1	0	swift.method	generateKey()	DCAppAttestService.generateKey()	func generateKey() async throws -> String
c:objc(cs)DCDevice(im)generateTokenWithCompletionHandler:	18d87e20c7af3eae98d05f1936cddd68ffb265223162dcbf9bf5f3c53009befa	reference/symbol-graphs/DeviceCheck.symbols.json	0	1	1	swift.method	generateToken(completionHandler:)	DCDevice.generateToken(completionHandler:)	func generateToken(completionHandler completion: @escaping (Data?, (any Error)?) -> Void)
c:objc(cs)DCDevice(im)generateTokenWithCompletionHandler:	54aa6f1d4168b35258243e5acddd5efbb1b1a3f7e89c6e146737a90dbd7e2b88	reference/symbol-graphs/DeviceCheck.symbols.json	0	1	0	swift.method	generateToken()	DCDevice.generateToken()	func generateToken() async throws -> Data
s:SQsE2neoiySbx_xtFZ::SYNTHESIZED::c:@E@DCError	3a3f84690679a8dc645cf75b42297d62148039fe4bab35e85dbdf2216e466607	reference/symbol-graphs/DeviceCheck.symbols.json	0	1	1	swift.func.op	!=(_:_:)	DCError.!=(_:_:)	static func != (lhs: Self, rhs: Self) -> Bool
s:SQsE2neoiySbx_xtFZ::SYNTHESIZED::c:@E@DCError	e582e0c2ccccab1a4da1518725d95d6f14fa044943362c68a6c3865e2fad95e6	reference/symbol-graphs/DeviceCheck.symbols.json	0	1	0	swift.func.op	!=(_:_:)	DCError.Code.!=(_:_:)	static func != (lhs: Self, rhs: Self) -> Bool
