precise	graphKind	graphPath	status	basis	rawCandidateCount	compatibleCandidateCount	selectedNodePath	candidateNodePaths
c:@BCParameterNameBody	swift.type.property	["BCChatAction","Parameter","body"]	unmatched	none	0	0		[]
c:@BCParameterNameGroup	swift.type.property	["BCChatAction","Parameter","group"]	unmatched	none	0	0		[]
c:@BCParameterNameIntent	swift.type.property	["BCChatAction","Parameter","intent"]	unmatched	none	0	0		[]
c:@E@BCChatButtonStyle	swift.enum	["BCChatButton","Style"]	unmatched	none	0	0		[]
c:@E@BCChatButtonStyle@BCChatButtonStyleDark	swift.enum.case	["BCChatButton","Style","dark"]	unmatched	none	0	0		[]
c:@E@BCChatButtonStyle@BCChatButtonStyleLight	swift.enum.case	["BCChatButton","Style","light"]	unmatched	none	0	0		[]
c:@T@BCParameterName	swift.struct	["BCChatAction","Parameter"]	unmatched	none	0	0		[]
c:objc(cs)BCChatAction	swift.class	["BCChatAction"]	import-name	exported-import-name	1	1	/ABIRoot/children/0	["/ABIRoot/children/0"]
c:objc(cs)BCChatAction(cm)openTranscript:intentParameters:	swift.type.method	["BCChatAction","openTranscript(businessIdentifier:intentParameters:)"]	unmatched	none	0	0		[]
c:objc(cs)BCChatButton	swift.class	["BCChatButton"]	import-name	exported-import-name	1	1	/ABIRoot/children/1	["/ABIRoot/children/1"]
c:objc(cs)BCChatButton(im)initWithCoder:	swift.init	["BCChatButton","init(coder:)"]	unmatched	none	0	0		[]
c:objc(cs)BCChatButton(im)initWithStyle:	swift.init	["BCChatButton","init(style:)"]	unmatched	none	0	0		[]
s:SQsE2neoiySbx_xtFZ::SYNTHESIZED::c:@E@BCChatButtonStyle	swift.func.op	["BCChatButton","Style","!=(_:_:)"]	unmatched	none	0	0		[]
s:SQsE2neoiySbx_xtFZ::SYNTHESIZED::c:@T@BCParameterName	swift.func.op	["BCChatAction","Parameter","!=(_:_:)"]	unmatched	none	0	0		[]
s:SYsSHRzSH8RawValueSYRpzrlE04hashB0Sivp::SYNTHESIZED::c:@E@BCChatButtonStyle	swift.property	["BCChatButton","Style","hashValue"]	unmatched	none	0	0		[]
s:SYsSHRzSH8RawValueSYRpzrlE4hash4intoys6HasherVz_tF::SYNTHESIZED::c:@E@BCChatButtonStyle	swift.method	["BCChatButton","Style","hash(into:)"]	unmatched	none	0	0		[]
s:So15BCParameterNamea8rawValueABSS_tcfc	swift.init	["BCChatAction","Parameter","init(rawValue:)"]	unmatched	none	0	0		[]
s:So15BCParameterNameayABSScfc	swift.init	["BCChatAction","Parameter","init(_:)"]	unmatched	none	0	0		[]
s:So17BCChatButtonStyleV8rawValueABSgSi_tcfc	swift.init	["BCChatButton","Style","init(rawValue:)"]	unmatched	none	0	0		[]
s:s20_SwiftNewtypeWrapperPsSHRzSH8RawValueSYRpzrlE04hashE0Sivp::SYNTHESIZED::c:@T@BCParameterName	swift.property	["BCChatAction","Parameter","hashValue"]	unmatched	none	0	0		[]
s:s20_SwiftNewtypeWrapperPsSHRzSH8RawValueSYRpzrlE4hash4intoys6HasherVz_tF::SYNTHESIZED::c:@T@BCParameterName	swift.method	["BCChatAction","Parameter","hash(into:)"]	unmatched	none	0	0		[]
