precise	kind	title	path	declaration
c:@E@SWAttributionViewBackgroundStyle	swift.enum	SWAttributionView.BackgroundStyle	SWAttributionView.BackgroundStyle	enum BackgroundStyle
c:@E@SWAttributionViewBackgroundStyle@SWAttributionViewBackgroundStyleColor	swift.enum.case	SWAttributionView.BackgroundStyle.color	SWAttributionView.BackgroundStyle.color	case color
c:@E@SWAttributionViewBackgroundStyle@SWAttributionViewBackgroundStyleDefault	swift.enum.case	SWAttributionView.BackgroundStyle.default	SWAttributionView.BackgroundStyle.default	case `default`
c:@E@SWAttributionViewBackgroundStyle@SWAttributionViewBackgroundStyleMaterial	swift.enum.case	SWAttributionView.BackgroundStyle.material	SWAttributionView.BackgroundStyle.material	case material
c:@E@SWAttributionViewDisplayContext	swift.enum	SWAttributionView.DisplayContext	SWAttributionView.DisplayContext	enum DisplayContext
c:@E@SWAttributionViewDisplayContext@SWAttributionViewDisplayContextDetail	swift.enum.case	SWAttributionView.DisplayContext.detail	SWAttributionView.DisplayContext.detail	case detail
c:@E@SWAttributionViewDisplayContext@SWAttributionViewDisplayContextSummary	swift.enum.case	SWAttributionView.DisplayContext.summary	SWAttributionView.DisplayContext.summary	case summary
c:@E@SWAttributionViewHorizontalAlignment	swift.enum	SWAttributionView.HorizontalAlignment	SWAttributionView.HorizontalAlignment	enum HorizontalAlignment
c:@E@SWAttributionViewHorizontalAlignment@SWAttributionViewHorizontalAlignmentCenter	swift.enum.case	SWAttributionView.HorizontalAlignment.center	SWAttributionView.HorizontalAlignment.center	case center
c:@E@SWAttributionViewHorizontalAlignment@SWAttributionViewHorizontalAlignmentDefault	swift.enum.case	SWAttributionView.HorizontalAlignment.default	SWAttributionView.HorizontalAlignment.default	case `default`
c:@E@SWAttributionViewHorizontalAlignment@SWAttributionViewHorizontalAlignmentLeading	swift.enum.case	SWAttributionView.HorizontalAlignment.leading	SWAttributionView.HorizontalAlignment.leading	case leading
c:@E@SWAttributionViewHorizontalAlignment@SWAttributionViewHorizontalAlignmentTrailing	swift.enum.case	SWAttributionView.HorizontalAlignment.trailing	SWAttributionView.HorizontalAlignment.trailing	case trailing
c:@E@SWHighlightCenterErrorCode	swift.enum	SWHighlightCenterErrorCode	SWHighlightCenterErrorCode	enum SWHighlightCenterErrorCode
c:@E@SWHighlightCenterErrorCode@SWHighlightCenterErrorCodeAccessDenied	swift.enum.case	SWHighlightCenterErrorCode.accessDenied	SWHighlightCenterErrorCode.accessDenied	case accessDenied
c:@E@SWHighlightCenterErrorCode@SWHighlightCenterErrorCodeInternalError	swift.enum.case	SWHighlightCenterErrorCode.internalError	SWHighlightCenterErrorCode.internalError	case internalError
c:@E@SWHighlightCenterErrorCode@SWHighlightCenterErrorCodeInvalidURL	swift.enum.case	SWHighlightCenterErrorCode.invalidURL	SWHighlightCenterErrorCode.invalidURL	case invalidURL
c:@E@SWHighlightCenterErrorCode@SWHighlightCenterErrorCodeNoError	swift.enum.case	SWHighlightCenterErrorCode.noError	SWHighlightCenterErrorCode.noError	case noError
c:@E@SWHighlightChangeEventTrigger	swift.enum	SWHighlightChangeEventTrigger	SWHighlightChangeEventTrigger	enum SWHighlightChangeEventTrigger
c:@E@SWHighlightChangeEventTrigger@SWHighlightChangeEventTriggerComment	swift.enum.case	SWHighlightChangeEventTrigger.comment	SWHighlightChangeEventTrigger.comment	case comment
c:@E@SWHighlightChangeEventTrigger@SWHighlightChangeEventTriggerEdit	swift.enum.case	SWHighlightChangeEventTrigger.edit	SWHighlightChangeEventTrigger.edit	case edit
c:@E@SWHighlightMembershipEventTrigger	swift.enum	SWHighlightMembershipEventTrigger	SWHighlightMembershipEventTrigger	enum SWHighlightMembershipEventTrigger
c:@E@SWHighlightMembershipEventTrigger@SWHighlightMembershipEventTriggerAddedCollaborator	swift.enum.case	SWHighlightMembershipEventTrigger.addedCollaborator	SWHighlightMembershipEventTrigger.addedCollaborator	case addedCollaborator
