precise	kind	title	path	declaration
c:@E@INAccountType	swift.enum	INAccountType	INAccountType	enum INAccountType
c:@E@INAccountType@INAccountTypeChecking	swift.enum.case	INAccountType.checking	INAccountType.checking	case checking
c:@E@INAccountType@INAccountTypeCredit	swift.enum.case	INAccountType.credit	INAccountType.credit	case credit
c:@E@INAccountType@INAccountTypeDebit	swift.enum.case	INAccountType.debit	INAccountType.debit	case debit
c:@E@INAccountType@INAccountTypeInvestment	swift.enum.case	INAccountType.investment	INAccountType.investment	case investment
c:@E@INAccountType@INAccountTypeMortgage	swift.enum.case	INAccountType.mortgage	INAccountType.mortgage	case mortgage
c:@E@INAccountType@INAccountTypePrepaid	swift.enum.case	INAccountType.prepaid	INAccountType.prepaid	case prepaid
c:@E@INAccountType@INAccountTypeSaving	swift.enum.case	INAccountType.saving	INAccountType.saving	case saving
c:@E@INAccountType@INAccountTypeUnknown	swift.enum.case	INAccountType.unknown	INAccountType.unknown	case unknown
c:@E@INActivateCarSignalIntentResponseCode	swift.enum	INActivateCarSignalIntentResponseCode	INActivateCarSignalIntentResponseCode	enum INActivateCarSignalIntentResponseCode
c:@E@INActivateCarSignalIntentResponseCode@INActivateCarSignalIntentResponseCodeFailure	swift.enum.case	INActivateCarSignalIntentResponseCode.failure	INActivateCarSignalIntentResponseCode.failure	case failure
c:@E@INActivateCarSignalIntentResponseCode@INActivateCarSignalIntentResponseCodeFailureRequiringAppLaunch	swift.enum.case	INActivateCarSignalIntentResponseCode.failureRequiringAppLaunch	INActivateCarSignalIntentResponseCode.failureRequiringAppLaunch	case failureRequiringAppLaunch
c:@E@INActivateCarSignalIntentResponseCode@INActivateCarSignalIntentResponseCodeInProgress	swift.enum.case	INActivateCarSignalIntentResponseCode.inProgress	INActivateCarSignalIntentResponseCode.inProgress	case inProgress
c:@E@INActivateCarSignalIntentResponseCode@INActivateCarSignalIntentResponseCodeReady	swift.enum.case	INActivateCarSignalIntentResponseCode.ready	INActivateCarSignalIntentResponseCode.ready	case ready
c:@E@INActivateCarSignalIntentResponseCode@INActivateCarSignalIntentResponseCodeSuccess	swift.enum.case	INActivateCarSignalIntentResponseCode.success	INActivateCarSignalIntentResponseCode.success	case success
c:@E@INActivateCarSignalIntentResponseCode@INActivateCarSignalIntentResponseCodeUnspecified	swift.enum.case	INActivateCarSignalIntentResponseCode.unspecified	INActivateCarSignalIntentResponseCode.unspecified	case unspecified
c:@E@INAddMediaIntentResponseCode	swift.enum	INAddMediaIntentResponseCode	INAddMediaIntentResponseCode	enum INAddMediaIntentResponseCode
c:@E@INAddMediaIntentResponseCode@INAddMediaIntentResponseCodeFailure	swift.enum.case	INAddMediaIntentResponseCode.failure	INAddMediaIntentResponseCode.failure	case failure
c:@E@INAddMediaIntentResponseCode@INAddMediaIntentResponseCodeFailureRequiringAppLaunch	swift.enum.case	INAddMediaIntentResponseCode.failureRequiringAppLaunch	INAddMediaIntentResponseCode.failureRequiringAppLaunch	case failureRequiringAppLaunch
c:@E@INAddMediaIntentResponseCode@INAddMediaIntentResponseCodeHandleInApp	swift.enum.case	INAddMediaIntentResponseCode.handleInApp	INAddMediaIntentResponseCode.handleInApp	case handleInApp
c:@E@INAddMediaIntentResponseCode@INAddMediaIntentResponseCodeInProgress	swift.enum.case	INAddMediaIntentResponseCode.inProgress	INAddMediaIntentResponseCode.inProgress	case inProgress
c:@E@INAddMediaIntentResponseCode@INAddMediaIntentResponseCodeReady	swift.enum.case	INAddMediaIntentResponseCode.ready	INAddMediaIntentResponseCode.ready	case ready
