precise	payloadSHA256	graphPath	ownershipTier	occurrenceCount	canonicalSelection	kind	title	symbolPath	declaration
c:objc(cs)INFocusStatusCenter(im)requestAuthorizationWithCompletionHandler:	0d2c174a6471ab54b64e798bb6d4c2048d902cd0f567f8df3ca2fca873669883	reference/symbol-graphs/Intents.symbols.json	0	1	1	swift.method	requestAuthorization(completionHandler:)	INFocusStatusCenter.requestAuthorization(completionHandler:)	func requestAuthorization(completionHandler: ((INFocusStatusAuthorizationStatus) -> Void)? = nil)
c:objc(cs)INFocusStatusCenter(im)requestAuthorizationWithCompletionHandler:	23ce24dc8c22dfddc27971cccc1c8272bb7bd1fad650148f78eb86fc6324dc88	reference/symbol-graphs/Intents.symbols.json	0	1	0	swift.method	requestAuthorization()	INFocusStatusCenter.requestAuthorization()	func requestAuthorization() async -> INFocusStatusAuthorizationStatus
c:objc(cs)INInteraction(cm)deleteAllInteractionsWithCompletion:	f2e580d0571860062c164f628a2249694f23082a7e5f6a7bf9d42e1ca3d4dbba	reference/symbol-graphs/Intents.symbols.json	0	1	1	swift.type.method	deleteAll(completion:)	INInteraction.deleteAll(completion:)	class func deleteAll(completion: (((any Error)?) -> Void)? = nil)
c:objc(cs)INInteraction(cm)deleteAllInteractionsWithCompletion:	4a73747fab930c069e2818a09e93d7fbb8c51aae318a941b0d7b688769c23c94	reference/symbol-graphs/Intents.symbols.json	0	1	0	swift.type.method	deleteAll()	INInteraction.deleteAll()	class func deleteAll() async throws
c:objc(cs)INInteraction(cm)deleteInteractionsWithGroupIdentifier:completion:	74902bc4504de8de622605c81912f03c5ee884ee60bfeece2bee1889440b1048	reference/symbol-graphs/Intents.symbols.json	0	1	1	swift.type.method	delete(with:)	INInteraction.delete(with:)	class func delete(with groupIdentifier: String) async throws
c:objc(cs)INInteraction(cm)deleteInteractionsWithGroupIdentifier:completion:	9e2ec912fe1ea7c9633d8124a94397cc0ef913a515390f6538a7a264cb77b4d4	reference/symbol-graphs/Intents.symbols.json	0	1	0	swift.type.method	delete(with:completion:)	INInteraction.delete(with:completion:)	class func delete(with groupIdentifier: String, completion: (((any Error)?) -> Void)? = nil)
c:objc(cs)INInteraction(cm)deleteInteractionsWithIdentifiers:completion:	07419395d1dd29a0e80db51db5ebecd89adec85a0a5faa6bbd34d5f9a8481f6e	reference/symbol-graphs/Intents.symbols.json	0	1	1	swift.type.method	delete(with:)	INInteraction.delete(with:)	class func delete(with identifiers: [String]) async throws
c:objc(cs)INInteraction(cm)deleteInteractionsWithIdentifiers:completion:	dd79c8a49230254d05b10f2ad18d3c20932d51d72d2f5e73766563d811e9266c	reference/symbol-graphs/Intents.symbols.json	0	1	0	swift.type.method	delete(with:completion:)	INInteraction.delete(with:completion:)	class func delete(with identifiers: [String], completion: (((any Error)?) -> Void)? = nil)
c:objc(cs)INInteraction(im)donateInteractionWithCompletion:	d54374dbc545aee3c612d17ae65098a2032030752804ca6c3e3d8ea1ca784cc4	reference/symbol-graphs/Intents.symbols.json	0	1	1	swift.method	donate(completion:)	INInteraction.donate(completion:)	func donate(completion: (((any Error)?) -> Void)? = nil)
c:objc(cs)INInteraction(im)donateInteractionWithCompletion:	7dce2bb9e6df4051bfa56a51dd57acbcaa37e144e58caf2382f56b9437c0397f	reference/symbol-graphs/Intents.symbols.json	0	1	0	swift.method	donate()	INInteraction.donate()	func donate() async throws
c:objc(cs)INRelevantShortcutStore(im)setRelevantShortcuts:completionHandler:	8caf6df69d4e28d6507f921fbe8b36a3296c285adb82d61148199f55a0aefe11	reference/symbol-graphs/Intents.symbols.json	0	1	1	swift.method	setRelevantShortcuts(_:)	INRelevantShortcutStore.setRelevantShortcuts(_:)	func setRelevantShortcuts(_ shortcuts: [INRelevantShortcut]) async throws
c:objc(cs)INRelevantShortcutStore(im)setRelevantShortcuts:completionHandler:	78d54fcbc116f18a3252a3fdb5e422e4987fbc84eee4f791e55ddd1432f42047	reference/symbol-graphs/Intents.symbols.json	0	1	0	swift.method	setRelevantShortcuts(_:completionHandler:)	INRelevantShortcutStore.setRelevantShortcuts(_:completionHandler:)	func setRelevantShortcuts(_ shortcuts: [INRelevantShortcut], completionHandler: (((any Error)?) -> Void)? = nil)
c:objc(cs)INSearchCallHistoryIntent(im)initWithCallType:dateCreated:recipient:callCapabilities:	a4188f2bcbbe22ce1a538bf6890174aaaad279abf0e6c60f85d4c86911ce0189	reference/symbol-graphs/Intents.symbols.json	0	1	1	swift.init	init(call:dateCreated:recipient:callCapabilities:)	INSearchCallHistoryIntent.init(call:dateCreated:recipient:callCapabilities:)	convenience init(call callType: INCallRecordType, dateCreated: INDateComponentsRange?, recipient: INPerson?, callCapabilities: INCallCapabilityOptions = [])
c:objc(cs)INSearchCallHistoryIntent(im)initWithCallType:dateCreated:recipient:callCapabilities:	76c44393738958c583e0f0a62cb3e94da28d2c4b97bae9034376c4f248f3bab8	reference/symbol-graphs/Intents.symbols.json	0	1	0	swift.init	init(callType:dateCreated:recipient:callCapabilities:)	INSearchCallHistoryIntent.init(callType:dateCreated:recipient:callCapabilities:)	convenience init(callType: INCallRecordType, dateCreated: INDateComponentsRange?, recipient: INPerson?, callCapabilities: INCallCapabilityOptions = [])
c:objc(cs)INSearchForMessagesIntent(im)initWithRecipients:senders:searchTerms:attributes:dateTimeRange:identifiers:notificationIdentifiers:groupNames:	7af72fcbba4e814c28a111dd8ef7ace998203002fb588c3d9641e65139307566	reference/symbol-graphs/Intents.symbols.json	0	1	1	swift.init	init(recipients:senders:searchTerms:attributes:dateTime:identifiers:notificationIdentifiers:groupNames:)	INSearchForMessagesIntent.init(recipients:senders:searchTerms:attributes:dateTime:identifiers:notificationIdentifiers:groupNames:)	convenience init(recipients: [INPerson]?, senders: [INPerson]?, searchTerms: [String]?, attributes: INMessageAttributeOptions = [], dateTime dateTimeRange: INDateComponentsRange?, identifiers: [String]?, notificationIdentifiers: [String]?, groupNames: [String]?)
c:objc(cs)INSearchForMessagesIntent(im)initWithRecipients:senders:searchTerms:attributes:dateTimeRange:identifiers:notificationIdentifiers:groupNames:	617fcb27107e49a808169ec484a527c5d66e419b0e4428f9f1b324d740a9da5a	reference/symbol-graphs/Intents.symbols.json	0	1	0	swift.init	init(recipients:senders:searchTerms:attributes:dateTimeRange:identifiers:notificationIdentifiers:groupNames:)	INSearchForMessagesIntent.init(recipients:senders:searchTerms:attributes:dateTimeRange:identifiers:notificationIdentifiers:groupNames:)	convenience init(recipients: [INPerson]?, senders: [INPerson]?, searchTerms: [String]?, attributes: INMessageAttributeOptions = [], dateTimeRange: INDateComponentsRange?, identifiers: [String]?, notificationIdentifiers: [String]?, groupNames: [String]?)
c:objc(cs)INSearchForMessagesIntent(im)initWithRecipients:senders:searchTerms:attributes:dateTimeRange:identifiers:notificationIdentifiers:speakableGroupNames:	b4ae0d73a8fa52b601333ee48f0157505a89b3a4d4da386cfe4ddb8dcf7a7174	reference/symbol-graphs/Intents.symbols.json	0	1	1	swift.init	init(recipients:senders:searchTerms:attributes:dateTime:identifiers:notificationIdentifiers:speakableGroupNames:)	INSearchForMessagesIntent.init(recipients:senders:searchTerms:attributes:dateTime:identifiers:notificationIdentifiers:speakableGroupNames:)	convenience init(recipients: [INPerson]?, senders: [INPerson]?, searchTerms: [String]?, attributes: INMessageAttributeOptions = [], dateTime dateTimeRange: INDateComponentsRange?, identifiers: [String]?, notificationIdentifiers: [String]?, speakableGroupNames: [INSpeakableString]?)
c:objc(cs)INSearchForMessagesIntent(im)initWithRecipients:senders:searchTerms:attributes:dateTimeRange:identifiers:notificationIdentifiers:speakableGroupNames:	f19ab9d7c7ae07e9b901f808b17c2d104607dfac826fd5adfea1a7dd81f96ba0	reference/symbol-graphs/Intents.symbols.json	0	1	0	swift.init	init(recipients:senders:searchTerms:attributes:dateTimeRange:identifiers:notificationIdentifiers:speakableGroupNames:)	INSearchForMessagesIntent.init(recipients:senders:searchTerms:attributes:dateTimeRange:identifiers:notificationIdentifiers:speakableGroupNames:)	convenience init(recipients: [INPerson]?, senders: [INPerson]?, searchTerms: [String]?, attributes: INMessageAttributeOptions = [], dateTimeRange: INDateComponentsRange?, identifiers: [String]?, notificationIdentifiers: [String]?, speakableGroupNames: [INSpeakableString]?)
c:objc(cs)INVoiceShortcutCenter(im)getAllVoiceShortcutsWithCompletion:	28cd418114cd4921b858d208985dc57d901ac36eb4f34b8c98e50a1fb961abbe	reference/symbol-graphs/Intents.symbols.json	0	1	1	swift.method	allVoiceShortcuts()	INVoiceShortcutCenter.allVoiceShortcuts()	func allVoiceShortcuts() async throws -> [INVoiceShortcut]
c:objc(cs)INVoiceShortcutCenter(im)getAllVoiceShortcutsWithCompletion:	233896a9b2a981cdcbed89f27b3076613b295c1f14e5d93e8722c863bd6ef84a	reference/symbol-graphs/Intents.symbols.json	0	1	0	swift.method	getAllVoiceShortcuts(completion:)	INVoiceShortcutCenter.getAllVoiceShortcuts(completion:)	func getAllVoiceShortcuts(completion completionHandler: @escaping ([INVoiceShortcut]?, (any Error)?) -> Void)
c:objc(cs)INVoiceShortcutCenter(im)getVoiceShortcutWithIdentifier:completion:	32ac63908db26accf3978f07e7445cd0cdfc988c69fcf2fb2ebab466e95fae1f	reference/symbol-graphs/Intents.symbols.json	0	1	1	swift.method	getVoiceShortcut(with:)	INVoiceShortcutCenter.getVoiceShortcut(with:)	func getVoiceShortcut(with identifier: UUID) async throws -> INVoiceShortcut
c:objc(cs)INVoiceShortcutCenter(im)getVoiceShortcutWithIdentifier:completion:	81e778de17ba172dd25050d18112fb3db4b1dfc928f9dba42ef87fad0125cd04	reference/symbol-graphs/Intents.symbols.json	0	1	0	swift.method	getVoiceShortcut(with:completion:)	INVoiceShortcutCenter.getVoiceShortcut(with:completion:)	func getVoiceShortcut(with identifier: UUID, completion completionHandler: @escaping (INVoiceShortcut?, (any Error)?) -> Void)
c:objc(pl)INActivateCarSignalIntentHandling(im)confirmActivateCarSignal:completion:	b7f1efa92a0e09eb1ceeda92fa959bca9bdf86360b7a4cc8f5b849cb50bea926	reference/symbol-graphs/Intents.symbols.json	0	1	1	swift.method	confirm(intent:)	INActivateCarSignalIntentHandling.confirm(intent:)	optional func confirm(intent: INActivateCarSignalIntent) async -> INActivateCarSignalIntentResponse
c:objc(pl)INActivateCarSignalIntentHandling(im)confirmActivateCarSignal:completion:	b927e7e3875073a9e8322ab5623dbeddaf44ce686111d5c1707d13b9da5f9394	reference/symbol-graphs/Intents.symbols.json	0	1	0	swift.method	confirm(intent:completion:)	INActivateCarSignalIntentHandling.confirm(intent:completion:)	optional func confirm(intent: INActivateCarSignalIntent, completion: @escaping (INActivateCarSignalIntentResponse) -> Void)
c:objc(pl)INActivateCarSignalIntentHandling(im)handleActivateCarSignal:completion:	3ab2464d8c370200752d8601b8df35fcfd3842074e7d7fe53a2f2875b59895e6	reference/symbol-graphs/Intents.symbols.json	0	1	1	swift.method	handle(intent:)	INActivateCarSignalIntentHandling.handle(intent:)	func handle(intent: INActivateCarSignalIntent) async -> INActivateCarSignalIntentResponse
c:objc(pl)INActivateCarSignalIntentHandling(im)handleActivateCarSignal:completion:	3df0c36808abe6e94fc30e740509a85cce2a040a0fa54d4b89174af00a8f27d5	reference/symbol-graphs/Intents.symbols.json	0	1	0	swift.method	handle(intent:completion:)	INActivateCarSignalIntentHandling.handle(intent:completion:)	func handle(intent: INActivateCarSignalIntent, completion: @escaping (INActivateCarSignalIntentResponse) -> Void)
c:objc(pl)INActivateCarSignalIntentHandling(im)resolveCarNameForActivateCarSignal:withCompletion:	6d8854e4b01dcada1cc01bfee5bcdf1c4b33a1ccfba11f8d876a4fd33549f0ba	reference/symbol-graphs/Intents.symbols.json	0	1	1	swift.method	resolveCarName(for:)	INActivateCarSignalIntentHandling.resolveCarName(for:)	optional func resolveCarName(for intent: INActivateCarSignalIntent) async -> INSpeakableStringResolutionResult
c:objc(pl)INActivateCarSignalIntentHandling(im)resolveCarNameForActivateCarSignal:withCompletion:	03ced3bc017fe9934efc3267085020d6da1746f2b96ae18e1d89d3ee8f69b2ac	reference/symbol-graphs/Intents.symbols.json	0	1	0	swift.method	resolveCarName(for:with:)	INActivateCarSignalIntentHandling.resolveCarName(for:with:)	optional func resolveCarName(for intent: INActivateCarSignalIntent, with completion: @escaping (INSpeakableStringResolutionResult) -> Void)
c:objc(pl)INActivateCarSignalIntentHandling(im)resolveSignalsForActivateCarSignal:withCompletion:	c70543583b7aadee6d1c4dd311864c315bf96fca8fabc797d9e5205479114f3b	reference/symbol-graphs/Intents.symbols.json	0	1	1	swift.method	resolveSignals(for:)	INActivateCarSignalIntentHandling.resolveSignals(for:)	optional func resolveSignals(for intent: INActivateCarSignalIntent) async -> INCarSignalOptionsResolutionResult
