precise	question	risk	reason
s:6TipKit4TipsO9configureyySayAC19ConfigurationOptionVGKFZ	On Darwin, is the Application Support/TipKit store Core Data, SQLite, or another format, and which TipKitError is thrown on a second configure?	persistence	Linux writes a JSON datastore.json once per process and throws tipsDatastoreAlreadyConfigured on the second call. Byte layout is not claimed to match Darwin.
s:6TipKit4TipsO19ConfigurationOptionV05cloudB9ContaineryA2E05CloudbG0VSgFZ	Does Darwin's cloudKitContainer(.automatic) / named(_:) synchronize event donations across devices, and what error is produced without a CloudKit entitlement?	persistence	Linux records the option, opens the local JSON store, and never talks to CloudKit. Sync success would be fabricated.
s:6TipKit4TipsO17DonationTimeRangeV3dayAEvpZ	Is Tips.DonationTimeRange.day a fixed 86400 seconds or a calendar day in the current time zone when filtering Sequence.donatedWithin?	persistence	Linux treats named ranges as elapsed seconds. Darwin calendar semantics are unobserved.
s:6TipKit4TipsO19ConfigurationOptionV16DisplayFrequencyV7monthlyAGvpZ	Is DisplayFrequency.monthly a calendar month from the last display date, or a fixed 30-day elapsed interval?	persistence	Linux uses 2_592_000 elapsed seconds against an injectable clock. Calendar-month boundaries are unobserved.
s:6TipKit4TipsO4RuleV	What public initializer does Darwin's #Rule macro expand to for parameter versus event predicates, and are CompoundOperation conjunction/disjunction the only combinators?	macros	Linux implements Tips.Rule(parameter, predicate) and Tips.Rule(event, predicate). The #Rule macro itself is unavailable. SPI hostPredicate remains for tests.
s:6TipKit4TipsO6ActionV2id7perform_AESSSg_yyc7SwiftUI4TextVyctcfc	Does Darwin store Action.label as a SwiftUI.Text closure even when the StringProtocol title init is used, and is title mapped 1:1 into Text?	swiftui	Linux implements only the StringProtocol init. The Text-labeled init is gated until real SwiftUI is on the compile line.
s:6TipKit0A0P2idSSvp	What is Darwin's default Tip.id when a conforming type does not implement it — String(describing: Self.self), String(reflecting: Self.self), or another stable key?	macros	Linux defaults to String(describing: Self.self) and uses the same string as the hideTipsForTesting / showTipsForTesting type key.
s:6TipKit4TipsO07showAllC10ForTestingyyFZ	Does showAllTipsForTesting make an already-invalidated tip report Status.available, or only force shouldDisplay while status stays invalidated?	persistence	Linux reports .available and shouldDisplay true so UI tests can still present invalidated tips. Darwin's status vs shouldDisplay split is unobserved.
s:6TipKit0A5GroupC8PriorityO14firstAvailableyA2EmF	Does TipGroup.Priority.firstAvailable pick a different tip than .ordered when several tips are eligible — for example by recency — or is it also first-in-builder-order?	persistence	Linux uses the first shouldDisplay tip in builder order for both priorities because display-history ranking is unobserved.
module	When SwiftUI is present, are Tip.title / Tip.message / Tip.image the SwiftUI.Text and SwiftUI.Image nominal types rather than a TipKit overlay?	swiftui	Isolated Linux host has no SwiftUI; those members stay deferred rather than substituted. EC2 identity probe must import SwiftUI and TipKit together.
